generation,mse,length,msetest,expr
100,333.9198913574219,1.0,nan,45.645019531250
85,333.919921875,2.0,nan,exp(3.821017026901)
100,149.18666076660156,3.0,nan,(55.258499145508 + (9.610500335693 * X4))
100,148.7242431640625,4.0,nan,((7.398281574249 + (0.718206286430 * X4)) ^ 2)
100,48.821895599365234,5.0,nan,(((-0.201637685299) * X1) - (((-9.748378753662) * X4) + (-141.275756835938)))
100,44.87966537475586,6.0,nan,((((0.015340646729 * X1) - 13.903424263000) + ((-0.735789418221) * X4)) ^ 2)
100,44.49443435668945,7.0,nan,((((3.635519504547 / (sqrt(1 + (0.002102214377 * X1) ^ 2))) ^ 2) + (0.736170351505 * X4)) ^ 2)
100,15.965066909790039,8.0,nan,(((((-0.208508640528) * X1) + 145.504089355469) + (9.982857704163 * X4)) * tanh((67.486297607422 * X2)))
100,11.544759750366211,9.0,nan,((((((-0.015682203695) * X1) + 14.135937690735) + (0.746355056763 * X4)) ^ 2) * tanh((66.324729919434 * X2)))
100,11.236236572265625,10.0,nan,(((((3.949675083160 + ((-0.002870526165) * X1)) ^ 2) + (0.746764540672 * X4)) ^ 2) * tanh((66.031509399414 * X2)))
100,10.425749778747559,11.0,nan,(((((((-0.017662294209) * X1) + 14.313584327698) + (0.843101680279 * X4)) ^ 2) * tanh((49.351032257080 * X2))) - (-9.307285308838))
100,5.125901699066162,12.0,nan,(((((((-0.159518986940) * X1) + 143.917495727539) + (7.960187435150 * X4)) * (((-0.006222147029) * X3) + (20.540311813354 * X2))) / (sqrt(1 + ((-207.449310302734) * X2) ^ 2))) ^ 2)
100,3.9579341411590576,13.0,nan,((((((((-0.106784120202) * X1) + 143.917495727539) + (5.453808784485 * X4)) * (((-0.002142220503) * X3) + (10.461881637573 * X2))) / (sqrt(1 + ((-376.289794921875) * X2) ^ 2))) ^ 2) ^ 2)
100,3.8160173892974854,14.0,nan,(((((((-0.255442410707) * X1) + 231.333053588867) + (13.490709304810 * X4)) * ((0.008056267165 * X4) + ((-9.853114128113) * X2))) / (sqrt(1 + ((0.057189986110 * X3) + (160.437057495117 * X2)) ^ 2))) ^ 2)
100,3.203831911087036,15.0,nan,((((((((-0.112075544894) * X1) + 151.098449707031) + (5.913001537323 * X4)) * (((-0.001778488513) * X3) + (8.883760452271 * X2))) / (sqrt(1 + (((-0.087990254164) * X4) - (335.578125000000 * X2)) ^ 2))) ^ 2) ^ 2)
100,2.6012566089630127,16.0,nan,(((((((0.144066601992 * X1) - 194.184906005859) + ((-7.150083065033) * X4)) * (14.483617782593 * X2)) / (sqrt(1 + (((-704.448364257812) * X2) - exp(((1.476606965065 * X4) - (27.971269607544 * X2)))) ^ 2))) ^ 2) ^ 2)
100,2.2551536560058594,17.0,nan,(((((((-0.194555446506) * X1) + 175.069519042969) + (9.416279792786 * X4)) * ((0.006859179586 * X3) + (32.516448974609 * X2))) / (sqrt(1 + (((-402.142150878906) * X2) - exp(((1.894287586212 * X4) - (22.309293746948 * X2)))) ^ 2))) ^ 2)
87,2.4889941215515137,18.0,nan,((((((((-0.106485247612) * X1) + 143.475158691406) + (5.274295330048 * X4)) * ((0.000584580528 * X3) + (22.194049835205 * X2))) / (sqrt(1 + (((-798.489990234375) * X2) - exp(((1.539428234100 * X4) - (21.986310958862 * X2)))) ^ 2))) ^ 2) ^ 2)
