generation,mse,length,msetest,expr
100,300.1246032714844,1.0,606.3067836477237,44.554321289062
100,300.1245422363281,2.0,606.2920432989666,sqrt(1985.156494140625)
100,142.4689178466797,3.0,214.47824223003636,((8.953283309937 * X4) - (-53.797065734863))
100,139.2342987060547,4.0,240.67257380416578,(exp((0.204075008631 * X4)) * 52.791812896729)
100,45.858428955078125,5.0,73.52199539396693,(((9.939491271973 * X4) + 142.970565795898) + ((-0.205847159028) * X1))
100,42.67428207397461,6.0,62.1365552732655,(((0.742146790028 * X4) + (13.877016067505 + ((-0.015277925879) * X1))) ^ 2)
100,42.34293746948242,7.0,60.93935647363628,((exp((2.871564149857 - (0.002064747736 * X1))) - ((-0.739977657795) * X4)) ^ 2)
100,26.73928451538086,8.0,45.0497182453374,((((-0.016901798546) * X1) - ((-11.663518905640) - (0.793531835079 * X4))) * log((1184907.625000000000 * X2)))
100,22.091459274291992,9.0,45.5922169810772,(((145.312820434570 - (0.207898467779 * X1)) - (44.009708404541 / (sqrt(1 + (368.920074462891 * X2) ^ 2)))) - ((-9.807830810547) * X4))
100,11.805672645568848,10.0,14.768306190803239,(((((0.787525713444 * X4) + 14.161664962769) - (0.015640288591 * X1)) / (sqrt(1 + ((-8.485504150391) / (sqrt(1 + (958.046691894531 * X2) ^ 2))) ^ 2))) ^ 2)
100,9.366325378417969,11.0,25.022505544345666,(((((-0.214708238840) * X1) + 148.583908081055) / (sqrt(1 + ((((-2.216288805008) * X3) + (-2.436674833298)) / (sqrt(1 + (725.313903808594 * X2) ^ 2))) ^ 2))) - ((-10.522511482239) * X4))
100,2.56622314453125,12.0,4.346857728882072,(((((0.015833413228 * X1) + (-14.241046905518)) / (sqrt(1 + ((((-2.708557844162) * X3) + (-3.950696229935)) / (sqrt(1 + (1515.832397460938 * X2) ^ 2))) ^ 2))) - (0.786800444126 * X4)) ^ 2)
91,3.16813588142395,13.0,4.9395644611216225,(((((0.782646179199 * X4) + 14.168416976929) + ((-0.015683673322) * X1)) + ((-5.882928848267) / (sqrt(1 + ((((-663.643981933594) * X2) ^ 2) / (sqrt(1 + ((-7.193889617920) * X3) ^ 2))) ^ 2)))) ^ 2)
100,2.412404775619507,14.0,3.527476588275446,(((((0.788379490376 * X4) + 14.235670089722) - (0.015816662461 * X1)) / (sqrt(1 + ((47.003009796143 / (sqrt(1 + (((-3.701578378677) * X4) - (-5.122832298279)) ^ 2))) / (sqrt(1 + (1468.447021484375 * X2) ^ 2))) ^ 2))) ^ 2)
93,2.5304901599884033,15.0,3.5394451490617667,(((((0.788347244263 * X4) + 14.236728668213) - (0.015817141160 * X1)) / (sqrt(1 + (((9.175176620483 ^ 2) / (sqrt(1 + (((-9.069387435913) * X4) - (-13.735239982605)) ^ 2))) / (sqrt(1 + (958.046691894531 * X2) ^ 2))) ^ 2))) ^ 2)
100,2.056086540222168,16.0,3.1035293060137485,(((((0.015838775784 * X1) - 14.365195274353) / (sqrt(1 + ((((-0.839151620865) * X4) - 4.175847053528) / (sqrt(1 + ((786.988464355469 * X2) / (sqrt(1 + (0.328547626734 * X3) ^ 2))) ^ 2))) ^ 2))) - (((-0.378534227610) * X2) + (0.797782659531 * X4))) ^ 2)
100,2.054337978363037,17.0,3.8724397710444314,((((exp((0.057962320745 * X4)) * 14.217363357544) - (((16.862945556641 - (0.024498701096 * X1)) / (sqrt(1 + ((1252.185791015625 * X2) / (sqrt(1 + ((-2.779028177261) * X3) ^ 2))) ^ 2))) / (sqrt(1 + ((-97.294960021973) * X2) ^ 2)))) - (0.015834923834 * X1)) ^ 2)
100,1.8525688648223877,18.0,2.637513695002652,((((((0.016020186245 * X1) - 14.434539794922) / (sqrt(1 + ((((-0.778330266476) * X4) - 4.148514270782) / (sqrt(1 + ((786.988464355469 * X2) / (sqrt(1 + (0.340869665146 * X3) ^ 2))) ^ 2))) ^ 2))) - (((-0.398297816515) * X2) + (0.924848377705 * X4))) ^ 2) - (1.491558909416 * X4))
100,1.6558749675750732,19.0,2.683024109139282,((((((-4.078450202942) - (((0.008694897406 * X1) - 6.124384880066) / (sqrt(1 + ((1887.565429687500 * X2) / (sqrt(1 + ((-0.755998194218) * X3) ^ 2))) ^ 2)))) - (((-0.003071376588) * X1) / (sqrt(1 + ((-0.027924019843) * X3) ^ 2)))) - ((0.146501019597 * X4) - (0.138471230865 * X2))) ^ 2) ^ 2)
