generation,mse,length,msetest,expr
100,25943.005859375,1.0,nan,418.977416992188
100,25942.998046875,2.0,nan,exp(6.037826538086)
100,15442.33984375,3.0,nan,((226140.421875000000 * X2) / (sqrt(1 + (466.469116210938 * X2) ^ 2)))
100,12243.2861328125,4.0,nan,((179440.187500000000 * X2) * exp(((-123.630638122559) * X2)))
100,7951.00244140625,5.0,nan,(((2724556.000000000000 * X2) / (sqrt(1 + ((-1895.761352539062) * X2) ^ 2))) + ((-1.241803646088) * X1))
100,1299.9178466796875,6.0,nan,((2064.337646484375 - (1.995465040207 * X1)) * tanh((346.690917968750 * X2)))
100,1172.653564453125,7.0,nan,(sqrt((((-1941.250732421875) * X1) + 1789513.875000000000)) * tanh((344.642272949219 * X2)))
100,651.9982299804688,8.0,nan,(((2093.782714843750 - (2.059072732925 * X1)) - ((-72720.226562500000) * X3)) * tanh((341.285919189453 * X2)))
100,352.4150695800781,9.0,nan,(sqrt(((2042011.250000000000 - (1994.265747070312 * X1)) - ((-53974.312500000000) * X4))) * tanh((338.716888427734 * X2)))
74,417.6481018066406,10.0,nan,((9857.059570312500 * X2) * (sqrt(((2946.096435546875 - (2.874546289444 * X1)) - ((-79.633285522461) * X4))) / (sqrt(1 + ((-357.011871337891) * X2) ^ 2))))
100,325.71624755859375,11.0,nan,((723.551330566406 - ((((-50.797950744629) - (2.073422908783 * X4)) + (0.072545602918 * X1)) ^ 2)) * tanh((337.731506347656 * X2)))
53,380.4019775390625,12.0,nan,((3320.886962890625 * X2) * ((80.330108642578 - (((17.628557205200 - ((-0.727492272854) * X4)) + ((-0.024836871773) * X1)) ^ 2)) / (sqrt(1 + ((-355.384521484375) * X2) ^ 2))))
100,293.02459716796875,13.0,nan,(((0.777644515038 * X1) + (((-86.270584106445) * X4) - (((46.906845092773 - ((-3.439536571503) * X4)) + ((-0.068983927369) * X1)) ^ 2))) * tanh((338.221496582031 * X2)))
45,293.0252685546875,14.0,nan,((((36.518505096436 ^ 2) - (((59.445796966553 - ((-3.438616514206) * X4)) + ((-0.068988166749) * X1)) ^ 2)) + ((-0.952316403389) * X1)) * tanh((338.213714599609 * X2)))
100,277.4832458496094,15.0,nan,((548.029235839844 + (((-47.570426940918) * X4) - (((((3.606718063354 * X4) + (29.980083465576 * X2)) - (-55.412544250488)) + ((-0.071660071611) * X1)) ^ 2))) * tanh((346.050262451172 * X2)))
