generation,mse,length,msetest,expr
100,26578.572265625,1.0,19071.26548828852,415.820861816406
100,26578.5703125,2.0,19071.25624075728,((-20.391689300537) ^ 2)
100,15423.078125,3.0,17731.790592457564,(((-1.545628070831) * X1) - (-1638.708984375000))
100,15405.033203125,4.0,17640.14124325766,sqrt((((-1292.001464843750) * X1) + 1206288.500000000000))
100,11251.36328125,5.0,11456.438197242594,(1786.166870117188 + (((-1.855263471603) * X1) + (11757.830078125000 * X2)))
100,1388.437255859375,6.0,352.5535024302378,(tanh((348.176055908203 * X2)) * (((-1.986661434174) * X1) - (-2055.562255859375)))
100,1273.1077880859375,7.0,71.26174838055786,(tanh((346.529235839844 * X2)) * sqrt((((-1935.261474609375) * X1) + 1784171.750000000000)))
100,630.4295654296875,8.0,987.7462657659296,(tanh(((-341.395294189453) * X2)) * ((-2081.885986328125) + ((2.048909902573 * X1) - (76098.937500000000 * X3))))
100,375.4216613769531,9.0,106.12798169168465,(tanh((339.731781005859 * X2)) * sqrt((2033293.875000000000 + ((54041.179687500000 * X4) - (1984.161376953125 * X1)))))
29,508.0865783691406,10.0,472.1751177332671,((0.001594716334 * X1) * (tanh((338.147491455078 * X2)) * (2085.529541015625 - ((2.164374589920 * X1) - (76101.187500000000 * X3)))))
100,366.0733642578125,11.0,132.4877949724913,((935.470886230469 * X2) + (tanh((347.834045410156 * X2)) * sqrt((((54208.128906250000 * X4) - (1953.783813476562 * X1)) + 1999890.875000000000))))
100,352.2366027832031,12.0,393.5497009179764,(tanh((340.170166015625 * X2)) * (701.483459472656 + ((((-0.325593948364) * X1) - ((-76101.437500000000) * X3)) * ((0.007666177582 * X1) - 5.181342124939))))
100,347.69378662109375,13.0,102.98801118294978,(tanh((340.190032958984 * X2)) * ((((-54.586151123047) * X4) + sqrt((((118893.703125000000 * X4) - (2259.861328125000 * X1)) + 2575998.250000000000))) + (-280.419250488281)))
