generation,mse,length,msetest,expr
100,26117.21484375,1.0,28920.16233401524,444.302734375000
100,26117.212890625,2.0,28916.814980685045,sqrt(197395.140625000000)
100,17567.8125,3.0,5858.032100380431,(1652.421630859375 - (1.562911152840 * X1))
100,10698.0595703125,4.0,27260.188869292902,(546.590759277344 / (sqrt(1 + log((127.098655700684 * X2)) ^ 2)))
16,10698.0654296875,5.0,27256.91159740978,(exp(6.303693294525) / (sqrt(1 + log((127.122886657715 * X2)) ^ 2)))
100,855.8007202148438,6.0,3542.0386442226554,(tanh(((-339.792877197266) * X2)) * ((2.002639770508 * X1) + (-2071.405761718750)))
100,762.9053344726562,7.0,4149.163113566954,(((3.567690372467 * X1) - ((0.060664772987 * X1) ^ 2)) / (sqrt(1 + (1 / (356.232116699219 * X2)) ^ 2)))
100,522.7724609375,8.0,1604.0041882014038,(tanh(((-336.597961425781) * X2)) * ((-2057.149169921875) - (((-2.002005100250) * X1) + (56264.000000000000 * X3))))
100,417.0020751953125,9.0,696.9188675390983,(sqrt((2016491.000000000000 - ((2220.946777343750 * X1) - (62935672.000000000000 * X3)))) / (sqrt(1 + (1 / (351.463989257812 * X2)) ^ 2)))
100,406.17095947265625,10.0,950.5276969028845,(sqrt((1958786.625000000000 - ((2148.588134765625 * X1) + ((-68606776.000000000000) * X3)))) / (sqrt(1 + ((57.970188140869 * X1) / (sqrt(1 + ((-15212386.000000000000) * X2) ^ 2))) ^ 2)))
100,327.3114929199219,11.0,606.5963996973786,(tanh(((-333.981201171875) * X2)) * ((2.018414735794 * X4) - sqrt((1795263.125000000000 - ((1978.286621093750 * X1) - (62935672.000000000000 * X3))))))
99,354.60101318359375,12.0,489.5656827340535,(sqrt((1837389.125000000000 - ((2022.441040039062 * X1) - (72792448.000000000000 * X3)))) / (sqrt(1 + (((5525492.500000000000 * X2) - 75892.007812500000) / (sqrt(1 + ((-23298416.000000000000) * X2) ^ 2))) ^ 2)))
99,343.7498779296875,13.0,1548.8385861412733,(((2.564835309982 * X1) / (sqrt(1 + (((69558.171875000000 * X1) + ((-3922661888.000000000000) * X2)) / (sqrt(1 + ((-15820605440.000000000000) * X2) ^ 2))) ^ 2))) * ((0.022466644645 * X4) - ((-1.386348843575) + (0.001328531769 * X1))))
100,319.0713195800781,14.0,2052.5049305042958,((((0.009811824188 * X1) ^ 2) / (sqrt(1 + (((596.456787109375 * X1) + ((-35253400.000000000000) * X2)) / (sqrt(1 + ((-134176712.000000000000) * X2) ^ 2))) ^ 2))) * ((0.770313858986 * X4) - ((0.057260144502 * X1) + (-56.883411407471))))
100,287.3542785644531,15.0,1723.807045459323,((((-27.201808929443) - ((-0.105224914849) * X1)) / (sqrt(1 + (((594.367614746094 * X1) + ((-35253400.000000000000) * X2)) / (sqrt(1 + ((-134176712.000000000000) * X2) ^ 2))) ^ 2))) * ((0.820061147213 * X4) - ((0.055059053004 * X1) + (-55.854988098145))))
38,326.6865539550781,16.0,739.3563465913752,(((1.041442990303 * X1) - ((((-0.012490900233) * X1) - (-8.471874237061)) * (((-11.790960311890) ^ 2) - ((0.454414576292 * X1) + ((-49198.941406250000) * X3))))) / (sqrt(1 + (((-373.250213623047) * X1) / (sqrt(1 + (97403368.000000000000 * X2) ^ 2))) ^ 2)))
100,232.1279754638672,17.0,885.5879838990427,(((((-5715.504394531250) * X4) - (((-124.659881591797) * X1) - (-54944.117187500000))) / (sqrt(1 + (((69558.171875000000 * X1) + ((-3922661888.000000000000) * X2)) / (sqrt(1 + ((-15820605440.000000000000) * X2) ^ 2))) ^ 2))) * ((0.001525114756 * X4) - ((-0.050920329988) + (0.000047019494 * X1))))
17,512.3132934570312,18.0,3327.9149582050077,(((((0.228790283203 / (sqrt(1 + (4795.721679687500 * X2) ^ 2))) - ((-63.350830078125) * X3)) + ((-0.000219590991) * X1)) - ((-1.297487139702) / (sqrt(1 + ((-8711.824218750000) / (sqrt(1 + (3317184.000000000000 * X2) ^ 2))) ^ 2)))) * sqrt((((-1620.133911132812) * X1) + 1488002.500000000000)))
