generation,mse,length,msetest,expr
100,430.1037902832031,1.0,139.3690025595358,43.037902832031
100,231.00286865234375,2.0,192.89820779069944,sqrt((35269.953125000000 * X2))
100,139.22244262695312,3.0,79.84172733927612,(log((21514.500000000000 * X2)) ^ 2)
100,130.4266815185547,4.0,83.72522369642175,(log((63408.039062500000 * X2)) / (0.000398287026 * X1))
100,107.91055297851562,5.0,63.46906964699344,sqrt((sqrt((1136761984.000000000000 * X2)) / (0.007791278884 * X1)))
100,85.05940246582031,6.0,86.41212771424789,((log((71326.453125000000 * X2)) / (0.000316433056 * X1)) + ((-0.036504376680) * X1))
100,60.072669982910156,7.0,81.30832068469925,((log((21640.048828125000 * X2)) ^ 2) * (2.556312799454 + ((-0.003717546351) * X1)))
100,36.33067321777344,8.0,28.224742684168092,(log((21514.500000000000 * X2)) * ((19.115776062012 + ((-0.027515307069) * X1)) - ((-0.869361877441) * X4)))
100,34.59729766845703,9.0,24.464574171119793,(((29961.705078125000 * X2) / (sqrt(1 + ((-88.668823242188) * X2) ^ 2))) / ((0.022352406755 * X1) - ((0.791216373444 * X4) - (-3.260505676270))))
100,26.94321060180664,10.0,17.755330450938075,exp((((0.137544795871 * X4) + (((-4.520107746124) / (sqrt(1 + ((-1203.832519531250) * X2) ^ 2))) - (-5.706087112427))) + ((-0.003895821981) * X1)))
100,12.835759162902832,11.0,7.608117409421284,((((9.841501235962 * X4) - (-142.443191528320)) - (0.198077410460 * X1)) / (sqrt(1 + (((48.256919860840 * X3) + (0.226053357124 * X1)) / (sqrt(1 + (19647.634765625000 * X2) ^ 2))) ^ 2)))
100,5.605662822723389,12.0,5.812865488818563,exp((((0.209282085299 * X4) + (((((-38.613323211670) * X3) + ((-0.161519318819) * X1)) / (sqrt(1 + (35269.953125000000 * X2) ^ 2))) - (-5.755895137787))) + ((-0.003944627009) * X1)))
100,5.126584053039551,13.0,3.91952870316708,((((((0.139159843326 * X4) - (-3.896831035614)) + ((-0.002705959370) * X1)) ^ 2) ^ 2) / (sqrt(1 + (((24.266119003296 * X3) + (0.096955731511 * X1)) / (sqrt(1 + (8525.013671875000 * X2) ^ 2))) ^ 2)))
100,3.4033267498016357,14.0,2.8754755262058427,((((0.015471366234 * X1) - ((0.756819307804 * X4) - (-14.134845733643))) / (sqrt(1 + ((26.546096801758 / (sqrt(1 + (((-0.006993709598) * X1) - ((-2.393599271774) * X4)) ^ 2))) / (sqrt(1 + (1273.233642578125 * X2) ^ 2))) ^ 2))) ^ 2)
58,5.623355388641357,15.0,3.456992667767593,(((tanh((7157.393554687500 * X2)) * ((13.742030143738 + ((-0.014564772137) * X1)) - ((-0.736970067024) * X4))) / (sqrt(1 + ((((-9.012873649597) * X3) + ((-0.035620767623) * X1)) / (sqrt(1 + (5428.024414062500 * X2) ^ 2))) ^ 2))) ^ 2)
100,2.661971092224121,16.0,2.4238020875853827,((((((-0.021121311933) * X1) - (((-0.781141102314) * X4) - 15.306935310364)) ^ 2) - (((-0.626388669014) * X3) + ((-0.033873531967) * X1))) / (sqrt(1 + ((((-11.227292060852) * X3) - 18.758647918701) / (sqrt(1 + ((-3706.527587890625) * X2) ^ 2))) ^ 2)))
83,2.835952043533325,17.0,3.0319735900252134,(((((-0.219687432051) * X4) - (((0.002881086664 * X1) + ((-3.960137844086) - (0.357916444540 * X4))) / (sqrt(1 + (((((-4.346276760101) * X3) - 21.931749343872) + (0.029032070190 * X1)) / (sqrt(1 + (4502.780273437500 * X2) ^ 2))) ^ 2)))) ^ 2) ^ 2)
