generation,mse,length,msetest,expr
100,388.5413818359375,1.0,nan,42.868186950684
100,224.82553100585938,2.0,nan,sqrt((33957.000000000000 * X2))
100,130.18905639648438,3.0,nan,(log((20486.269531250000 * X2)) ^ 2)
100,126.14398193359375,4.0,nan,sqrt(((76513.062500000000 * X2) / (sqrt(1 + ((-20.065650939941) * X2) ^ 2))))
100,93.03160095214844,5.0,nan,(((418722.468750000000 * X2) / (sqrt(1 + ((-50.868904113770) * X2) ^ 2))) / (0.342110395432 * X1))
100,90.49223327636719,6.0,nan,(((5603.219726562500 * X2) / (sqrt(1 + ((-51.647750854492) * X2) ^ 2))) / (sqrt(1 + (((-0.003034374677) * X1) ^ 2) ^ 2)))
100,41.28987503051758,7.0,nan,(((636926.562500000000 * X2) / (sqrt(1 + ((-90.003501892090) * X2) ^ 2))) / (sqrt(1 + ((0.298850953579 * X1) - (17.815635681152 * X4)) ^ 2)))
100,30.23103141784668,8.0,nan,(((14426.060546875000 * X2) / (sqrt(1 + (105.701881408691 * X2) ^ 2))) / (sqrt(1 + (((0.003560852027 * X1) - (0.136790573597 * X4)) ^ 2) ^ 2)))
46,32.05534362792969,9.0,nan,(((12920.657226562500 * X2) / (sqrt(1 + (111.045265197754 * X2) ^ 2))) / (sqrt(1 + ((((-0.009218169376) * X1) - ((-0.360088795424) * X4)) + 2.008260965347) ^ 2)))
100,28.2087459564209,10.0,nan,(log(((4496.328613281250 * X2) / (sqrt(1 + ((-8.441116333008) * X2) ^ 2)))) * ((((-0.035921391100) * X1) - ((-1.125345945358) * X4)) - (-25.168218612671)))
100,10.510636329650879,11.0,nan,((144.237915039062 + (((-0.203031867743) * X1) - ((-9.840633392334) * X4))) / (sqrt(1 + ((((-124.833450317383) * X3) + (-259.079223632812)) / (sqrt(1 + ((-52564.320312500000) * X2) ^ 2))) ^ 2)))
100,3.925049066543579,12.0,nan,((((((-0.014881904237) * X1) - ((-0.735548555851) * X4)) - (-13.868137359619)) / (sqrt(1 + ((((-8.281839370728) * X3) + (-14.770722389221)) / (sqrt(1 + ((-5184.544433593750) * X2) ^ 2))) ^ 2))) ^ 2)
100,3.045961380004883,13.0,nan,(((((-3.918640375137) - (((-0.002772439737) * X1) - ((-0.138675779104) * X4))) ^ 2) / (sqrt(1 + ((((-12.310174942017) * X3) + (-21.789813995361)) / (sqrt(1 + ((-7516.980957031250) * X2) ^ 2))) ^ 2))) ^ 2)
100,2.673981189727783,14.0,nan,((((((-0.014864519238) * X1) - ((-0.656914889812) * X4)) - (((-0.034117229283) * X3) + (-13.725978851318))) / (sqrt(1 + ((((-6.787777423859) * X3) + (-11.276507377625)) / (sqrt(1 + ((-3933.215820312500) * X2) ^ 2))) ^ 2))) ^ 2)
100,2.402095317840576,15.0,nan,((((((0.002768193139 * X1) - (0.127275481820 * X4)) - ((0.004447029904 * X3) + 3.898625850677)) ^ 2) / (sqrt(1 + ((((-8.944775581360) * X3) + (-15.136989593506)) / (sqrt(1 + ((-5184.544433593750) * X2) ^ 2))) ^ 2))) ^ 2)
100,2.3904483318328857,16.0,nan,((((((-0.015498523600) * X1) - ((-0.748275935650) * X4)) - (-14.133305549622)) / (sqrt(1 + (((((-0.148540452123) * X1) - ((-7.075507164001) * X4)) - (((-19.973804473877) * X3) + (-116.517654418945))) / (sqrt(1 + (14012.580078125000 * X2) ^ 2))) ^ 2))) ^ 2)
100,2.283116102218628,17.0,nan,((((((-0.004821811337) * X1) ^ 2) - (((-0.033789150417) * X3) + (((0.034422636032 * X1) - (0.656032085419 * X4)) - 17.783319473267))) / (sqrt(1 + ((((-7.208986759186) * X3) + (-12.095158576965)) / (sqrt(1 + ((-4199.164062500000) * X2) ^ 2))) ^ 2))) ^ 2)
100,1.6180566549301147,18.0,nan,((((((-0.028252027929) * X3) + (-14.008141517639)) - (((-0.015475141816) * X1) - ((-0.679778158665) * X4))) / (sqrt(1 + (((((-0.223174110055) * X1) - ((-6.639214515686) * X4)) - (((-33.518901824951) * X3) + (-167.193038940430))) / (sqrt(1 + (21055.080078125000 * X2) ^ 2))) ^ 2))) ^ 2)
100,1.5843738317489624,19.0,nan,((((((-0.027610970661) * X3) + (-14.065003395081)) - (((-0.015606234781) * X1) - ((-0.682076931000) * X4))) / (sqrt(1 + ((((((-0.019914552569) * X1) - ((-0.882510483265) * X4)) - (((-1.440040588379) * X3) + (-20.788339614868))) ^ 2) / (sqrt(1 + ((-39412.117187500000) * X2) ^ 2))) ^ 2))) ^ 2)
100,1.5837552547454834,20.0,nan,(((((((-0.028508599848) * X3) + (-14.074620246887)) - (((-0.015780186281) * X1) - ((-0.686344921589) * X4))) / (sqrt(1 + (((((-0.142791062593) * X1) - ((-4.371315479279) * X4)) - (((-22.647857666016) * X3) + (-109.941741943359))) / (sqrt(1 + (14012.580078125000 * X2) ^ 2))) ^ 2))) ^ 2) + (0.002191103995 * X1))
100,1.5620191097259521,21.0,nan,(((((((-0.015730112791) * X1) - ((-0.687621414661) * X4)) - (((-0.027796596289) * X3) + (-14.066771507263))) / (sqrt(1 + ((((((-0.021887479350) * X1) - ((-0.978210449219) * X4)) - (((-1.623414635658) * X3) + (-23.236013412476))) ^ 2) / (sqrt(1 + ((-49494.777343750000) * X2) ^ 2))) ^ 2))) ^ 2) + 0.761332809925)
100,1.287255048751831,22.0,nan,((((((((-0.016008624807) * X1) - ((-0.723375499249) * X4)) - (((-0.020171035081) * X3) + (-7.809717178345))) / (sqrt(1 + ((((-0.082516632974) * X1) - (15.737068176270 * X4)) / (sqrt(1 + (1532.359863281250 * X2) ^ 2))) ^ 2))) - (-6.473269939423)) / (sqrt(1 + ((((-14.633185386658) * X3) + (-38.758457183838)) / (sqrt(1 + (12891.392578125000 * X2) ^ 2))) ^ 2))) ^ 2)
100,1.2464176416397095,23.0,nan,((((((-47.118049621582) - (((-0.092958763242) * X1) - ((-3.524680376053) * X4))) / (sqrt(1 + sqrt((33957.000000000000 * X2)) ^ 2))) - (((-0.019633127376) * X3) + (((0.017416222021 * X1) - (0.757195472717 * X4)) - 14.988177299500))) / (sqrt(1 + ((((-6.437554359436) * X3) + (-11.639597892761)) / (sqrt(1 + ((-4199.035644531250) * X2) ^ 2))) ^ 2))) ^ 2)
100,1.1132036447525024,24.0,nan,(((((0.017170671374 + ((-0.001973072300) * X4)) * (((-0.542874217033) * X1) - ((((0.471146255732 * X1) - (26.497104644775 * X4)) - 229.155960083008) / (sqrt(1 + ((94.709259033203 * X1) / (sqrt(1 + ((-634176.812500000000) * X2) ^ 2))) ^ 2))))) - (-11.074228286743)) / (sqrt(1 + (((2.651710987091 * X3) + 6.177528381348) / (sqrt(1 + ((-2049.397460937500) * X2) ^ 2))) ^ 2))) ^ 2)
100,0.9212034940719604,25.0,nan,((((((exp((((-0.001810419140) * X1) / (sqrt(1 + ((-95.170906066895) * X2) ^ 2)))) * 0.339002072811) + ((-0.023917088285) * X4)) * ((((-0.050840653479) * X1) - ((-2.260456800461) * X4)) - (((-0.112535178661) * X3) + (-24.985975265503)))) + 6.366910457611) / (sqrt(1 + ((((-11.470434188843) * X3) + (-24.339660644531)) / (sqrt(1 + (8484.781250000000 * X2) ^ 2))) ^ 2))) ^ 2)
93,0.9775682091712952,26.0,nan,(((0.063955113292 * X3) - ((((-6.922001361847) / (sqrt(1 + ((((-5.637754917145) * X3) + (-12.414861679077)) / (sqrt(1 + ((-3792.966064453125) * X2) ^ 2))) ^ 2))) - (0.674478232861 * X2)) + ((((0.016203410923 * X1) - (0.700151026249 * X4)) - (((-0.040036801249) * X3) + 7.340601444244)) / (sqrt(1 + ((((-28.288419723511) * X3) + (-64.221900939941)) / (sqrt(1 + ((-7975.827148437500) * X2) ^ 2))) ^ 2))))) ^ 2)
100,0.912291944026947,27.0,nan,(((((((exp((((-0.001817810116) * X1) / (sqrt(1 + ((-105.330558776855) * X2) ^ 2)))) * 0.031631473452) + ((-0.002202433301) * X4)) * ((((-0.541997671127) * X1) - ((-23.613519668579) * X4)) - (((-1.185395836830) * X3) + (-262.002044677734)))) + 6.456203937531) / (sqrt(1 + ((((-28.049205780029) * X3) + (-59.914825439453)) / (sqrt(1 + ((-20625.927734375000) * X2) ^ 2))) ^ 2))) - ((-0.327863991261) * X2)) ^ 2)
100,0.8175176978111267,28.0,nan,(((((0.004228468984 + ((-0.000434112473) * X4)) * ((((-2.043433427811) * X1) - ((-16.608554840088) * X4)) - ((((1.977889299393 * X1) - (79.956970214844 * X4)) - ((6.061932563782 * X3) + 946.532592773438)) / (sqrt(1 + ((8848.148437500000 * X1) / (sqrt(1 + (73815064.000000000000 * X2) ^ 2))) ^ 2))))) - (-10.730006217957)) / (sqrt(1 + ((((-8.095737457275) * X3) + (-17.043823242188)) / (sqrt(1 + ((-5958.123535156250) * X2) ^ 2))) ^ 2))) ^ 2)
85,0.8566777110099792,29.0,nan,((((((((exp((((-0.001768252463) * X1) / (sqrt(1 + ((-108.107566833496) * X2) ^ 2)))) * 0.027313796803) + ((-0.001829065732) * X4)) * ((((-0.627245843410) * X1) - ((-27.139554977417) * X4)) - (-300.877899169922))) + 6.269649028778) / (sqrt(1 + ((((-13.186141014099) * X3) + (-26.194562911987)) / (sqrt(1 + (8651.600585937500 * X2) ^ 2))) ^ 2))) - ((-0.369945496321) * X2)) + ((0.033568955958 * X3) + 0.238874539733)) ^ 2)
100,0.7605284452438354,30.0,nan,((((0.000866124465 * X1) - (((((-0.018472904339) + (0.001711109886 * X4)) * ((((-0.519383609295) * X1) - ((-3.877444267273) * X4)) - ((((0.446856588125 * X1) - (18.062978744507 * X4)) - 213.349853515625) / (sqrt(1 + ((14.774557113647 * X1) / (sqrt(1 + (129361.304687500000 * X2) ^ 2))) ^ 2))))) + (-10.777328491211)) / (sqrt(1 + ((((-39.690124511719) * X3) + (-77.587715148926)) / (sqrt(1 + ((-25712.615234375000) * X2) ^ 2))) ^ 2)))) - ((-0.021915161982) * X3)) ^ 2)
100,0.7405380606651306,31.0,nan,((((-0.000455657690) * X1) - (((6.676927089691 / (sqrt(1 + ((((-5.403716087341) * X3) + (-14.632754325867)) / (sqrt(1 + ((-4321.693359375000) * X2) ^ 2))) ^ 2))) - ((-0.549055814743) * X2)) + (((((((-0.004255711101) * X1) - (0.048226907849 * X4)) - (((-0.007406666409) * X3) + (-3.257826328278))) ^ 2) - ((0.003798424965 * X1) - (0.860255599022 * X4))) / (sqrt(1 + ((((-15.090835571289) * X3) + (-43.107913970947)) / (sqrt(1 + ((-5019.394531250000) * X2) ^ 2))) ^ 2))))) ^ 2)
100,0.6828950643539429,32.0,nan,((((0.007090002298 * X1) - (((((-0.017485814169) + (0.001053557266 * X4)) * ((((-0.932734906673) * X1) - ((-3.015133380890) * X4)) - ((((0.441838622093 * X1) - (18.775465011597 * X4)) - 213.349853515625) / (sqrt(1 + ((15.360319137573 * X1) / (sqrt(1 + (129361.304687500000 * X2) ^ 2))) ^ 2))))) + (-13.923932075500)) / (sqrt(1 + ((((-37.505168914795) * X3) + (-73.875038146973)) / (sqrt(1 + ((-25712.615234375000) * X2) ^ 2))) ^ 2)))) - (((-0.015784425661) * X3) + 2.936570644379)) ^ 2)
82,0.7502254247665405,33.0,nan,((((-0.000533396029) * X1) - (((6.894123554230 / (sqrt(1 + ((((-4.489063262939) * X3) + (-12.147034645081)) / (sqrt(1 + ((-3483.714111328125) * X2) ^ 2))) ^ 2))) - ((-0.635619103909) * X2)) + ((((((((-0.004307955038) * X1) - (0.035680096596 * X4)) + 0.098368704319) - (((-0.008154395968) * X3) + (-3.133003234863))) ^ 2) - ((0.004102597479 * X1) - (0.807384431362 * X4))) / (sqrt(1 + ((((-49.218769073486) * X3) + (-120.089393615723)) / (sqrt(1 + ((-15116.829101562500) * X2) ^ 2))) ^ 2))))) ^ 2)
100,0.6396914124488831,34.0,nan,((((((((-0.005853325594) * X1) - (1.046098709106 * X4)) - (((((-0.004801741336) * X1) - (0.039117377251 * X4)) - (((-0.005281322636) * X3) + (-4.561366081238))) ^ 2)) ^ 2) / (sqrt(1 + tanh((94.195426940918 * X2)) ^ 2))) / (sqrt(1 + (((((-0.017781944945) * X1) - ((-3.304538965225) * X4)) - (((-5.774130821228) * X3) + (-12.241794586182))) / (sqrt(1 + ((-2289.355468750000) * X2) ^ 2))) ^ 2))) / (sqrt(1 + (((((-0.216722711921) * X1) - ((-11.695970535278) * X4)) + 170.903305053711) / (sqrt(1 + (8637.753906250000 * X2) ^ 2))) ^ 2)))
35,1.0518828630447388,35.0,nan,((((((((-0.019051145762) * X1) - ((-0.859807908535) * X4)) - (((-0.029168238863) * X3) + (-17.070474624634))) ^ 2) / (sqrt(1 + tanh((125.551246643066 * X2)) ^ 2))) / (sqrt(1 + (((((((-0.010807926767) * X1) - ((-0.340347200632) * X4)) - (((-0.655115664005) * X3) + (-9.541812896729))) ^ 2) / (sqrt(1 + ((2.859980344772 * X1) / (sqrt(1 + (3146877.000000000000 * X2) ^ 2))) ^ 2))) / (sqrt(1 + ((-4478.338867187500) * X2) ^ 2))) ^ 2))) / (sqrt(1 + ((exp(((-1.539844632149) * X4)) - ((1959.225585937500 * X2) + 49.171592712402)) / (sqrt(1 + (12014.712890625000 * X2) ^ 2))) ^ 2)))
