generation,mse,length,msetest,expr
100,388.5413818359375,1.0,nan,42.868186950684
100,224.8255157470703,2.0,nan,sqrt((33954.019531250000 * X2))
100,130.177734375,3.0,nan,(log((20321.105468750000 * X2)) ^ 2)
100,126.25627899169922,4.0,nan,(sqrt((101855.570312500000 * X2)) + ((-413.637878417969) * X2))
100,120.96648406982422,5.0,nan,(((-0.027215160429) * X1) + (log((45742.320312500000 * X2)) ^ 2))
100,62.242347717285156,6.0,nan,((27.384330749512 - (0.038931943476 * X1)) * log((1744.013671875000 * X2)))
100,61.665287017822266,7.0,nan,((((-0.003095239634) * X1) - (-2.161826610565)) * (log((35707.125000000000 * X2)) ^ 2))
100,29.771596908569336,8.0,nan,((((0.957313656807 * X4) - (0.034622333944 * X1)) + 24.070306777954) * log((4725.903808593750 * X2)))
100,27.920650482177734,9.0,nan,(((((0.165094166994 * X4) - (0.005905338097 * X1)) - (-5.550298690796)) ^ 2) * log((4737.449707031250 * X2)))
100,24.71712875366211,10.0,nan,(((28.600877761841 - ((0.038921218365 * X1) - (1.356757521629 * X4))) * log((2456.153076171875 * X2))) + ((-83.106277465820) * X2))
100,17.96788787841797,11.0,nan,((((((-0.246172413230) * X1) - ((-9.838459968567) * X4)) * tanh((66.461479187012 * X2))) + 162.102218627930) * tanh((37.099876403809 * X2)))
62,20.149982452392578,12.0,nan,((((-109.124092102051) * X2) - (3.698410511017 * X4)) + (((((-0.045587286353) * X1) - ((-2.586841106415) * X4)) - (-33.491905212402)) * log((1328.555297851562 * X2))))
100,15.770548820495605,13.0,nan,(((tanh((26.155906677246 * X2)) * (((-11.535284042358) * X2) - ((-2.136448621750) * X4))) + (((-0.044132549316) * X1) - (-30.801338195801))) * log((1879.574218750000 * X2)))
100,15.73229694366455,14.0,nan,((((((-2.947994709015) * X4) - ((-0.007121081464) * X1)) * (((-5.199071884155) * X2) - ((-0.086195088923) * X4))) + (28.246030807495 + ((-0.037773787975) * X1))) * log((2221.132080078125 * X2)))
100,7.237554550170898,15.0,nan,(((((((-0.219786763191) * X1) - ((-10.157785415649) * X4)) - (-123.075523376465)) * tanh(((31.398073196411 * X2) - (0.360630899668 * X4)))) + 28.300867080688) * tanh((227.500503540039 * X2)))
100,6.010143280029297,16.0,nan,(tanh((275.088165283203 * X2)) * (((((20495.744140625000 * X2) * ((((-0.000570778735) * X1) - ((-0.031814500690) * X4)) + 0.369232058525)) + 23.686496734619) + ((-3.374070167542) * X3)) / (sqrt(1 + (46.714099884033 * X2) ^ 2))))
100,5.110095500946045,17.0,nan,(log((3644.215332031250 * X2)) * (((((17.244188308716 * X2) * (((18.008277893066 * X4) - (0.350108921528 * X1)) - (-210.074890136719))) + sqrt((15642.353515625000 * X2))) + ((-1.404624819756) * X3)) / (sqrt(1 + (146.369293212891 * X2) ^ 2))))
100,4.033610820770264,18.0,nan,(tanh((273.276123046875 * X2)) * (((((20495.744140625000 * X2) * ((((0.027882199734 * X4) - (0.000564682414 * X1)) - (-0.360918104649)) + (0.001687002368 * X3))) + 23.375244140625) + ((-3.830661535263) * X3)) / (sqrt(1 + (46.736438751221 * X2) ^ 2))))
66,4.194747447967529,19.0,nan,(tanh((273.589538574219 * X2)) * ((((tanh((1.002666234970 * X2)) * ((((578.347167968750 * X4) - (11.660683631897 * X1)) - (-7466.888671875000)) + (36.319252014160 * X3))) + 23.237453460693) + ((-3.918427467346) * X3)) / (sqrt(1 + (47.258022308350 * X2) ^ 2))))
100,1.7677042484283447,20.0,nan,((((((-0.011024340056) * X1) - ((-9.900826454163) - (0.481559514999 * X4))) ^ 2) + (0.209415525198 * X3)) * (1.034479022026 + tanh((log((80.570831298828 * X2)) + ((((-0.204559847713) * X4) - ((-0.002459438983) * X1)) + ((-0.127016484737) * X3))))))
45,3.748356580734253,21.0,nan,(tanh((262.514129638672 * X2)) * ((((tanh((2.135757207870 * X2)) * ((((275.060089111328 * X4) - (5.785170078278 * X1)) - (-1185.437744140625)) + (17.354070663452 * X3))) + ((5245.450683593750 * X2) + 23.908231735229)) + ((-3.907021284103) * X3)) / (sqrt(1 + (49.074859619141 * X2) ^ 2))))
100,1.6788828372955322,22.0,nan,((((((0.011064098217 * X1) - (0.444232434034 * X4)) - 9.909625053406) ^ 2) + (0.191318258643 * X3)) * ((1.042797207832 - ((-0.036289669573) * X4)) + tanh((log((79.932891845703 * X2)) + ((((-0.219671860337) * X4) - ((-0.002482094802) * X1)) + ((-0.128503113985) * X3))))))
100,1.4634003639221191,23.0,nan,((((((((-0.109100222588) * X4) - ((-0.002440732438) * X1)) - 3.317260980606) ^ 2) ^ 2) + (0.187206268311 * X3)) * (((-1.133906126022) + 2.168228387833) + tanh((log((110.986846923828 * X2)) + ((((-0.171886116266) * X4) - ((-0.001797540695) * X1)) + ((-0.137251362205) * X3))))))
