generation,mse,length,msetest,expr
100,388.5413818359375,1.0,nan,42.868194580078
100,224.82550048828125,2.0,nan,sqrt((33954.062500000000 * X2))
100,130.17774963378906,3.0,nan,(log((20319.093750000000 * X2)) ^ 2)
100,126.25627136230469,4.0,nan,(sqrt((101855.710937500000 * X2)) + ((-413.637878417969) * X2))
100,121.01325225830078,5.0,nan,((log((44753.179687500000 * X2)) ^ 2) + ((-0.026489464566) * X1))
100,62.24235153198242,6.0,nan,(log((1743.991821289062 * X2)) * (((-0.038931906223) * X1) - (-27.384346008301)))
100,61.65628433227539,7.0,nan,((log((36836.312500000000 * X2)) ^ 2) * (((-0.003070414066) * X1) - (-2.144454956055)))
100,29.790861129760742,8.0,nan,((((-0.035098832101) * X1) - ((-24.403358459473) + ((-0.959790349007) * X4))) * log((4365.515625000000 * X2)))
48,33.01963806152344,9.0,nan,((((-0.058117963374) * X1) - ((-40.376384735107) + ((-1.814181685448) * X4))) * log(sqrt((14327.066406250000 * X2))))
100,10.629082679748535,10.0,nan,((((-0.200538262725) * X1) - ((-142.183883666992) + ((-9.688453674316) * X4))) * tanh(((178.089630126953 * X2) / (sqrt(1 + ((-0.584605932236) * X3) ^ 2)))))
100,5.561779022216797,11.0,nan,(tanh(((178.464553833008 * X2) / (sqrt(1 + ((-0.623455882072) * X3) ^ 2)))) * (((13.782982826233 + (0.724220097065 * X4)) + ((-0.014792183414) * X1)) ^ 2))
100,5.19834041595459,12.0,nan,(tanh(((178.610794067383 * X2) / (sqrt(1 + ((-0.631294071674) * X3) ^ 2)))) * ((((3.710632562637 + (0.100196726620 * X4)) ^ 2) + ((-0.014777599834) * X1)) ^ 2))
100,4.577085018157959,13.0,nan,(tanh(((188.382720947266 * X2) / (sqrt(1 + ((-0.595548391342) * X3) ^ 2)))) * ((((1.958560824394 * X2) + (13.571269035339 + (0.661872446537 * X4))) + ((-0.014779746532) * X1)) ^ 2))
100,4.402779579162598,14.0,nan,(tanh(tanh(((138.755554199219 * X2) / (sqrt(1 + ((-0.654125690460) * X3) ^ 2))))) * ((((0.742181777954 * X4) + ((0.037653438747 * X3) + 15.638134956360)) + ((-0.016911972314) * X1)) ^ 2))
100,2.1413495540618896,15.0,nan,(tanh(((177.636047363281 * X2) / (sqrt(1 + ((-0.502448618412) * X3) ^ 2)))) * ((log((3681.287841796875 * X2)) * ((20.129425048828 + (1.835260272026 * X4)) - (0.040533885360 * X1))) + 39.640613555908))
79,2.2472541332244873,16.0,nan,(tanh(tanh(((135.812164306641 * X2) / (sqrt(1 + ((-0.487179070711) * X3) ^ 2))))) * ((log((3681.287841796875 * X2)) * ((26.163101196289 + (2.437882661819 * X4)) - (0.053310338408 * X1))) + 53.922779083252))
100,1.8878577947616577,17.0,nan,(tanh((((197.418167114258 * X2) / (sqrt(1 + ((-0.515669226646) * X3) ^ 2))) + ((-0.000138966570) * X1))) * ((log((3681.452880859375 * X2)) * ((20.211416244507 + (1.826926946640 * X4)) - (0.040479581803 * X1))) + 38.976734161377))
53,3.9868366718292236,18.0,nan,(tanh((((181.697769165039 * X2) / (sqrt(1 + ((-1.316214323044) * X3) ^ 2))) + tanh((((-0.001194528071) * X4) + (18.153257369995 * X2))))) * ((((1.546123027802 * X2) + (13.671643257141 + (0.692569434643 * X4))) + ((-0.014870625921) * X1)) ^ 2))
100,1.598660945892334,19.0,nan,(tanh((((183.594436645508 * X2) / (sqrt(1 + ((-1.199719190598) * X3) ^ 2))) + ((-0.065657369792) + (22.816036224365 * X2)))) * ((((19.794658660889 + (1.798258900642 * X4)) + ((-0.039692595601) * X1)) * log((4160.488769531250 * X2))) + 39.117465972900))
74,1.8705586194992065,20.0,nan,(tanh((((194.887710571289 * X2) / (sqrt(1 + ((-0.504585087299) * X3) ^ 2))) + ((-0.000137573355) * X1))) * ((log((3681.452880859375 * X2)) * ((20.362186431885 + (1.956121802330 * X4)) - (0.040537379682 * X1))) + ((6.180095672607 + ((-0.054519604892) * X4)) ^ 2)))
99,1.6040571928024292,21.0,nan,(tanh((((184.745437622070 * X2) / (sqrt(1 + ((-1.216628909111) * X3) ^ 2))) + ((-0.066031917930) + (22.906362533569 * X2)))) * ((log((3681.287841796875 * X2)) * ((20.159187316895 + (1.758456707001 * X4)) - (0.040588058531 * X1))) + (39.584293365479 + (0.419856488705 * X4))))
70,1.8830829858779907,22.0,nan,(tanh((((178.951019287109 * X2) / (sqrt(1 + ((-1.452132105827) * X3) ^ 2))) + (20.228818893433 * X2))) * (((tanh((19.554603576660 * X2)) + 1.509617924690) * ((((-2.619752168655) * X4) + ((-0.134928673506) * X1)) + ((8.076245307922 + (0.456471264362 * X4)) ^ 2))) + (0.088100723922 * X1)))
100,1.4256216287612915,23.0,nan,((((-0.000737638446) * X1) - (-1.302607178688)) * (tanh((((183.014663696289 * X2) / (sqrt(1 + ((-1.175454139709) * X3) ^ 2))) + ((-0.064634375274) + (22.751800537109 * X2)))) * ((log((3681.287841796875 * X2)) * ((17.431056976318 + (1.830283641815 * X4)) - (0.033850222826 * X1))) + 39.062004089355)))
80,1.5164191722869873,24.0,nan,(tanh(((183.851455688477 * X2) / (sqrt(1 + (0.545230269432 * X3) ^ 2)))) * (((((tanh((39.027019500732 * X2)) + 0.506911754608) + ((-0.106970682740) * X4)) * ((0.010698090307 * X1) - ((0.018401643261 * X3) - ((-5.186393260956) + ((-0.454508930445) * X4))))) - (6.323426246643 + (1.286383867264 * X2))) ^ 2))
100,1.2385669946670532,25.0,nan,(tanh((((198.455780029297 * X2) / (sqrt(1 + ((-1.502532839775) * X3) ^ 2))) + ((-0.060746576637) + (22.752977371216 * X2)))) * (((tanh((14.581934928894 * X2)) + (((-0.003191764001) * X1) - (-3.432765007019))) * ((((3.159168243408 * X4) + (0.114597432315 * X3)) - (-49.424442291260)) + ((-0.098333962262) * X1))) + (0.076595537364 * X1)))
100,1.1322029829025269,26.0,nan,(tanh((((196.815872192383 * X2) / (sqrt(1 + ((-1.570452451706) * X3) ^ 2))) + ((-0.058876566589) + (22.987066268921 * X2)))) * (((tanh((14.840167999268 * X2)) + (((-0.003552749055) * X1) - (-3.745968103409))) * ((((-0.092732906342) * X1) - (-30.463283538818)) + (((-4.043202400208) + ((-0.446235746145) * X4)) ^ 2))) + (0.077168539166 * X1)))
77,1.367963194847107,27.0,nan,((tanh((((189.164367675781 * X2) / (sqrt(1 + ((-1.416302919388) * X3) ^ 2))) + (22.441553115845 * X2))) - (0.058803841472 + ((-0.008673155680) * X4))) * (((log((24120.855468750000 * X2)) + (((-0.005291901529) * X1) - (-1.359701514244))) * ((((-0.034624475986) * X1) - (-17.649078369141)) + (1.531833648682 * X4))) + (39.708202362061 + (0.120179504156 * X4))))
100,0.8040821552276611,28.0,nan,(tanh((((205.322662353516 * X2) / (sqrt(1 + ((-1.307344555855) * X3) ^ 2))) + ((-0.073731705546) + tanh((23.518560409546 * X2))))) * ((log((25292.681640625000 * X2)) * (((((-1.919915318489) * X2) + ((4.804811954498 + ((-0.007617994212) * X1)) ^ 2)) + ((-0.015473089181) * X1)) + ((2.729859352112 + (0.272086381912 * X4)) ^ 2))) + (0.073216088116 * X1)))
89,0.9425856471061707,29.0,nan,(tanh((((198.170837402344 * X2) / (sqrt(1 + ((-1.134743094444) * X3) ^ 2))) + ((-0.075690172613) + tanh((21.826578140259 * X2))))) * ((((((-0.000379884092) * X1) - ((-0.432928860188) + (0.012360671535 * X4))) * log((27823.210937500000 * X2))) * ((((-0.135669559240) * X1) - (-48.246997833252)) + ((4.337090492249 + (0.655645728111 * X4)) ^ 2))) + (0.083465360105 * X1)))
