generation,mse,length,msetest,expr
100,422.992431640625,1.0,188.41157734529173,43.837375640869
100,209.61428833007812,2.0,349.344149853614,sqrt((37346.335937500000 * X2))
100,140.5738067626953,3.0,152.8105045053457,sqrt(sqrt((112700072.000000000000 * X2)))
100,125.23607635498047,4.0,152.01441921878802,sqrt(((76841.195312500000 * X2) / (sqrt(1 + ((-18.088359832764) * X2) ^ 2))))
100,112.7311019897461,5.0,142.3895147281473,((164696.468750000000 * X2) / (sqrt(1 + ((0.085179537535 * X1) - ((-2375.870849609375) * X2)) ^ 2)))
100,62.35636901855469,6.0,62.77049208290792,(log((1710.245361328125 * X2)) * (((-0.040488023311) * X1) + 28.159141540527))
100,62.35634231567383,7.0,62.7748679630515,(log(sqrt((1710.550292968750 * X2))) * (56.315643310547 - (0.080970168114 * X1)))
100,31.155452728271484,8.0,22.601845217145375,(log((4142.337890625000 * X2)) * ((((-0.034709878266) * X1) - ((-0.949951767921) * X4)) + 24.373855590820))
53,31.157798767089844,9.0,22.131862822646994,(log(sqrt((4705.879882812500 * X2))) * ((47.698120117188 - ((-1.892515420914) * X4)) - (0.067958094180 * X1)))
100,24.7363338470459,10.0,23.189116114678583,(log(((14664.959960937500 * X2) / (sqrt(1 + (((-2.911294460297) * X4) + (25.048038482666 * X2)) ^ 2)))) * (((-0.035077914596) * X1) + 24.049966812134))
100,22.493364334106445,11.0,21.69457028620511,((((-405.022888183594) + ((-31.543949127197) * X4)) - ((-0.550661861897) * X1)) * (((0.059396155179 * X4) + ((-23.991592407227) * X2)) / (sqrt(1 + (70.444877624512 * X2) ^ 2))))
100,16.24344253540039,12.0,10.072901401198205,(tanh(((-172.138656616211) * X2)) * (((0.194506689906 * X1) + (-141.621826171875)) - ((10.454534530640 * X4) + (((-8.784397125244) * X3) / (sqrt(1 + (154.062606811523 * X2) ^ 2))))))
51,22.187702178955078,13.0,21.635340939674496,((3.412035226822 * X4) + (((0.527491331100 * X1) + (((-24.010961532593) * X4) - 395.031707763672)) * (((0.074101008475 * X4) + ((-24.459918975830) * X2)) / (sqrt(1 + ((-71.925651550293) * X2) ^ 2)))))
100,7.334898471832275,14.0,6.562131855314714,(tanh(((-101.778518676758) * X2)) * (((0.221044957638 * X1) + (-152.381134033203)) - ((14.646866798401 * X4) + ((((-7.714662551880) * X3) - (14.490099906921 * X4)) / (sqrt(1 + ((-137.508285522461) * X2) ^ 2))))))
