0,1062.294921875, 1.0,372.82933984343657
0,732.9147338867188, 3.0,148.796874117112
1,422.9924621582031, 1.0,188.411059736205
1,422.9923400878906, 2.0,188.41597714003584
1,233.46896362304688, 3.0,158.81000710439793
1,174.04176330566406, 4.0,252.73926391639304
1,125.82991790771484, 8.0,159.4307889748074
2,422.9924621582031, 1.0,188.411059736205
2,422.9923400878906, 2.0,188.41597714003584
2,205.87989807128906, 3.0,271.1991612913481
2,174.04176330566406, 4.0,252.73926391639304
2,172.4872283935547, 7.0,233.0379250314404
2,125.82991790771484, 8.0,159.4307889748074
3,422.992431640625, 1.0,188.41157734529173
3,422.9923400878906, 2.0,188.41597714003584
3,205.8798370361328, 3.0,271.1887943560779
3,174.04176330566406, 4.0,252.73926391639304
3,172.48727416992188, 5.0,233.0404099534054
3,119.321044921875, 7.0,139.8373628633431
3,106.0196533203125, 9.0,126.063454956459
3,98.4330825805664, 16.0,108.349433371121
4,422.992431640625, 1.0,188.41157734529173
4,209.6143798828125, 2.0,349.35620620290314
4,205.8798370361328, 3.0,271.1887943560779
4,174.04139709472656, 4.0,252.90496225617142
4,172.48727416992188, 5.0,233.0404099534054
4,132.6912841796875, 6.0,166.69924344674163
4,107.00411224365234, 7.0,143.90606485437067
4,106.0196533203125, 9.0,126.063454956459
4,91.10050964355469, 10.0,109.52630747593858
5,422.992431640625, 1.0,188.41157734529173
5,209.6143798828125, 2.0,349.35620620290314
5,205.8798370361328, 3.0,271.1887943560779
5,174.04139709472656, 4.0,252.90496225617142
5,125.82990264892578, 5.0,159.43372888732483
5,91.10047912597656, 6.0,109.52533680847264
5,91.01929473876953, 9.0,112.73998066854102
5,80.57074737548828, 37.0,91.65860716856778
6,422.992431640625, 1.0,188.41157734529173
6,209.61434936523438, 2.0,349.35598403986626
6,140.57382202148438, 3.0,152.81224590605817
6,125.82990264892578, 5.0,159.43372888732483
6,91.10047912597656, 6.0,109.52533680847264
6,90.33787536621094, 8.0,100.7738886183589
6,82.79708099365234, 9.0,99.47090997610297
6,60.76408386230469, 14.0,59.36962342762872
6,44.40375518798828, 16.0,46.86739050223029
7,422.992431640625, 1.0,188.41157734529173
7,209.61434936523438, 2.0,349.35598403986626
7,140.57382202148438, 3.0,152.81224590605817
7,125.82989501953125, 5.0,159.4346927865484
7,91.10047912597656, 6.0,109.52533680847264
7,90.33787536621094, 8.0,100.7738886183589
7,82.79708099365234, 9.0,99.47090997610297
7,60.76408386230469, 14.0,59.36962342762872
7,44.40375518798828, 16.0,46.86739050223029
8,422.992431640625, 1.0,188.41157734529173
8,209.61434936523438, 2.0,349.35598403986626
8,140.5738067626953, 3.0,152.8105045053457
8,125.82989501953125, 5.0,159.4346927865484
8,91.10047149658203, 6.0,109.52818843678507
8,90.33787536621094, 8.0,100.7738886183589
8,82.79708099365234, 9.0,99.47090997610297
8,76.77959442138672, 10.0,79.17396499550067
8,46.0655403137207, 13.0,35.206606558549055
8,44.40375518798828, 16.0,46.86739050223029
9,422.992431640625, 1.0,188.41157734529173
9,209.6143341064453, 2.0,349.34535371135627
9,140.5738067626953, 3.0,152.8105045053457
9,125.59331512451172, 4.0,149.64198150514105
9,91.10047149658203, 6.0,109.52818843678507
9,90.78589630126953, 7.0,108.46161709622912
9,90.33787536621094, 8.0,100.7738886183589
9,82.79708099365234, 9.0,99.47090997610297
9,76.77959442138672, 10.0,79.17396499550067
9,43.528316497802734, 12.0,60.37986769867427
9,33.76995849609375, 18.0,27.712764420356628
9,33.60029602050781, 28.0,43.39617561371934
10,422.992431640625, 1.0,188.41157734529173
10,209.6143341064453, 2.0,349.34535371135627
10,140.5738067626953, 3.0,152.8105045053457
10,125.59329223632812, 4.0,149.6502817935609
10,91.10047149658203, 6.0,109.52818843678507
10,90.78589630126953, 7.0,108.46161709622912
10,90.33787536621094, 8.0,100.7738886183589
10,82.79708099365234, 9.0,99.47090997610297
10,65.87339782714844, 10.0,53.51384456653908
10,57.782047271728516, 11.0,46.39165421809695
10,43.528316497802734, 12.0,60.37986769867427
10,43.5213508605957, 15.0,32.5178158126139
10,42.3023681640625, 16.0,46.386151259301386
10,41.47295379638672, 17.0,41.5828614877227
10,33.76995849609375, 18.0,27.712764420356628
10,33.60029602050781, 28.0,43.39617561371934
10,32.99595260620117, 29.0,39.719801084801034
10,24.848752975463867, 59.0,25.099390657678903
11,422.992431640625, 1.0,188.41157734529173
