length,cv_score,cv_stderr
1.0,423.4003703204822,103.52907810103648
2.0,246.42762061782776,20.306424795110228
3.0,165.34169963043644,29.166809071879413
4.0,158.9297512590146,27.935165489057717
5.0,138.51616763852232,20.520859378586593
6.0,73.56268012687384,4.968046745868784
7.0,81.58766767997253,8.961124048240928
8.0,30.920947796718274,3.0140234451118997
9.0,37.902204684915006,9.441143212920744
10.0,24.650214781041207,5.174788742045287
11.0,14.482320293285385,3.1231896103417527
12.0,8.686322891888627,2.146394170987291
13.0,10.09401301112049,2.7110705607442385
14.0,5.975388448692806,1.5199251101337943
15.0,8.74567347288659,2.294570949978581
16.0,4.933959592185106,0.9755766465731632
17.0,3.5880696233194436,0.6782846518173897
18.0,3.8225639926159745,0.7792109915784878
19.0,3.440317559162743,0.515110132819092
20.0,3.3292269300291837,0.7405362249050913
21.0,4.223376600791054,1.129725871554991
22.0,1.943860013065056,0.24163595406861182
23.0,3.0377857457553348,0.7024348592308748
24.0,1.6675654614065119,0.20739366147425292
25.0,1.7038504706857214,0.33299821126555873
26.0,1.342253832475565,0.16216651618677358
27.0,1.429885612015245,0.2173499166423031
28.0,1.4301834125171302,0.178105954225076
29.0,1.6258827168545582,0.22680638561552258
30.0,1.4100294411109338,0.26290271805581494
31.0,1.3656617976936185,0.20104177099393294
32.0,1.1229955459832084,0.175749108917969
33.0,1.0019156302063625,0.1482346408036207
34.0,0.9590052165909737,0.1216186203590573
35.0,1.0174067203189343,0.24097925948297877
36.0,1.0668245784162516,0.19714247903826623
37.0,1.0598750174366947,0.27727439515400143
38.0,0.764581003890733,0.11295483736194634
39.0,1.2316312857054819,0.3076544088041483
40.0,0.8875913253266674,0.10395300133355556
41.0,0.9626483244227888,0.16303544691879301
42.0,0.8681625586145653,0.14692762017615504
43.0,0.8853340202208829,0.14781454111759043
44.0,0.6887747974472825,0.08957435614312992
45.0,0.7950871145975857,0.10852203022586933
46.0,0.8462720204828394,0.11836694556261701
47.0,0.727222833453274,0.03929914500134085
48.0,1.0451360413954043,0.2338570386273068
49.0,0.7194172082910761,0.05736595769713673
50.0,0.7504780775143751,0.09087969720665383
51.0,0.7513257327634303,0.08707381173804743
52.0,0.7255408166384163,0.08528910456269757
53.0,0.8389170159085849,0.14185844965274025
54.0,0.7621982725938324,0.11578576482951573
55.0,1.083292588354241,0.17034372744682436
56.0,0.6806166188665542,0.07189701098345103
57.0,0.6497816925647732,0.06353990219528381
58.0,0.733628671128616,0.11905976460065114
59.0,0.7311106640974634,0.060542473505791436
60.0,0.6514187138029943,0.06984366712274148
61.0,0.6514440065373731,0.03973257316823345
62.0,0.5937697626067602,0.07324743300416316
63.0,0.6436044589592145,0.05240985806771096
64.0,0.63616529222523,0.06934418518815118
65.0,0.8125133967218884,0.13284136696833734
66.0,0.6612302876511917,0.09683596476656924
67.0,0.7378761413300088,0.08519648279426434
68.0,0.5815280743963923,0.06962186577016617
69.0,0.7226829312693096,0.08534807979761268
70.0,0.605784708512627,0.09083564675409707
71.0,0.6326392271513722,0.06356801678263134
72.0,0.5429469826953562,0.0781775682251997
73.0,0.6725384235156115,0.05126251913466589
74.0,0.5932512575822637,0.08651322271935619
75.0,0.6842325178243879,0.1219379353091182
76.0,0.6069695250707526,0.07415392232546546
77.0,0.543122283909538,0.07581876894890362
78.0,0.5706951492156168,0.06900992164033976
79.0,0.5665231450691447,0.07761457983732771
80.0,0.6420579420523583,0.11322679287349953
81.0,0.6069057444641887,0.07440655657193083
82.0,0.5363707990097327,0.09632339584941504
83.0,0.6050138455291808,0.07547281588459866
84.0,0.5335798993268027,0.08758065869861816
85.0,0.5456011952593559,0.07960076023211844
86.0,1.089293394145169,0.632077325132622
87.0,0.5624420825213613,0.06008253949974036
88.0,0.8602275667479286,0.3959392094157369
89.0,0.5114818772827026,0.06340239355052428
90.0,0.5181888640918114,0.07297648658570885
91.0,0.568537414791373,0.06838390507173722
92.0,0.5634095269127178,0.0664119899300122
93.0,0.6221492944390109,0.06066794739980675
94.0,0.5598799097406432,0.0700466607127725
95.0,0.6170789652009665,0.05596432933822511
96.0,0.5261057930087614,0.07444009505756881
97.0,0.6309008881710192,0.0860140648360415
98.0,0.5346819985770002,0.06594969727617203
99.0,0.5321696550301617,0.0769139525417192
100.0,0.5664807029512108,0.07836058652096604
