temp,phi,phip,kf
375.1907268,8.00E-05,0.001,0.21567201
375.1961678,8.64E-05,0.001,0.22225965
375.198984,9.24E-05,0.001,0.22623745
375.1995251,9.80E-05,0.001,0.23271838
375.1984687,0.00010334,0.001,0.2370091
375.1967396,0.00010825,0.001,0.23092792
375.1952457,0.00011244,0.001,0.22128039
375.1948097,0.00011554,0.001,0.21891812
375.196176,0.00011736,0.001,0.2199156
375.199719,0.00011801,0.001,0.21463104
375.2050471,0.00011797,0.001,0.20605042
375.2110992,0.0001178,0.001,0.20950168
375.2168046,0.00011787,0.001,0.22691489
375.2216896,0.00011826,0.001,0.23951425
375.2259122,0.00011892,0.001,0.24259207
375.2297924,0.00011986,0.001,0.24745572
375.2332687,0.00012122,0.001,0.25566136
375.235681,0.00012319,0.001,0.26149781
375.236022,0.00012588,0.001,0.2625746
375.2334818,0.00012922,0.001,0.26061096
375.2279103,0.00013306,0.001,0.25746203
375.2199164,0.00013719,0.001,0.25451559
375.2106506,0.00014142,0.001,0.25145752
375.2015332,0.00014552,0.001,0.24662771
375.1940367,0.00014922,0.001,0.24286834
375.1894269,0.00015218,0.001,0.23839864
375.1884771,0.0001541,0.001,0.22487978
375.1913537,0.00015483,0.001,0.21002139
375.1977217,0.00015443,0.001,0.20975906
375.2068705,0.0001532,0.001,0.22272083
375.2177501,0.00015156,0.001,0.23873175
375.2290984,0.00014997,0.001,0.25355674
375.2398384,0.00014878,0.001,0.26625725
375.2494997,0.00014803,0.001,0.27370047
375.2581452,0.00014756,0.001,0.27435765
375.2657123,0.00014721,0.001,0.27083793
375.2714249,0.00014708,0.001,0.26787742
375.2740204,0.00014749,0.001,0.27032752
375.2727294,0.00014869,0.001,0.27712116
375.2681326,0.00015054,0.001,0.28052982
375.2620925,0.00015253,0.001,0.27513985
375.2567419,0.0001541,0.001,0.26538594
375.2532772,0.0001551,0.001,0.25914389
375.2514291,0.00015582,0.001,0.2606502
375.2499173,0.00015677,0.001,0.26825025
375.2474406,0.00015831,0.001,0.27215198
375.243479,0.00016043,0.001,0.26532848
375.2385442,0.00016278,0.001,0.25343654
375.2339595,0.00016484,0.001,0.24514093
375.231364,0.00016613,0.001,0.24140657
375.2320463,0.00016661,0.001,0.24061327
375.2362557,0.00016743,0.001,0.24425637
375.2428769,0.00017197,0.001,0.25148596
375.2498679,0.000187,0.001,0.25947583
375.2553096,0.000223,0.001,0.27048892
375.2582419,0.00029333,0.001,0.32410638
375.2586078,0.00041233,0.001,0.54250497
375.2566149,0.00059333,0.001,1.0936405
375.2524435,0.00084746,0.001,2.16691354
375.2466549,0.00118411,0.001,4.06922707
375.24065,0.00161279,0.001,7.15692221
375.2363784,0.00214494,0.001,11.50385546
375.2353084,0.00279362,0.001,16.72339917
375.2374964,0.00357071,0.001,22.09094943
375.2415876,0.00448265,0.001,26.81543273
375.2457688,0.0055275,0.001,30.39945124
375.2488794,0.00669457,0.001,32.81330813
375.2508699,0.00796651,0.001,34.32463405
375.2524838,0.00932287,0.001,35.25132011
375.2546228,0.01074339,0.001,35.83460294
375.2578594,0.01221038,0.001,36.22182634
375.2622128,0.01370979,0.001,36.49746982
375.267084,0.01523138,0.001,36.70775693
375.2713325,0.01676817,0.001,36.8771121
375.2736003,0.01831567,0.001,37.02074508
375.272892,0.01987103,0.001,37.14390797
375.2692084,0.02143228,0.001,37.24478762
375.263885,0.02299768,0.001,37.32621272
375.259279,0.02456546,0.001,37.39229686
375.2577265,0.02613395,0.001,37.44126722
375.2602692,0.02770195,0.001,37.47694055
375.2660294,0.02926913,0.001,37.51215045
375.2727318,0.03083605,0.001,37.55325772
375.2779694,0.03240367,0.001,37.5918932
375.2803284,0.03397284,0.001,37.61485964
375.2797957,0.03554383,0.001,37.62202893
375.2774486,0.03711631,0.001,37.62441183
375.2747267,0.03868959,0.001,37.62638479
375.2726922,0.04026314,0.001,37.62767363
375.2716752,0.04183684,0.001,37.63329772
375.2713912,0.04341097,0.001,37.64511122
375.2712164,0.04498597,0.001,37.65663169
375.2703273,0.04656219,0.001,37.66666948
375.2677944,0.04813974,0.001,37.68096754
375.2628672,0.04971846,0.001,37.69704739
375.2554049,0.05129795,0.001,37.70681611
375.2461643,0.05287769,0.001,37.7070168
375.2367005,0.05445722,0.001,37.70119294
375.2287857,0.05603622,0.001,37.69744171
375.2235438,0.05761468,0.001,37.6955143
375.2209266,0.05919288,0.001,37.69127512
375.2200618,0.0607712,0.001,37.69078982
375.2201461,0.0623498,0.001,37.69328968
375.220974,0.06392854,0.001,37.68650948
375.2227317,0.06550713,0.001,37.67083564
375.2255225,0.06708538,0.001,37.65820506
375.2291476,0.06866333,0.001,37.65136142
375.2331435,0.0702412,0.001,37.64306085
375.2368335,0.07181926,0.001,37.63245318
375.2393802,0.07339775,0.001,37.62438546
375.2400438,0.07497682,0.001,37.61736363
375.2386631,0.07655652,0.001,37.60897387
375.2359986,0.07813668,0.001,37.59940772
375.2335362,0.07971695,0.001,37.58621855
375.2327622,0.08129699,0.001,37.56932073
375.2343546,0.08287668,0.001,37.55449789
375.2378018,0.08445625,0.001,37.54391465
375.2416337,0.08603612,0.001,37.5353127
375.2440516,0.08761668,0.001,37.52708894
375.2436294,0.08919814,0.001,37.51625017
375.2398642,0.09078046,0.001,37.50168426
375.2333948,0.09236341,0.001,37.48592614
375.2257676,0.09394663,0.001,37.46864707
375.2188633,0.09552977,0.001,37.44607352
375.214286,0.09711257,0.001,37.41977414
375.2129284,0.09869481,0.001,37.39683383
375.214741,0.10027632,0.001,37.38023658
375.2186983,0.10185706,0.001,37.36917061
375.2230393,0.10343719,0.001,37.36202624
375.2258813,0.10501714,0.001,37.35387861
