length,mse_mean,stderr
1.0,20722.421875,0
2.0,20722.427734375,0.0011276372445109878
3.0,4887.184326171875,0.00014095465556387347
4.0,4683.1868896484375,2.200513625650433
5.0,3861.69091796875,0.00014095465556387347
6.0,2484.5730590820312,0.00006103515625
7.0,2295.5350952148438,4.039372803465228
8.0,918.9229278564453,0.028152697389058623
9.0,697.8745880126953,14.63555399696314
10.0,726.0901641845703,15.43564612809453
11.0,485.25927734375,24.978671178706367
12.0,478.1348648071289,13.51417748243858
13.0,430.65726470947266,16.826471126725043
14.0,441.4757537841797,44.717694663398746
15.0,303.86638259887695,37.99380822057833
16.0,303.0587501525879,29.514079371242172
17.0,220.9202423095703,23.960021610945525
18.0,174.81649780273438,5.5311876988027056
19.0,179.8231544494629,2.5726910452884764
20.0,170.99983978271484,6.2551081388905425
21.0,160.93938064575195,5.919732308157419
22.0,157.98049545288086,4.7670144930231535
23.0,152.60939407348633,7.086534664754204
24.0,147.6823501586914,6.470068378783166
25.0,139.39322471618652,10.826509427337868
26.0,130.2723159790039,7.057050603718607
27.0,133.18398475646973,7.045542710058133
28.0,129.35834884643555,8.090774527616231
29.0,120.98739624023438,3.5742738034102266
30.0,120.85860061645508,6.771173283521301
31.0,115.50228881835938,4.890340972949112
32.0,131.48839378356934,23.113438003352073
33.0,116.8558177947998,6.047328542845664
34.0,111.52348136901855,6.345634202387704
35.0,108.18952178955078,1.2056197038719356
36.0,104.28403663635254,5.534631783071995
37.0,103.16776084899902,5.176690118812878
38.0,112.34886360168457,14.52430325627637
39.0,97.61315536499023,2.6900394706795194
40.0,97.31335830688477,4.387167161678396
41.0,99.82241439819336,6.625816686258355
42.0,96.09623146057129,6.846384313883079
43.0,94.44738006591797,3.1118515599506216
44.0,98.8730297088623,8.217046836338945
45.0,88.91659736633301,4.030776681553561
46.0,109.31860733032227,6.5405727064351336
47.0,91.73067855834961,5.6758338735730085
48.0,111.87199211120605,25.952533229019767
49.0,90.62101364135742,4.416299378361787
50.0,84.83864212036133,2.634678946304087
52.0,87.4194507598877,5.004741891836114
53.0,89.09893989562988,7.864287649946178
54.0,83.99063873291016,2.6047267483353536
55.0,84.54775619506836,7.972315275058807
56.0,85.96318626403809,2.957445772297323
57.0,78.0253791809082,2.8440391140325163
58.0,79.13559150695801,2.411789080658737
59.0,88.71564483642578,8.587892598818474
60.0,79.94524574279785,5.2391398081250955
61.0,79.82365036010742,7.645655810783938
62.0,76.39313125610352,4.797467302310602
63.0,93.19341468811035,10.976141255469244
64.0,72.57042503356934,3.835954359046661
65.0,72.97191047668457,2.1223874699091976
66.0,81.5529842376709,7.312578780169719
67.0,70.42159271240234,3.241337662816759
68.0,71.69053649902344,5.491779920614042
69.0,72.58214282989502,4.177333380028485
70.0,67.3001298904419,4.0837752536187555
71.0,79.95202255249023,2.6918140696198383
72.0,80.75368309020996,11.629125250338273
73.0,62.58515739440918,5.157507421837894
74.0,60.4589729309082,4.098205628506516
75.0,89.66940689086914,13.902572830100492
76.0,66.02880382537842,4.957822600348756
77.0,60.21422576904297,4.264382330662415
78.0,60.35811424255371,4.013953517500495
79.0,75.84721946716309,12.38905136944539
80.0,65.6697006225586,5.655616246555678
81.0,60.24212519327799,5.2918982807205515
82.0,63.612422943115234,4.5002857535790834
83.0,58.557332356770836,4.5947621832537955
84.0,59.40174579620361,3.4186405680614165
85.0,61.24568748474121,3.443907869614353
86.0,60.555564880371094,5.402556099072061
87.0,62.305288314819336,3.714390011332002
88.0,61.733543395996094,4.877425160536147
89.0,60.07320594787598,5.966984877022685
90.0,56.54141743977865,2.3481921770351586
91.0,56.39278030395508,5.77508359513303
92.0,62.4921875,6.374552406349222
93.0,54.75364875793457,3.1312932920993743
94.0,57.00798034667969,3.8344729399637596
95.0,54.43809382120768,2.2199216254787952
96.0,66.94789409637451,3.9513466575614737
97.0,60.48682880401611,5.240693784882201
98.0,64.68121528625488,6.704288433391268
99.0,52.77663040161133,3.7587921047665924
100.0,65.33582433064778,10.135114821319789
51.0,86.95278422037761,5.988876562404108
