generation,mse,length,msetest,expr
100,18428.0,1.0,49468.2543520299,418.429687500000
100,18427.998046875,2.0,49479.35175386011,sqrt(175060.812500000000)
100,4496.5224609375,3.0,10203.227831960037,(2051.093261718750 + ((-2.040166139603) * X1))
100,4429.6533203125,4.0,7494.988383350152,((3.133827209473 * X1) - ((0.056970831007 * X1) ^ 2))
100,3449.611328125,5.0,9112.762319045136,((1873.281494140625 / (sqrt(1 + (1.689732670784 * X2) ^ 2))) - (1.778363466263 * X1))
100,2395.877685546875,6.0,4424.700517601071,((2116.725830078125 - (2.112512826920 * X1)) * tanh((404.667785644531 * X2)))
100,2336.82177734375,7.0,1811.6387171476783,(((3.225404500961 * X1) - ((0.057857770473 * X1) ^ 2)) * tanh((405.272308349609 * X2)))
100,804.3424072265625,8.0,3566.5281178378095,(((2045.283325195312 - (1.959080934525 * X1)) * tanh((339.934326171875 * X2))) / (sqrt(1 + ((-5.191948413849) * X2) ^ 2)))
100,662.6702880859375,9.0,1075.168444385318,((sqrt((1754107.875000000000 + ((-1889.402343750000) * X1))) * tanh((338.407714843750 * X2))) / (sqrt(1 + ((-5.258555412292) * X2) ^ 2)))
100,614.415283203125,10.0,2584.2215866128986,((((2068.404541015625 + ((-1.835504531860) * X1)) + (27.886501312256 * X4)) * tanh((328.226135253906 * X2))) + ((-688.664855957031) * X2))
100,504.8745422363281,11.0,678.4823671653257,((((-688.599121093750) * X2) - (((-30.354789733887) * X4) - ((3.409167528152 * X1) - (((-0.057375457138) * X1) ^ 2)))) * tanh((327.745971679688 * X2)))
100,413.3315124511719,12.0,5818.287438416459,((2050.336914062500 + ((143.676422119141 * X4) - (1.434046030045 * X1))) * ((((-0.380447298288) * X4) + ((-2.313457250595) * X2)) * tanh((314.059143066406 * X2))))
100,335.7133483886719,13.0,3848.792471102574,((sqrt((2038507.000000000000 + ((-1828.820678710938) * X1))) + (120.293930053711 * X4)) * ((((-0.455342322588) * X4) + ((-2.766298770905) * X2)) * tanh((314.026214599609 * X2))))
54,412.373779296875,14.0,5870.786975529545,((2097.587402343750 + ((38.415122985840 * X2) - (((-147.947769165039) * X4) - ((-1.466216921806) * X1)))) * ((((-0.374496579170) * X4) + ((-2.384664535522) * X2)) * tanh((314.456085205078 * X2))))
100,266.875,15.0,502.54660684062515,(((700.682373046875 - (1535.396362304688 * X2)) - ((61.275531768799 - (((-33.930343627930) * X2) - (((-0.085653118789) * X1) - ((-1.643164157867) * X4)))) ^ 2)) * tanh((315.235504150391 * X2)))
42,409.84014892578125,16.0,504.76356570617395,((0.665647447109 - (((-1.651313900948) * X2) - ((-0.002120929537) * X1))) * (((((-3.320710182190) * X1) + (3274.268310546875 - ((-36.676830291748) * X4))) * tanh(((-276.731872558594) * X2))) - (0.037942625582 * X1)))
100,180.79336547851562,17.0,408.58946396120837,(((((-2350.802246093750) * X2) - ((105.607292175293 * X4) - (0.683773040771 * X1))) - (((-51.929157257080) - ((44.847084045410 * X2) - (((-3.997002124786) * X4) - ((-0.072099901736) * X1)))) ^ 2)) * tanh((320.312591552734 * X2)))
100,164.9538116455078,18.0,350.55925449725464,(((3347.953125000000 + (((-2.904490232468) * X1) - ((-83.038291931152) * X4))) - ((23536.376953125000 * X1) / (sqrt(1 + ((193913.406250000000 - ((-205896.828125000000) * X2)) - (((-16368856.000000000000) * X3) - ((-363.780090332031) * X1))) ^ 2)))) * tanh((316.925598144531 * X2)))
100,162.2483673095703,19.0,323.3964201541003,((((108.270874023438 * X4) + (4501.326171875000 - (3.913321256638 * X1))) - ((6680.756347656250 * X1) / (sqrt(1 + ((38736.253906250000 - ((-38604.347656250000) * X2)) - (((-3013779.250000000000) * X3) - ((-72.291809082031) * X1))) ^ 2)))) * tanh(tanh((248.984008789062 * X2))))
100,158.66539001464844,20.0,190.83073623885124,(((((-1162.628906250000) * X2) - ((0.759952127934 * X4) - ((2.735738277435 * X1) - (((-0.050245091319) * X1) ^ 2)))) - ((58.237213134766 - (((-47.620162963867) * X2) - ((4.410858631134 * X4) - (0.061817917973 * X1)))) ^ 2)) * tanh((325.150390625000 * X2)))
70,160.12164306640625,21.0,488.3732966492404,((((4328.461914062500 + ((-3.763336420059) * X1)) - ((-110.618873596191) * X4)) - ((2636397.500000000000 - ((-6198.262695312500) * X1)) / (sqrt(1 + ((62302.554687500000 - ((-77473.789062500000) * X2)) - (((-6276030.000000000000) * X3) - ((-120.359916687012) * X1))) ^ 2)))) * tanh(tanh((251.011154174805 * X2))))
100,118.71649932861328,22.0,1836.2085175832508,(((((-2.845787048340) * X1) + (((3243.198730468750 - ((-668.635009765625) * X4)) / (sqrt(1 + ((-1.796864628792) * X2) ^ 2))) - (585.232482910156 * X4))) - ((2199.375244140625 * X1) / (sqrt(1 + ((32015.517578125000 - ((-26181.570312500000) * X2)) - (((-2103632.750000000000) * X3) - ((-55.682319641113) * X1))) ^ 2)))) * tanh((321.529357910156 * X2)))
