generation,mse,length,msetest,expr
100,18842.58984375,1.0,30409.278809147938,442.449218750000
100,18842.5859375,2.0,30410.6673365973,(21.034873962402 ^ 2)
100,4930.95458984375,3.0,4845.679674032512,(1907.441894531250 + ((-1.859110116959) * X1))
100,4756.62451171875,4.0,4368.306705191469,((3.072596788406 * X1) - (((-0.056268502027) * X1) ^ 2))
100,3943.41455078125,5.0,3532.4017220069663,(((-1.624174475670) * X1) - ((-1752.988281250000) / (sqrt(1 + ((-1.839192032814) * X2) ^ 2))))
100,2660.94873046875,6.0,2533.586001106264,((1981.392578125000 + ((-1.940736174583) * X1)) / (sqrt(1 + (1 / ((-480.413665771484) * X2)) ^ 2)))
100,2547.736572265625,7.0,1920.2892697718826,(sqrt((1593073.625000000000 - (1743.088623046875 * X1))) / (sqrt(1 + (1 / ((-486.008758544922) * X2)) ^ 2)))
100,986.7298583984375,8.0,780.6074428458301,(((1818.025146484375 + ((-1.639488458633) * X1)) / (sqrt(1 + (1 / ((-363.538024902344) * X2)) ^ 2))) + ((-808.659240722656) * X2))
100,796.9920043945312,9.0,404.29921610715036,((((3.152812004089 * X1) - ((0.056252401322 * X1) ^ 2)) / (sqrt(1 + (1 / ((-382.712738037109) * X2)) ^ 2))) / (sqrt(1 + ((-5.503539562225) * X2) ^ 2)))
100,724.6971435546875,10.0,417.0502833592937,((((-983.055603027344) + (0.994931340218 * X1)) / (sqrt(1 + (1 / ((-338.880798339844) * X2)) ^ 2))) * ((4.809796810150 * X2) - (0.003483319655 * X1)))
100,571.009765625,11.0,444.963720377364,((((30.789203643799 * X4) + (((-772.053955078125) * X2) + (3.386888980865 * X1))) - ((0.056985419244 * X1) ^ 2)) / (sqrt(1 + (1 / (367.571136474609 * X2)) ^ 2)))
100,532.7867431640625,12.0,340.1082279196757,((22.175008773804 * X4) - ((((-1943.142211914062) + (1.920657515526 * X1)) / (sqrt(1 + (1 / (386.651916503906 * X2)) ^ 2))) * (((-2.126281023026) * X2) - ((-0.001854280708) * X1))))
100,493.5165100097656,13.0,253.5396093528893,(((29.497777938843 * X4) + ((((-2851.076660156250) * X2) - ((((-22.588151931763) * X2) - ((-0.058981612325) * X1)) ^ 2)) - ((-3.564246654510) * X1))) / (sqrt(1 + (1 / ((-358.198608398438) * X2)) ^ 2)))
