generation,mse,length,msetest,expr
100,20722.421875,1.0,nan,435.515625000000
3,20722.4296875,2.0,nan,exp(6.076581478119)
100,4887.1845703125,3.0,nan,(1949.932128906250 + ((-1.917776584625) * X1))
100,4686.99755859375,4.0,nan,sqrt((1518257.750000000000 + ((-1662.144897460938) * X1)))
100,3861.691162109375,5.0,nan,((1784.440307617188 / (sqrt(1 + (1.762510418892 * X2) ^ 2))) + ((-1.669466733932) * X1))
100,2484.5732421875,6.0,nan,((2017.789306640625 - (1.992787241936 * X1)) * tanh((398.197143554688 * X2)))
100,2302.531494140625,7.0,nan,(sqrt((1600143.875000000000 + ((-1754.749023437500) * X1))) * tanh((400.654022216797 * X2)))
100,918.8944702148438,8.0,nan,(((-740.445373535156) * X2) + ((1847.808593750000 - (1.690901279449 * X1)) * tanh((327.414794921875 * X2))))
100,683.23876953125,9.0,nan,((sqrt((1706936.375000000000 + ((-1832.927124023438) * X1))) * tanh((340.053497314453 * X2))) / (sqrt(1 + ((-5.298820018768) * X2) ^ 2)))
41,732.7466430664062,10.0,nan,(((((-705.699890136719) * X2) + (1868.627685546875 - (1.734878420830 * X1))) - ((-34756.066406250000) * X3)) * tanh((328.945800781250 * X2)))
100,410.83575439453125,11.0,nan,((sqrt(((1852272.125000000000 - (1860.339599609375 * X1)) + (32673.326171875000 * X4))) * tanh((342.185211181641 * X2))) / (sqrt(1 + ((-5.149339199066) * X2) ^ 2)))
99,476.2755432128906,12.0,nan,(((321.328857421875 - (0.329365134239 * X1)) - ((-5009.042968750000) * X3)) * ((((-13.424967765808) * X2) + (0.010673743673 * X1)) * tanh((312.272430419922 * X2))))
99,469.0823669433594,13.0,nan,(((0.185630813241 * X1) + ((sqrt((((-1880.260742187500) * X1) + 1707656.125000000000)) * tanh((320.635650634766 * X2))) / (sqrt(1 + ((-5.615787506104) * X2) ^ 2)))) + (27.334007263184 * X4))
99,419.9393310546875,14.0,nan,(((350.516998291016 - (0.366638064384 * X1)) - ((-5009.042968750000) * X3)) * ((((-13.915194511414) * X2) + ((-3.893462657928) - ((-0.015869969502) * X1))) * tanh((310.004364013672 * X2))))
99,416.54595947265625,15.0,nan,(((2017.792968750000 + ((-2.110180854797) * X1)) - ((-26275.267578125000) * X3)) * ((((-3.202823638916) * X2) + ((-0.908645689487) - ((-0.003653322114) * X1))) * tanh(tanh((248.672409057617 * X2)))))
100,383.4098205566406,16.0,nan,(((((8.388813018799 * X4) - (-534.345520019531)) - (0.522385776043 * X1)) - (3239.298828125000 * X3)) * ((((-9.918263435364) * X2) + ((-3.035174369812) - ((-0.011595352553) * X1))) * tanh((309.385864257812 * X2))))
100,275.5408020019531,17.0,nan,(((((-1579.416992187500) * X2) + (26.839225769043 ^ 2)) - ((((56.952304840088 + (33.405551910400 * X2)) - (0.081569105387 * X1)) + (1.540561914444 * X4)) ^ 2)) / (sqrt(1 + (2473.358642578125 / (sqrt(1 + (943084.500000000000 * X2) ^ 2))) ^ 2)))
100,172.99484252929688,18.0,nan,((757.907043457031 - ((1857.123779296875 * X2) + (((((63.346679687500 + (44.326007843018 * X2)) - (0.081204280257 * X1)) + (3.437151908875 * X4)) ^ 2) - ((-58954.375000000000) * X3)))) / (sqrt(1 + (2658.991943359375 / (sqrt(1 + (923182.250000000000 * X2) ^ 2))) ^ 2)))
100,172.59649658203125,19.0,nan,((exp(6.631636142731) - ((1866.739624023438 * X2) + (((((63.174697875977 + (44.801029205322 * X2)) - (0.081056609750 * X1)) + (3.435548305511 * X4)) ^ 2) - ((-58954.375000000000) * X3)))) / (sqrt(1 + (2626.914306640625 / (sqrt(1 + (923182.250000000000 * X2) ^ 2))) ^ 2)))
100,172.20266723632812,20.0,nan,(((1146.085327148438 + ((-0.620586991310) * X1)) - ((1516.447875976562 * X2) + (((((44.294914245605 * X2) + (66.485481262207 - (0.080296456814 * X1))) + (3.483886003494 * X4)) ^ 2) - ((-26451.609375000000) * X3)))) / (sqrt(1 + (2565.105712890625 / (sqrt(1 + (910217.312500000000 * X2) ^ 2))) ^ 2)))
100,171.1534881591797,21.0,nan,(((((-1693.869140625000) * X2) + (30.174369812012 ^ 2)) - ((0.251570492983 * X1) + (((((43.171398162842 * X2) + (64.650833129883 - (0.080754399300 * X1))) + (3.464357852936 * X4)) ^ 2) - ((-46319.171875000000) * X3)))) / (sqrt(1 + (2555.819824218750 / (sqrt(1 + (911535.687500000000 * X2) ^ 2))) ^ 2)))
