46-1_DIL_202-19_AA6082_average.asc    T=225∞C    phi∞=0.01    Yield=0.27500453
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    225.21688843    -0.00000674     0.27500453
     5        0.16299629    225.20843067     0.00017826     1.26824025
     6        0.32597923    225.20191880     0.00038375     2.82353279
     7        0.48897171    225.19895794     0.00062009     5.30275959
     8        0.64496040    225.20068518     0.00089771     9.02466484
     9        0.80558777    225.20763308     0.00123060     14.21205193
    10        0.96858215    225.21997103     0.00163794     20.90617612
    11        1.13156509    225.23735187     0.00214235     28.87276099
    12        1.29456330    225.25822808     0.00276523     37.58025348
    13        1.45754814    225.27953593     0.00352141     46.31892918
    14        1.62053871    225.29759519     0.00441560     54.41947314
    15        1.78353500    225.30976732     0.00544190     61.43961206
    16        1.94652939    225.31544152     0.00658612     67.22254223
    17        2.10951232    225.31557849     0.00782947     71.83701394
    18        2.27250099    225.31150647     0.00915211     75.47151274
    19        2.43549537    225.30412923     0.01053580     78.34383216
    20        2.59848213    225.29390175     0.01196521     80.64832138
    21        2.76146888    225.28117671     0.01342824     82.53656677
    22        2.92446327    225.26658826     0.01491580     84.11866063
    23        3.08745384    225.25139335     0.01642123     85.47251641
    24        3.25043678    225.23752945     0.01793972     86.65308361
    25        3.41343117    225.22702809     0.01946781     87.69934108
    26        3.57642745    225.22097958     0.02100304     88.63924320
    27        3.73941421    225.21895793     0.02254372     89.49233452
    28        3.90239906    225.21954115     0.02408860     90.27181493
    29        4.06539726    225.22139754     0.02563674     90.98798364
    30        4.22838020    225.22387844     0.02718740     91.65074870
    31        4.39138030    225.22685366     0.02874015     92.26859015
    32        4.55436134    225.23038270     0.03029489     92.84637624
    33        4.71735382    225.23456510     0.03185172     93.38599897
    34        4.88034057    225.23929121     0.03341085     93.88939693
    35        5.04333114    225.24382213     0.03497246     94.36028368
    36        5.20632362    225.24678920     0.03653665     94.80306856
    37        5.36931037    225.24703682     0.03810347     95.22089064
    38        5.53230094    225.24465293     0.03967274     95.61511751
    39        5.69529533    225.24098065     0.04124406     95.98672255
    40        5.85828590    225.23739464     0.04281679     96.33796143
    41        6.02127074    225.23410948     0.04439032     96.67262507
    42        6.18426704    225.23033053     0.04596427     96.99464685
    43        6.34725761    225.22550146     0.04753849     97.30609704
    44        6.51024246    225.22020170     0.04911293     97.60659367
    45        6.67323112    225.21584050     0.05068754     97.89544642
    46        6.83622551    225.21371049     0.05226226     98.17375620
    47        6.99921798    225.21437748     0.05383714     98.44301535
    48        7.16220474    225.21767680     0.05541229     98.70267172
    49        7.32518959    225.22300634     0.05698780     98.95087099
    50        7.48818970    225.22962508     0.05856382     99.18716288
    51        7.65117073    225.23681912     0.06014058     99.41355868
    52        7.81416511    225.24390355     0.06171833     99.63297836
    53        7.97715187    225.25017937     0.06329715     99.84679112
    54        8.14014244    225.25502961     0.06487685     100.05414859
    55        8.30313110    225.25819818     0.06645692     100.25385706
    56        8.46611976    225.26003487     0.06803691     100.44628718
    57        8.62911415    225.26137235     0.06961672     100.63302056
    58        8.79210281    225.26296706     0.07119663     100.81509473
    59        8.95509148    225.26483428     0.07277710     100.99217397
    60        9.11807250    225.26586666     0.07435848     101.16342367
