41-1_DIL_202-19_AA6082_average.asc    T=200∞C    phi∞=0.001    Yield=0.26897945
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    200.11768341     0.00007270     0.26897945
     5        1.60299111    200.16658640     0.00018524     0.88643641
     6        3.20598221    200.21071115     0.00033538     1.95461013
     7        4.78617287    200.24756137     0.00053555     3.75089762
     8        6.38915253    200.27534092     0.00078954     6.49857277
     9        7.95361519    200.29274542     0.00109903     10.36870432
    10        9.55523491    200.29879078     0.00146967     15.45691438
    11        11.15822220    200.29307075     0.00191372     21.72070702
    12        12.76121140    200.27649168     0.00244890     28.98977646
    13        14.36420059    200.25203242     0.00309476     36.97979176
    14        15.96719170    200.22471708     0.00386761     45.22402360
    15        17.57017708    200.20019770     0.00477519     53.11167105
    16        19.17317391    200.18245200     0.00581357     60.11480481
    17        20.77615929    200.17230192     0.00696877     65.98030581
    18        22.37914849    200.16806732     0.00822104     70.72453207
    19        23.98213768    200.16763649     0.00954897     74.51140023
    20        25.58512688    200.16991497     0.01093252     77.54391235
    21        27.18812371    200.17457085     0.01235557     80.00274921
    22        28.79111290    200.18087841     0.01380701     82.02367720
    23        30.39410592    200.18718442     0.01527986     83.70804384
    24        31.99708748    200.19166740     0.01676935     85.13882897
    25        33.60008049    200.19363410     0.01827152     86.38226280
    26        35.20307350    200.19394415     0.01978297     87.48594587
    27        36.80606270    200.19402057     0.02130115     88.47976077
    28        38.40905190    200.19446740     0.02282438     89.38005510
    29        40.01203346    200.19472823     0.02435158     90.19883277
    30        41.61503029    200.19393759     0.02588217     90.95147209
    31        43.21801949    200.19182570     0.02741589     91.65704508
    32        44.82101250    200.18881566     0.02895281     92.32868681
    33        46.42399406    200.18560505     0.03049278     92.96429379
    34        48.02699089    200.18290496     0.03203484     93.55493300
    35        49.62997627    200.18142879     0.03357732     94.10071231
    36        51.23296165    200.18176635     0.03511891     94.61263119
    37        52.83595848    200.18402338     0.03665963     95.10321581
    38        54.43895531    200.18757840     0.03820089     95.57797522
    39        56.04194450    200.19132315     0.03974443     96.03366816
    40        57.64492607    200.19425399     0.04129109     96.46509239
    41        59.24791146    200.19587550     0.04284049     96.87324709
    42        60.85091210    200.19609860     0.04439190     97.26363198
    43        62.45390129    200.19493375     0.04594532     97.63695832
    44        64.05689049    200.19249325     0.04750109     97.98925758
    45        65.65987968    200.18928843     0.04905875     98.32161350
    46        67.26287652    200.18628429     0.05061709     98.64176512
    47        68.86586571    200.18448421     0.05217519     98.95730196
    48        70.46884727    200.18447762     0.05373292     99.26937415
    49        72.07184029    200.18634570     0.05529043     99.57231724
    50        73.67482567    200.18977335     0.05684738     99.86340275
    51        75.27781868    200.19414032     0.05840317     100.14784084
    52        76.88081932    200.19869441     0.05995778     100.42834664
    53        78.48380470    200.20284534     0.06151192     100.69992235
    54        80.08679008    200.20629420     0.06306648     100.96006211
    55        81.68978692    200.20887355     0.06462218     101.21317377
    56        83.29276848    200.21042829     0.06617942     101.46154966
    57        84.89576149    200.21101634     0.06773821     101.70205947
    58        86.49875069    200.21116567     0.06929820     101.93197678
    59        88.10173607    200.21169090     0.07085858     102.15124516
    60        89.70472908    200.21303746     0.07241846     102.36291442
    61        91.30772591    200.21474284     0.07397781     102.57356211
    62        92.91070748    200.21561197     0.07553772     102.78620801
    63        94.51370049    200.21457602     0.07709922     102.99433293
    64        96.11668969    200.21159353     0.07866208     103.19122764
    65        97.71967888    200.20785491     0.08022510     103.38050794
    66        99.32267570    200.20504505     0.08178744     103.57078404
    67        100.92565727    200.20424075     0.08334964     103.76445476
    68        102.52864647    200.20542305     0.08491277     103.95379467
    69        104.13164711    200.20795474     0.08647677     104.12858741
    70        105.73463249    200.21131768     0.08804031     104.28823931
    71        107.33762169    200.21521621     0.08960224     104.44197332
    72        108.94060326    200.21904155     0.09116262     104.59820211
    73        110.54360008    200.22150983     0.09272263     104.75822528
    74        112.14659310    200.22108013     0.09428368     104.91793317
    75        113.74957848    200.21687285     0.09584653     105.07206062
    76        115.35256767    200.20930893     0.09741101     105.21856882
    77        116.95556450    200.20001927     0.09897647     105.36039911
