59-4_DIL_202-19_AA6082_average.asc    T=200∞C    phi∞=1.0    Yield=0.40139318
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    200.16381073     0.00018732     0.40139318
     5        0.00266648    200.22040499     0.00057201     5.91484114
     6        0.00542068    200.27113392     0.00100653     13.19787980
     7        0.00821114    200.31541876     0.00156673     22.87102206
     8        0.01099586    200.35464228     0.00237174     34.70856406
     9        0.01379204    200.39074440     0.00353200     47.60860600
    10        0.01658249    200.42512496     0.00508867     60.14603984
    11        0.01937485    200.45831491     0.00700375     71.27402142
    12        0.02216339    200.49038626     0.00919574     80.59799225
    13        0.02494240    200.52161246     0.01158019     88.20991785
    14        0.02773475    200.55282352     0.01409214     94.40934792
    15        0.03053474    200.58532704     0.01668922     99.51560681
    16        0.03331375    200.62069426     0.01934449     103.79025522
    17        0.03611755    200.66064235     0.02203968     107.42461404
    18        0.03890037    200.70689734     0.02476355     110.55285198
    19        0.04169464    200.76086495     0.02750979     113.26971752
    20        0.04448128    200.82324250     0.03027176     115.64526745
    21        0.04727363    200.89393069     0.03304109     117.73271350
    22        0.05006218    200.97240951     0.03580953     119.57086501
    23        0.05284881    201.05825470     0.03857059     121.18920486
    24        0.05564308    201.15124474     0.04132072     122.61569738
    25        0.05842781    201.25093003     0.04405789     123.87990897
    26        0.06123161    201.35615410     0.04678059     125.01079345
    27        0.06401443    201.46504756     0.04948936     126.03227901
    28        0.06680680    201.57551560     0.05218634     126.96013562
    29        0.06958962    201.68590721     0.05487349     127.80522845
    30        0.07238579    201.79557545     0.05755370     128.57907651
    31        0.07516670    201.90509542     0.06023143     129.29273633
    32        0.07796669    202.01595648     0.06290963     129.95404846
    33        0.08075332    202.12973912     0.06558808     130.57019231
    34        0.08353806    202.24705991     0.06826545     131.14918275
    35        0.08633042    202.36679964     0.07094106     131.69798460
    36        0.08911895    202.48617176     0.07361520     132.22145615
    37        0.09190941    202.60176704     0.07629037     132.72071083
    38        0.09469986    202.71095184     0.07897101     133.19282036
    39        0.09749222    202.81270083     0.08165877     133.63635202
    40        0.10028267    202.90754531     0.08434981     134.05551017
    41        0.10306550    202.99709328     0.08704063     134.45649083
    42        0.10585594    203.08361494     0.08973285     134.84264420
    43        0.10865212    203.16968053     0.09242907     135.21399987
    44        0.11144829    203.25767152     0.09512803     135.57091146
    45        0.11423683    203.34931216     0.09782574     135.91732460
    46        0.11701965    203.44548601     0.10051982     136.25709909
    47        0.11981773    203.54626913     0.10321300     136.58813628
    48        0.12259674    203.65094826     0.10591029     136.90594154
    49        0.12538719    203.75809408     0.10861242     137.21116913
    50        0.12818527    203.86596027     0.11131673     137.50714667
    51        0.13097381    203.97318320     0.11402299     137.79293963
    52        0.13376427    204.07939236     0.11673284     138.06499502
    53        0.13654327    204.18537799     0.11944466     138.32367843
    54        0.13933754    204.29270940     0.12215492     138.57340610
    55        0.14213181    204.40285924     0.12486347     138.81767601
    56        0.14492798    204.51614852     0.12757202     139.05814714
    57        0.14771462    204.63120541     0.13027950     139.29728230
    58        0.15050316    204.74548779     0.13298341     139.53665307
    59        0.15329170    204.85656884     0.13568566     139.77194702
    60        0.15608025    204.96325895     0.13839160     139.99634618
    61        0.15888023    205.06589599     0.14110233     140.20973268
    62        0.16165925    205.16578882     0.14381557     140.41645980
    63        0.16445350    205.26427857     0.14653119     140.61800041
    64        0.16724206    205.36208648     0.14924744     140.81595004
    65        0.17003823    205.45938252     0.15196077     141.01358879
    66        0.17282677    205.55634512     0.15467188     141.21056858
    67        0.17561149    205.65352401     0.15738349     141.40340372
    68        0.17840576    205.75158581     0.16009564     141.59033063
    69        0.18119240    205.85068059     0.16280686     141.77281861
    70        0.18398285    205.95000340     0.16551612     141.95365582
    71        0.18677330    206.04792148     0.16822427     142.13365592
    72        0.18956184    206.14262465     0.17093395     142.31050486
    73        0.19235420    206.23293267     0.17364606     142.48191538
    74        0.19513512    206.31875987     0.17635966     142.64657871
    75        0.19793319    206.40094225     0.17907469     142.80338350
    76        0.20071602    206.48065305     0.18179034     142.95493515
    77        0.20350457    206.55895705     0.18450525     143.10625443
    78        0.20629502    206.63674780     0.18721963     143.25819448
    79        0.20908738    206.71478287     0.18993423     143.40731787
    80        0.21188164    206.79351534     0.19264880     143.55169511
    81        0.21467591    206.87285915     0.19536184     143.69331831
    82        0.21745873    206.95222426     0.19807278     143.83326326
    83        0.22024918    207.03092306     0.20078288     143.96937524
    84        0.22304344    207.10877839     0.20349204     144.10146910
    85        0.22583389    207.18659962     0.20619900     144.23223318
    86        0.22862053    207.26611154     0.20890487     144.36158478
    87        0.23141289    207.34919436     0.21161137     144.48749249
    88        0.23419761    207.43689524     0.21431713     144.61136282
    89        0.23698616    207.52890220     0.21701986     144.73620872
    90        0.23978233    207.62370740     0.21972032     144.86172899
    91        0.24257087    207.71916743     0.22242158     144.98572273
    92        0.24535942    207.81312653     0.22512520     145.10821039
    93        0.24815178    207.90394373     0.22783038     145.22949616
    94        0.25094032    207.99083128     0.23053572     145.34776649
    95        0.25372696    208.07396179     0.23324022     145.46243013
