24-1_DIL_179-18_AA6082_average.asc    T=400∞C    phi∞=1.0    Yield=0.10678505
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    399.74792481     0.00002616     0.10678505
     5        0.00279617    399.77459164     0.00003158     0.15499665
     6        0.00558471    399.79723146     0.00003682     0.19307969
     7        0.00837135    399.81399511     0.00004183     0.21735825
     8        0.01115799    399.82433376     0.00004647     0.22883657
     9        0.01394653    399.82914631     0.00005049     0.22752881
    10        0.01673507    399.83033166     0.00005361     0.21181308
    11        0.01953124    399.83002180     0.00005567     0.19053708
    12        0.02231979    399.82994324     0.00005675     0.17957979
    13        0.02510833    399.83114366     0.00005712     0.18103127
    14        0.02790260    399.83404896     0.00005715     0.18915961
    15        0.03068924    399.83864976     0.00005715     0.20132528
    16        0.03348350    399.84456422     0.00005725     0.21266957
    17        0.03627395    399.85089840     0.00005751     0.21748388
    18        0.03905296    399.85618126     0.00005809     0.21852935
    19        0.04185295    399.85873554     0.00005923     0.22345889
    20        0.04464912    399.85740462     0.00006116     0.23350805
    21        0.04743194    399.85208206     0.00006386     0.24131002
    22        0.05022430    399.84361775     0.00006703     0.23937278
    23        0.05301284    399.83325103     0.00007018     0.23359013
    24        0.05579948    399.82206267     0.00007276     0.23273967
    25        0.05859756    399.81077391     0.00007445     0.23363516
    26        0.06137848    399.79987751     0.00007518     0.23268540
    27        0.06417846    399.78986437     0.00007523     0.23140918
    28        0.06696510    399.78126021     0.00007498     0.22931695
    29        0.06975174    399.77434415     0.00007491     0.22538645
    30        0.07254409    399.76875003     0.00007556     0.22229783
    31        0.07532882    399.76338449     0.00007753     0.22274091
    32        0.07812500    399.75697028     0.00008153     0.22376376
    33        0.08091736    399.74904124     0.00008888     0.21801312
    34        0.08369827    399.74067732     0.00010290     0.20439298
    35        0.08649444    399.73422647     0.00013102     0.18774783
    36        0.08928108    399.73201277     0.00018650     0.17389192
    37        0.09206962    399.73497680     0.00028857     0.19351578
    38        0.09486389    399.74231476     0.00046154     0.36424934
    39        0.09764671    399.75231454     0.00073462     1.01706385
    40        0.10044479    399.76363782     0.00114325     2.78689774
    41        0.10316276    399.77612501     0.00172961     6.45935216
    42        0.10593032    399.79077856     0.00253904     12.54129186
    43        0.10871887    399.80923806     0.00361156     20.69567521
    44        0.11151123    399.83320075     0.00497181     29.57011451
    45        0.11430168    399.86390555     0.00662250     37.55021150
    46        0.11709022    399.90160016     0.00854442     43.73922363
