15-1_DIL_179-18_AA6082_average.asc    T=350∞C    phi∞=0.1    Yield=0.23619603
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    350.28752136    -0.00005484     0.23619603
     5        0.01900100    350.26469536    -0.00004544     0.25134157
     6        0.03799439    350.24343983    -0.00003725     0.25285434
     7        0.05700111    350.22547449    -0.00003103     0.23781666
     8        0.07600403    350.21213077    -0.00002719     0.22554928
     9        0.09499169    350.20368424    -0.00002551     0.23257174
    10        0.11399651    350.19939748    -0.00002534     0.25024483
    11        0.13299942    350.19808768    -0.00002578     0.26820607
    12        0.15200234    350.19868904    -0.00002601     0.28203560
    13        0.17100334    350.20043328    -0.00002549     0.28576635
    14        0.19000053    350.20269978    -0.00002389     0.27739181
    15        0.20899772    350.20483927    -0.00002105     0.26510232
    16        0.22799683    350.20618482    -0.00001699     0.25723288
    17        0.24700165    350.20625262    -0.00001193     0.25011350
    18        0.26599503    350.20498953    -0.00000638     0.24019948
    19        0.28499413    350.20285494    -0.00000119     0.23158791
    20        0.30400277    350.20058510     0.00000267     0.22479448
    21        0.32299423    350.19872188     0.00000444     0.21989668
    22        0.34200287    350.19722714     0.00000395     0.22177700
    23        0.36100006    350.19550832     0.00000177     0.23045066
    24        0.37999916    350.19290827    -0.00000106     0.24115963
    25        0.39899254    350.18932807    -0.00000346     0.25200144
    26        0.41799736    350.18542200    -0.00000485     0.26066375
    27        0.43699265    350.18201476    -0.00000527     0.26263698
    28        0.45599556    350.17904431    -0.00000509     0.25745658
    29        0.47499275    350.17489193    -0.00000468     0.25098966
    30        0.49399757    350.16682392    -0.00000413     0.24992873
    31        0.51299859    350.15250085    -0.00000336     0.25530669
    32        0.53200913    350.13171292    -0.00000230     0.26240505
    33        0.55099297    350.10721153    -0.00000121     0.26308594
    34        0.57000160    350.08396217    -0.00000052     0.25492709
    35        0.58900071    350.06716364    -0.00000063     0.24709040
    36        0.60799217    350.06024729    -0.00000155     0.24685800
    37        0.62699891    350.06399071    -0.00000282     0.25342773
    38        0.64599228    350.07688670    -0.00000381     0.26209330
