34-1_DIL_179-18_AA6082_average.asc    T=475∞C    phi∞=10.0    Yield=0.08237443
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    474.57606506     0.00009748     0.08237443
     5        0.00130844    474.60407606     0.00009523     0.10427443
     6        0.00262070    474.62950511     0.00009387     0.14672505
     7        0.00392151    474.65070948     0.00009374     0.19940417
     8        0.00523567    474.66678373     0.00009491     0.23800943
     9        0.00654793    474.67785142     0.00009728     0.25462188
    10        0.00785637    474.68489400     0.00010067     0.26326076
    11        0.00916672    474.68937850     0.00010480     0.27568205
    12        0.01047707    474.69293085     0.00010929     0.29079465
    13        0.01178169    474.69708666     0.00011359     0.30379680
    14        0.01309967    474.70308901     0.00011705     0.31153926
    15        0.01440621    474.71176767     0.00011915     0.31737920
    16        0.01571465    474.72347605     0.00011965     0.32325326
    17        0.01702118    474.73797017     0.00011863     0.32222723
    18        0.01833343    474.75425753     0.00011646     0.31514790
    19        0.01965142    474.77065384     0.00011374     0.31165449
    20        0.02095032    474.78518033     0.00011113     0.31365379
    21        0.02226258    474.79613891     0.00010932     0.31363455
    22        0.02358055    474.80262920     0.00010887     0.30713492
    23        0.02488518    474.80487237     0.00011002     0.30051942
    24        0.02619363    474.80420268     0.00011264     0.29816417
    25        0.02750779    474.80260366     0.00011625     0.29981953
    26        0.02881432    474.80190853     0.00012031     0.31261259
    27        0.03012658    474.80304192     0.00012440     0.33974273
    28        0.03144074    474.80569167     0.00012830     0.36726746
    29        0.03273964    474.80859160     0.00013191     0.38051989
    30        0.03405190    474.81025556     0.00013518     0.38040606
    31        0.03536797    474.80969008     0.00013806     0.36945936
    32        0.03667450    474.80666189     0.00014053     0.34412817
    33        0.03798485    474.80155229     0.00014269     0.31517942
    34        0.03929520    474.79517792     0.00014475     0.29861551
    35        0.04060364    474.78876685     0.00014682     0.29093004
    36        0.04191208    474.78384526     0.00014879     0.28550358
    37        0.04322243    474.78176376     0.00015032     0.28419719
    38        0.04453659    474.78308046     0.00015105     0.29003337
    39        0.04584313    474.78735523     0.00015092     0.30885302
    40        0.04715920    474.79353768     0.00015025     0.34053475
    41        0.04847336    474.80048775     0.00014954     0.37048088
    42        0.04977799    474.80712628     0.00014923     0.38218972
    43        0.05108833    474.81225694     0.00014949     0.37474919
    44        0.05238915    474.81444490     0.00015035     0.36151114
    45        0.05371094    474.81221739     0.00015183     0.35040634
    46        0.05501175    474.80462373     0.00015411     0.33819220
    47        0.05632782    474.79193489     0.00015733     0.32154715
    48        0.05763054    474.77593966     0.00016136     0.30273754
    49        0.05895043    474.75937651     0.00016567     0.28653034
    50        0.06025505    474.74478941     0.00016969     0.27971867
    51        0.06156158    474.73373062     0.00017313     0.29241969
    52        0.06287003    474.72687098     0.00017608     0.32364145
    53        0.06418419    474.72460873     0.00017884     0.35177918
    54        0.06549645    474.72735836     0.00018158     0.35645613
    55        0.06679916    474.73521585     0.00018414     0.34127805
    56        0.06811333    474.74740978     0.00018603     0.32402069
    57        0.06942749    474.76213936     0.00018669     0.31411735
    58        0.07073212    474.77705091     0.00018589     0.30757689
    59        0.07204247    474.79008941     0.00018387     0.29963124
    60        0.07335281    474.80015053     0.00018140     0.29166947
    61        0.07466316    474.80710348     0.00017944     0.28485742
    62        0.07597542    474.81129176     0.00017891     0.28196748
    63        0.07729149    474.81306172     0.00018036     0.28825652
    64        0.07859803    474.81275519     0.00018376     0.30308801
    65        0.07990837    474.81107140     0.00018850     0.31812799
    66        0.08121682    474.80933045     0.00019365     0.32109039
    67        0.08252145    474.80925489     0.00019834     0.30599304
    68        0.08383179    474.81224043     0.00020198     0.28314822
    69        0.08514786    474.81844070     0.00020433     0.27094341
    70        0.08645439    474.82619432     0.00020548     0.27994319
    71        0.08776856    474.83226802     0.00020577     0.30429591
    72        0.08907509    474.83303352     0.00020579     0.32474933
    73        0.09038544    474.82612700     0.00020614     0.32863434
    74        0.09169388    474.81166464     0.00020714     0.31702475
    75        0.09300613    474.79219164     0.00020872     0.29392838
    76        0.09431458    474.77138225     0.00021053     0.26804464
    77        0.09562302    474.75245513     0.00021227     0.25396082
    78        0.09693909    474.73740201     0.00021384     0.26042756
    79        0.09824753    474.72727746     0.00021535     0.27659432
    80        0.09955597    474.72280331     0.00021737     0.28023968
    81        0.10086632    474.72440203     0.00022289     0.26544757
    82        0.10218239    474.73158196     0.00024412     0.25070331
    83        0.10348511    474.74240232     0.00031724     0.25992441
    84        0.10479164    474.75368441     0.00052611     0.29408246
    85        0.10610390    474.76196845     0.00102921     0.35731210
    86        0.10741806    474.76479078     0.00207661     0.95403678
    87        0.10872841    474.76181787     0.00399982     3.77454951
    88        0.11004257    474.75528974     0.00716218     10.55998065
    89        0.11130143    474.74925185     0.01187574     20.70934742
    90        0.11260796    474.74776243     0.01831625     31.47403484
    91        0.11391258    474.75325564     0.02647942     40.45335319
    92        0.11522865    474.76628646     0.03620044     46.84107360
    93        0.11654854    474.78668909     0.04721874     50.95269051
    94        0.11785126    474.81494269     0.05924800     53.46288914
    95        0.11915779    474.85249007     0.07202316     54.97680000
    96        0.12046623    474.90085664     0.08532072     55.91311258
    97        0.12178230    474.96050385     0.09896090     56.53005739
    98        0.12308693    475.03038218     0.11280037     56.97027055
    99        0.12439347    475.10837408     0.12672349     57.28752058
   100        0.12570954    475.19225533     0.14063824     57.49230320
   101        0.12701988    475.28070802     0.15447628     57.61291339
   102        0.12832832    475.37386812     0.16819206     57.69601132
   103        0.12964821    475.47300930     0.18175849     57.75561077
   104        0.13094902    475.57958034     0.19516255     57.78422677
   105        0.13226700    475.69439600     0.20840411     57.79607129
   106        0.13357544    475.81759064     0.22149748     57.80411483
   107        0.13488388    475.94919891     0.23447186     57.80236177
   108        0.13618470    476.08972753     0.24736849     57.78916495
   109        0.13749313    476.24017255     0.26023523     57.77245240
   110        0.13881111    476.40141583     0.27312019     57.76389231
   111        0.14011956    476.57348260     0.28606578     57.76915631
   112        0.14143181    476.75535241     0.29910330     57.77915557
   113        0.14273835    476.94552967     0.31224776     57.78133184
   114        0.14405632    477.14276471     0.32549338     57.76750294
   115        0.14536476    477.34616590     0.33881170     57.72880762
   116        0.14667130    477.55470337     0.35215456     57.65894926
   117        0.14797974    477.76680960     0.36546296     57.55212465
   118        0.14928818    477.98063802     0.37867983     57.39552338
   119        0.15059853    478.19484793     0.39176267     57.18717424
   120        0.15190506    478.40928106     0.40469207     56.95023158
   121        0.15322303    478.62495429     0.41747424     56.71143707
   122        0.15452958    478.84328666     0.43013849     56.48714856
   123        0.15583611    479.06496941     0.44273156     56.29148071
   124        0.15715409    479.28908652     0.45531110     56.13328278
   125        0.15846253    479.51301670     0.46793880     56.01222383
   126        0.15976525    479.73328735     0.48067340     55.92412225
   127        0.16107750    479.94693573     0.49356360     55.85956700
   128        0.16238785    480.15252118     0.50664135     55.80303523
   129        0.16369057    480.35019561     0.51991546     55.74386138
   130        0.16500473    480.54094449     0.53336566     55.68281726
   131        0.16631509    480.72561992     0.54693921     55.62137791
   132        0.16762734    480.90442577     0.56055437     55.54618447
   133        0.16893960    481.07717994     0.57411295     55.42670675
   134        0.17025376    481.24412031     0.58751819     55.23889615
   135        0.17155647    481.40654576     0.60068657     54.98883638
   136        0.17286682    481.56665481     0.61354063     54.70778007
   137        0.17418671    481.72661356     0.62597896     54.43582796
   138        0.17549515    481.88753691     0.63783752     54.20467198
   139        0.17679596    482.04908333     0.64887049     53.96691930
