47-1_DIL_202-19_AA6082_average.asc    T=200∞C    phi∞=0.01    Yield=0.26375633
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    200.29519653     0.00001498     0.26375633
     5        0.16298675    200.26556608     0.00019211     1.65141041
     6        0.32579040    200.24333001     0.00039059     3.70873837
     7        0.48877906    200.22994543     0.00061726     6.83766491
     8        0.64782524    200.22401974     0.00087881     11.36685007
     9        0.80789470    200.22278734     0.00119003     17.54344525
    10        0.97088718    200.22409832     0.00157867     25.49447445
    11        1.13387584    200.22747265     0.00208166     34.99341183
    12        1.29685974    200.23337999     0.00273305     45.24598424
    13        1.45985412    200.24150180     0.00355111     55.12694481
    14        1.62284469    200.24970637     0.00453286     63.73140072
    15        1.78583621    200.25474760     0.00565843     70.69772232
    16        1.94881820    200.25405848     0.00689990     76.12662438
    17        2.11181259    200.24717128     0.00822896     80.33223346
    18        2.27480601    200.23590457     0.00962107     83.64777148
    19        2.43779277    200.22352716     0.01105685     86.34026328
    20        2.60078430    200.21355070     0.01252219     88.59792772
    21        2.76376914    200.20861353     0.01400783     90.54410366
    22        2.92676449    200.20964044     0.01550809     92.25502521
    23        3.08975028    200.21539460     0.01701952     93.77791564
    24        3.25273799    200.22266766     0.01854018     95.14542537
    25        3.41573428    200.22741737     0.02006904     96.38226564
    26        3.57872200    200.22672305     0.02160529     97.50872244
    27        3.74171161    200.22054586     0.02314767     98.54280490
    28        3.90470695    200.21189282     0.02469470     99.49848184
    29        4.06769466    200.20493698     0.02624535     100.38394649
    30        4.23068714    200.20236594     0.02779939     101.20238490
    31        4.39366817    200.20401709     0.02935673     101.95557162
    32        4.55666541    200.20775443     0.03091673     102.65039124
    33        4.71965121    200.21156530     0.03247836     103.29948506
    34        4.88263797    200.21495436     0.03404086     103.91387643
    35        5.04563141    200.21861428     0.03560403     104.49806561
    36        5.20862770    200.22298531     0.03716811     105.05083525
    37        5.37161445    200.22719228     0.03873337     105.56944890
    38        5.53460693    200.22938547     0.04030003     106.05489295
    39        5.69759178    200.22821108     0.04186832     106.51359834
    40        5.86058520    200.22412686     0.04343841     106.95322769
    41        6.02357864    200.21942245     0.04501047     107.37582670
    42        6.18656349    200.21686430     0.04658465     107.77697016
    43        6.34955310    200.21787302     0.04816086     108.15352388
    44        6.51254749    200.22144504     0.04973854     108.50916334
    45        6.67553424    200.22466770     0.05131676     108.85065719
    46        6.83852195    200.22470606     0.05289464     109.18318347
    47        7.00151443    200.22087910     0.05447181     109.50951278
    48        7.16450214    200.21504394     0.05604816     109.82844466
    49        7.32749843    200.20987416     0.05762357     110.13505476
    50        7.49048232    200.20668681     0.05919810     110.42587330
    51        7.65347480    200.20498029     0.06077223     110.70244763
    52        7.81646251    200.20405411     0.06234655     110.97077609
    53        7.97945213    200.20478118     0.06392124     111.23767310
    54        8.14244556    200.20926698     0.06549614     111.50408538
    55        8.30543517    200.21833902     0.06707100     111.76277435
    56        8.46842575    200.22940181     0.06864587     112.00526253
    57        8.63141346    200.23728557     0.07022153     112.23014311
    58        8.79440021    200.23789472     0.07179917     112.44460862
    59        8.95739173    200.23151244     0.07337952     112.65857815
    60        9.12037658    200.22268002     0.07496235     112.87509513
    61        9.28337287    200.21675263     0.07654663     113.08653752
    62        9.44636726    200.21632284     0.07813097     113.28265954
    63        9.60936069    200.22049343     0.07971406     113.46294379
    64        9.77234172    200.22681464     0.08129528     113.64030490
    65        9.93533516    200.23318180     0.08287522     113.82788009
    66        10.09832191    200.23782739     0.08445541     114.02226574
    67        10.26131629    200.23841588     0.08603712     114.20806892
    68        10.42430400    200.23253868     0.08762071     114.37749264
    69        10.58729839    200.22005550     0.08920574     114.53756262
    70        10.75028514    200.20495382     0.09079155     114.70008898
    71        10.91327190    200.19403633     0.09237741     114.86881029
    72        11.07626247    200.19251864     0.09396246     115.03497836
    73        11.23925590    200.19985271     0.09554582     115.18588417
    74        11.40224361    200.20951091     0.09712693     115.31888343
    75        11.56523227    200.21343103     0.09870600     115.44565711
    76        11.72822761    200.20786966     0.10028429     115.58322556
    77        11.89121628    200.19600976     0.10186369     115.73882681
    78        12.05420493    200.18523056     0.10344557     115.90162093
    79        12.21719550    200.18137015     0.10503005     116.05192301
    80        12.38018607    200.18468747     0.10661634     116.17776972
    81        12.54316997    200.19055486     0.10820332     116.28384668
    82        12.70616817    200.19387534     0.10978999     116.38705761
    83        12.86915397    200.19336444     0.11137564     116.50169524
    84        13.03214263    200.19234834     0.11296013     116.63087615
    85        13.19513225    200.19577730     0.11454419     116.76773063
    86        13.35812377    200.20598135     0.11612886     116.89789165
    87        13.52111434    200.22028762     0.11771428     117.00963026
    88        13.68410110    200.23211820     0.11929938     117.10678743
    89        13.84709072    200.23494363     0.12088306     117.20578886
    90        14.01008510    200.22669182     0.12246548     117.32047883
    91        14.17307567    200.21172829     0.12404828     117.45245191
    92        14.33606624    200.19876168     0.12563322     117.59168160
    93        14.49905490    200.19558240     0.12722064     117.72234085
    94        14.66204356    200.20397774     0.12880915     117.83245432
    95        14.82503318    200.21859406     0.13039688     117.92316022
    96        14.98801994    200.23096897     0.13198286     118.00815750
    97        15.15101337    200.23585337     0.13356756     118.10567639
    98        15.31400680    200.23470484     0.13515243     118.22554512
    99        15.47699355    200.23334375     0.13673904     118.35568889
   100        15.63998699    200.23587599     0.13832774     118.47083900
   101        15.80297183    200.24053207     0.13991758     118.55916100
   102        15.96596050    200.24142485     0.14150736     118.63169305
   103        16.12895870    200.23462044     0.14309655     118.71018110
   104        16.29193878    200.22271880     0.14468534     118.81048861
   105        16.45493125    200.21348363     0.14627402     118.92942959
   106        16.61792564    200.21354196     0.14786256     119.04509765
   107        16.78091239    200.22261284     0.14945034     119.13603997
   108        16.94390487    200.23335056     0.15103660     119.20149355
   109        17.10689449    200.23717671     0.15262107     119.26172854
   110        17.26988315    200.23134638     0.15420381     119.34187367
   111        17.43287086    200.22131966     0.15578503     119.45317132
   112        17.59586334    200.21642048     0.15736547     119.58215020
   113        17.75885486    200.22236054     0.15894646     119.69933446
   114        17.92184925    200.23666673     0.16052918     119.78342733
   115        18.08483409    200.25050440     0.16211413     119.83879987
   116        18.24782275    200.25519658     0.16370134     119.89034006
   117        18.41081428    200.24820082     0.16529054     119.96032351
   118        18.57380199    200.23414673     0.16688090     120.05097507
   119        18.73678874    200.22078612     0.16847131     120.14790508
   120        18.89978599    200.21359797     0.17006111     120.23471853
   121        19.06276988    200.21314857     0.17165012     120.30555818
   122        19.22576427    200.21641274     0.17323817     120.36941438
   123        19.38875865    200.22011400     0.17482485     120.44099019
   124        19.55173587    200.22314926     0.17640989     120.52695982
   125        19.71473407    200.22644991     0.17799396     120.62352729
   126        19.87772274    200.23094502     0.17957838     120.72039764
   127        20.04071235    200.23589694     0.18116389     120.80581767
   128        20.20370388    200.23930705     0.18275023     120.87771503
   129        20.36669540    200.23983171     0.18433686     120.94760911
   130        20.52968502    200.23818400     0.18592334     121.02647051
   131        20.69267272    200.23681121     0.18750917     121.11382355
   132        20.85566425    200.23842130     0.18909403     121.20258748
   133        21.01864910    200.24461398     0.19067809     121.28517378
   134        21.18164443    200.25519966     0.19226152     121.35681999
   135        21.34463500    200.26808401     0.19384407     121.41972833
   136        21.50763130    200.27967892     0.19542582     121.48135829
   137        21.67061233    200.28604896     0.19700805     121.54552319
   138        21.83360385    200.28462698     0.19859232     121.60955346
   139        21.99659347    200.27568967     0.20017888     121.67309417
   140        22.15958595    200.26264482     0.20176652     121.74110800
   141        22.32257652    200.25065683     0.20335368     121.81567317
   142        22.48556613    200.24401508     0.20493941     121.89386971
   143        22.64855384    200.24364972     0.20652396     121.97116923
   144        22.81154441    200.24650056     0.20810874     122.04204146
   145        22.97453498    200.24736666     0.20969545     122.10342134
   146        23.13752174    200.24213845     0.21128455     122.15929367
   147        23.30051803    200.23043832     0.21287488     122.22001849
   148        23.46350479    200.21612098     0.21446481     122.29423279
   149        23.62649154    200.20519257     0.21605348     122.37875257
   150        23.78948592    200.20213534     0.21764109     122.46052234
   151        23.95247268    200.20700638     0.21922846     122.52801339
   152        24.11545944    200.21560370     0.22081652     122.57840256
   153        24.27845382    200.22256564     0.22240542     122.61953449
   154        24.44144630    200.22459989     0.22399405     122.66678797
   155        24.60443306    200.22129529     0.22558118     122.73105882
   156        24.76742362    200.21382585     0.22716737     122.80675873
   157        24.93041420    200.20378183     0.22875445     122.87830472
   158        25.09340285    200.19345058     0.23034282     122.94104131
   159        25.25638962    200.18668553     0.23193088     123.00632147
   160        25.41938590    200.18845906     0.23351738     123.08258019
   161        25.58237457    200.20224485     0.23510245     123.16130987
   162        25.74536513    200.22670668     0.23668659     123.22690074
   163        25.90835571    200.25467941     0.23826996     123.27326079
   164        26.07134246    200.27620940     0.23985274     123.30781381
   165        26.23433113    200.28400523     0.24143565     123.34669115
   166        26.39732169    200.27721342     0.24301990     123.40451055
   167        26.56031227    200.26067757     0.24460678     123.47954814
   168        26.72329711    200.24079264     0.24619660     123.55236043
   169        26.88628959    200.22187049     0.24778791     123.60682849
   170        27.04928588    200.20585066     0.24937825     123.64825985
   171        27.21227645    200.19443104     0.25096604     123.69470383
   172        27.37525939    200.19021519     0.25255141     123.75514743
   173        27.53824997    200.19491151     0.25413551     123.82175722
   174        27.70124435    200.20638755     0.25571964     123.87908736
   175        27.86423301    200.21828184     0.25730466     123.91722705
   176        28.02722740    200.22366760     0.25889032     123.94200416
   177        28.19021224    200.22009316     0.26047547     123.97385864
   178        28.35320281    200.21149734     0.26205922     124.02942259
   179        28.51619148    200.20505807     0.26364219     124.10300435
   180        28.67918586    200.20560748     0.26522636     124.17019345
   181        28.84217453    200.21238912     0.26681351     124.21087731
   182        29.00515937    200.22064607     0.26840323     124.22911813
   183        29.16815185    200.22617984     0.26999303     124.24944501
   184        29.33114242    200.22872042     0.27158059     124.29241079
   185        29.49413299    200.23146068     0.27316595     124.35551614
   186        29.65711784    200.23762277     0.27475121     124.41797043
   187        29.82011413    200.24723955     0.27633878     124.46018577
   188        29.98310089    200.25673132     0.27792982     124.47804997
   189        30.14609146    200.26128135     0.27952371     124.48461103
   190        30.30908012    200.25791464     0.28111890     124.50000072
   191        30.47207450    200.24714792     0.28271382     124.53452320
   192        30.63506508    200.23256055     0.28430717     124.58322432
   193        30.79805374    200.21901515     0.28589828     124.63616514
   194        30.96104621    200.21065062     0.28748759     124.68527260
   195        31.12404251    200.20944750     0.28907606     124.72458216
   196        31.28702354    200.21469945     0.29066399     124.75287144
   197        31.45001601    200.22342449     0.29225044     124.77583641
   198        31.61300087    200.23162287     0.29383411     124.80197801
   199        31.77599143    200.23604347     0.29541503     124.83575612
   200        31.93898773    200.23560431     0.29699512     124.87576051
   201        32.10197257    200.23145859     0.29857704     124.91747774
   202        32.26496505    200.22565137     0.30016238     124.95459794
   203        32.42795371    200.21966874     0.30175072     124.98094374
   204        32.59094047    200.21420998     0.30334004     124.99693240
   205        32.75393676    200.20999824     0.30492851     125.01119982
   206        32.91692161    200.20828975     0.30651562     125.03214851
   207        33.07991027    200.21027884     0.30810186     125.06058061
   208        33.24290084    200.21592075     0.30968800     125.09101341
   209        33.40589332    200.22334124     0.31127458     125.11741597
   210        33.56887817    200.22961020     0.31286123     125.13809085
   211        33.73187827    200.23259982     0.31444650     125.15833956
   212        33.89486312    200.23259122     0.31602921     125.18807570
   213        34.05785369    200.23221084     0.31761007     125.23165274
   214        34.22083854    200.23454153     0.31919159     125.27887868
   215        34.38383102    200.24082791     0.32077610     125.31183031
