17-1_DIL_179-18_AA6082_average.asc    T=400∞C    phi∞=0.1    Yield=0.24855835
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    400.33659362     0.00001228     0.24855835
     5        0.01900673    400.29823276     0.00002063     0.24595833
     6        0.03800011    400.26364371     0.00002750     0.24697869
     7        0.05700302    400.23509301     0.00003246     0.24786472
     8        0.07599831    400.21435642     0.00003554     0.24728101
     9        0.09500885    400.20255869     0.00003700     0.24868647
    10        0.11400604    400.20016869     0.00003716     0.25105526
    11        0.13300705    400.20691109     0.00003629     0.25292922
    12        0.15199852    400.22140890     0.00003472     0.25491312
    13        0.17101288    400.24090027     0.00003292     0.25662207
    14        0.19000053    400.26165392     0.00003143     0.26235009
    15        0.20899964    400.28009277     0.00003055     0.27243880
    16        0.22800255    400.29374121     0.00003021     0.27585624
    17        0.24700737    400.30120235     0.00003020     0.26599593
    18        0.26599693    400.30151721     0.00003060     0.25152855
    19        0.28500748    400.29401113     0.00003186     0.24988677
    20        0.30400276    400.27905031     0.00003448     0.26426282
    21        0.32299996    400.25887865     0.00003858     0.27593540
    22        0.34199715    400.23746147     0.00004361     0.26984493
    23        0.36100197    400.21919789     0.00004854     0.25035607
    24        0.37999535    400.20729466     0.00005237     0.23084259
    25        0.39899635    400.20272128     0.00005450     0.21905588
    26        0.41800118    400.20419054     0.00005499     0.21608594
    27        0.43700218    400.20902067     0.00005432     0.22120617
    28        0.45600701    400.21436911     0.00005304     0.22953805
    29        0.47500038    400.21830617     0.00005147     0.23403785
    30        0.49400330    400.22038115     0.00004965     0.23252916
    31        0.51299667    400.22150477     0.00004750     0.22926865
    32        0.53200531    400.22314854     0.00004500     0.23087520
    33        0.55099678    400.22619261     0.00004241     0.23855895
    34        0.57000351    400.23010979     0.00004025     0.24831955
    35        0.58899498    400.23310378     0.00003917     0.25904460
    36        0.60800553    400.23316016     0.00003956     0.26927740
    37        0.62699509    400.22924837     0.00004134     0.27321248
    38        0.64599991    400.22184583     0.00004397     0.26856659
    39        0.66500092    400.21260461     0.00004675     0.25905169
    40        0.68400383    400.20364428     0.00004913     0.25153880
    41        0.70299530    400.19695748     0.00005080     0.25117949
    42        0.72200203    400.19395452     0.00005169     0.25224508
    43        0.74099541    400.19502199     0.00005196     0.24892584
    44        0.76000595    400.19930521     0.00005191     0.24936250
    45        0.77899742    400.20508293     0.00005189     0.25648509
    46        0.79800606    400.21065298     0.00005213     0.25986585
    47        0.81700897    400.21511253     0.00005264     0.25521740
    48        0.83600616    400.21853569     0.00005336     0.24817118
    49        0.85500145    400.22166593     0.00005441     0.24401543
    50        0.87400436    400.22553162     0.00005688     0.24149428
    51        0.89299964    400.23111776     0.00006391     0.23833008
    52        0.91199684    400.23898946     0.00008204     0.23434736
    53        0.93100357    400.24896430     0.00012195     0.24101293
    54        0.95000077    400.26017405     0.00019823     0.34357988
    55        0.96900558    400.27163124     0.00032815     0.74207444
    56        0.98799706    400.28286557     0.00053033     1.71953795
    57        1.00700378    400.29393447     0.00082461     3.67349605
    58        1.02568245    400.30454664     0.00123307     7.08629971
    59        1.04391289    400.31289298     0.00178028     12.19523579
    60        1.06290627    400.31520587     0.00249080     18.67306839
    61        1.08189965    400.30653957     0.00338348     25.63935405
    62        1.10090446    400.28233988     0.00446541     31.99450079
    63        1.11990738    400.23995571     0.00572874     36.98039904
    64        1.13890076    400.17943005     0.00715208     40.48265537
    65        1.15790176    400.10329325     0.00870551     42.79717128
    66        1.17691231    400.01554855     0.01035687     44.29361526
    67        1.19590378    399.92047078     0.01207702     45.28058788
    68        1.21490097    399.82186444     0.01384281     45.97636540
    69        1.23390388    399.72300788     0.01563789     46.50875658
    70        1.25290108    399.62710198     0.01745191     46.94343186
    71        1.27190590    399.53784427     0.01927911     47.31874332
    72        1.29090691    399.45957343     0.02111661     47.65764370
    73        1.30990219    399.39648565     0.02296298     47.96482929
    74        1.32890701    399.35114858     0.02481716     48.23584106
    75        1.34790230    399.32341459     0.02667801     48.47063426
    76        1.36691475    399.31069768     0.02854418     48.67553682
    77        1.38590050    399.30942919     0.03041430     48.85519017
    78        1.40490532    399.31668690     0.03228716     49.01165904
    79        1.42390823    399.33121332     0.03416171     49.14918604
    80        1.44290352    399.35356231     0.03603691     49.26865661
    81        1.46190452    399.38529347     0.03791183     49.36649058
    82        1.48090935    399.42741405     0.03978584     49.44365876
    83        1.49989891    399.47893446     0.04165887     49.51008245
    84        1.51890564    399.53663363     0.04353138     49.57631026
    85        1.53790474    399.59628911     0.04540401     49.64023603
    86        1.55690575    399.65450222     0.04727724     49.68925907
    87        1.57591248    399.70996280     0.04915124     49.72197504
    88        1.59491158    399.76356585     0.05102586     49.75128511
    89        1.61390305    399.81749359     0.05290075     49.78144125
    90        1.63291168    399.87380406     0.05477545     49.80756196
    91        1.65189743    399.93321973     0.05664960     49.82982265
    92        1.67090607    399.99469589     0.05852296     49.85158252
    93        1.68990707    400.05595538     0.06039554     49.87279383
    94        1.70890427    400.11464126     0.06226752     49.89022909
    95        1.72790527    400.16937597     0.06413915     49.90285683
    96        1.74690056    400.22010104     0.06601070     49.91374994
    97        1.76589966    400.26754862     0.06788241     49.92618370
    98        1.78490257    400.31222058     0.06975445     49.93981360
    99        1.80390167    400.35355182     0.07162702     49.95023967
   100        1.82290459    400.38987744     0.07350031     49.95568565
   101        1.84190559    400.41931171     0.07537453     49.96128377
   102        1.86090088    400.44094020     0.07724978     49.96902976
   103        1.87990189    400.45548929     0.07912608     49.97342590
   104        1.89890098    400.46511872     0.08100343     49.97191149
   105        1.91790772    400.47257814     0.08288179     49.96787413
   106        1.93690109    400.48012256     0.08476095     49.96477396
   107        1.95590592    400.48857506     0.08664049     49.95871696
   108        1.97491074    400.49704112     0.08852004     49.94331950
   109        1.99390411    400.50354692     0.09039956     49.92910977
   110        2.01290322    400.50613201     0.09227936     49.92957905
   111        2.03190613    400.50357887     0.09415986     49.93844576
   112        2.05090714    400.49555019     0.09604126     49.94531129
   113        2.06990051    400.48255822     0.09792329     49.94786802
   114        2.08889961    400.46603558     0.09980528     49.94846965
   115        2.10790253    400.44825627     0.10168641     49.94917522
   116        2.12690353    400.43179251     0.10356603     49.95099826
   117        2.14591408    400.41861254     0.10544389     49.95631974
   118        2.16490746    400.40933804     0.10732021     49.96331062
   119        2.18390465    400.40317070     0.10919552     49.96837550
   120        2.20290375    400.39848018     0.11107046     49.97158537
   121        2.22190094    400.39350197     0.11294555     49.97108327
   122        2.24090767    400.38666570     0.11482109     49.96592316
   123        2.25990677    400.37663582     0.11669704     49.96225327
   124        2.27890969    400.36243200     0.11857304     49.96419869
   125        2.29791260    400.34370055     0.12044856     49.96747427
   126        2.31690789    400.32085741     0.12232323     49.96892941
   127        2.33590317    400.29497497     0.12419718     49.97021507
   128        2.35490036    400.26768555     0.12607104     49.97388548
   129        2.37390518    400.24130745     0.12794568     49.97998858
   130        2.39290428    400.21887100     0.12982163     49.98048681
   131        2.41191292    400.20357837     0.13169888     49.96887799
   132        2.43090058    400.19781601     0.13357703     49.95141883
   133        2.44990730    400.20237891     0.13545560     49.93889479
   134        2.46890259    400.21632615     0.13733422     49.93615470
   135        2.48790550    400.23723664     0.13921256     49.94007077
   136        2.50690270    400.26145366     0.14109036     49.94360440
   137        2.52590370    400.28436891     0.14296751     49.94298248
   138        2.54490090    400.30120110     0.14484426     49.94166448
   139        2.56390762    400.30842242     0.14672120     49.94405749
   140        2.58290863    400.30518437     0.14859895     49.94854936
   141        2.60190773    400.29367913     0.15047772     49.95003888
   142        2.62090874    400.27795827     0.15235712     49.94611423
   143        2.63990020    400.26193020     0.15423635     49.93774939
   144        2.65890694    400.24795235     0.15611470     49.92720860
   145        2.67790604    400.23685661     0.15799183     49.92034925
   146        2.69691085    400.22890215     0.15986792     49.92153546
   147        2.71590423    400.22442864     0.16174347     49.92807277
   148        2.73490715    400.22359117     0.16361922     49.93697290
   149        2.75390053    400.22566989     0.16549581     49.94557294
   150        2.77290153    400.22879712     0.16737361     49.94946602
   151        2.79189873    400.23039393     0.16925258     49.94670777
   152        2.81090355    400.22800962     0.17113235     49.93635071
   153        2.82989884    400.22012634     0.17301247     49.92120642
   154        2.84890938    400.20663095     0.17489262     49.91084080
   155        2.86790275    400.18882650     0.17677255     49.90874782
   156        2.88690376    400.16902842     0.17865198     49.90895751
   157        2.90590286    400.14992466     0.18053069     49.90679102
   158        2.92490959    400.13393297     0.18240866     49.90397005
   159        2.94390297    400.12275468     0.18428616     49.90600121
   160        2.96290588    400.11720481     0.18616355     49.91272686
   161        2.98190498    400.11726890     0.18804109     49.91697867
   162        3.00090217    400.12229685     0.18991874     49.91389426
   163        3.01990319    400.13127369     0.19179631     49.90599738
   164        3.03891182    400.14312208     0.19367365     49.89901569
   165        3.05790138    400.15694683     0.19555083     49.89416713
   166        3.07691193    400.17209615     0.19742817     49.88936466
   167        3.09590149    400.18800832     0.19930611     49.88354027
   168        3.11490440    400.20398633     0.20118487     49.87657076
   169        3.13390732    400.21909691     0.20306434     49.86878306
   170        3.15290451    400.23230322     0.20494417     49.85991932
   171        3.17190743    400.24281053     0.20682394     49.85106708
   172        3.19091034    400.25042440     0.20870344     49.84402261
   173        3.20990181    400.25560401     0.21058267     49.83695462
   174        3.22890091    400.25909370     0.21246178     49.82789322
   175        3.24790382    400.26141167     0.21434088     49.81878327
   176        3.26691055    400.26259374     0.21621998     49.81203549
   177        3.28590584    400.26233480     0.21809887     49.80671641
   178        3.30490493    400.26039413     0.21997734     49.80073518
   179        3.32390404    400.25698974     0.22185526     49.79668990
   180        3.34290695    400.25284061     0.22373272     49.79849284
   181        3.36190415    400.24868639     0.22560996     49.80210616
   182        3.38090706    400.24458682     0.22748733     49.80123055
   183        3.39990616    400.23962968     0.22936528     49.79620331
   184        3.41890717    400.23241001     0.23124417     49.78976329
   185        3.43790054    400.22196286     0.23312419     49.78383497
   186        3.45690918    400.20837823     0.23500526     49.77821035
   187        3.47590065    400.19261810     0.23688711     49.76909887
   188        3.49491120    400.17588941     0.23876947     49.75542602
   189        3.51390648    400.15936689     0.24065210     49.74167188
   190        3.53290558    400.14448015     0.24253467     49.73095217
   191        3.55189896    400.13307888     0.24441670     49.71958188
   192        3.57091141    400.12679348     0.24629776     49.70286168
   193        3.58991051    400.12589568     0.24817781     49.68744092
   194        3.60890961    400.12874015     0.25005732     49.68181146
   195        3.62789726    400.13250910     0.25193698     49.67897973
   196        3.64690399    400.13485694     0.25381726     49.66955856
   197        3.66590500    400.13527120     0.25569817     49.65419191
   198        3.68490792    400.13518892     0.25757948     49.63653822
   199        3.70389748    400.13686775     0.25946105     49.61946150
   200        3.72290802    400.14191443     0.26134305     49.60637460
   201        3.74189758    400.15051166     0.26322570     49.59918865
   202        3.76090621    400.16166985     0.26510892     49.59048534
   203        3.77990151    400.17394567     0.26699218     49.57201600
   204        3.79890633    400.18585277     0.26887481     49.55130220
   205        3.81791115    400.19576208     0.27075641     49.53960932
   206        3.83690071    400.20176721     0.27263695     49.53454107
   207        3.85589981    400.20206767     0.27451671     49.52855227
   208        3.87490654    400.19586742     0.27639602     49.51999142
   209        3.89390945    400.18418494     0.27827509     49.50917498
   210        3.91289711    400.16988610     0.28015395     49.49609052
   211        3.93190383    400.15674824     0.28203243     49.48082694
   212        3.95090675    400.14801841     0.28391049     49.46292588
   213        3.96990776    400.14523049     0.28578840     49.44570261
   214        3.98890686    400.14787936     0.28766689     49.43372272
   215        4.00790214    400.15411804     0.28954675     49.42453225
   216        4.02691078    400.16206204     0.29142820     49.41134279
   217        4.04590035    400.17076339     0.29331060     49.38900831
   218        4.06490707    400.18008094     0.29519284     49.35750763
   219        4.08390617    400.18977009     0.29707417     49.32693131
   220        4.10289955    400.19905146     0.29895469     49.30976050
   221        4.12190628    400.20736235     0.30083507     49.30396869
   222        4.14089966    400.21543838     0.30271579     49.29532217
   223        4.15991211    400.22525491     0.30459669     49.27559132
   224        4.17889977    400.23847533     0.30647737     49.24909841
   225        4.19790077    400.25460443     0.30835773     49.22502010
   226        4.21690560    400.27040663     0.31023833     49.20686408
   227        4.23590469    400.28110279     0.31211994     49.19047221
   228        4.25490189    400.28250676     0.31400302     49.17214895
   229        4.27390289    400.27279698     0.31588734     49.15145314
   230        4.29290200    400.25319113     0.31777223     49.13098627
   231        4.31190300    400.22753297     0.31965692     49.11500623
   232        4.33090019    400.20107699     0.32154085     49.10242290
   233        4.34990501    400.17887554     0.32342366     49.08632227
   234        4.36890411    400.16441899     0.32530507     49.06408298
   235        4.38789940    400.15909907     0.32718488     49.04082332
   236        4.40690422    400.16245937     0.32906297     49.02055360
   237        4.42590523    400.17274408     0.33093962     49.00350913
   238        4.44491005    400.18740872     0.33281547     48.99057421
   239        4.46391106    400.20355914     0.33469143     48.98229595
   240        4.48290825    400.21832105     0.33656827     48.97349963
   241        4.50189972    400.22914982     0.33844644     48.95679828
   242        4.52090454    400.23421376     0.34032599     48.93235747
   243        4.53989983    400.23288116     0.34220665     48.90834674
   244        4.55890274    400.22596558     0.34408802     48.88841109
   245        4.57790375    400.21534348     0.34596970     48.86520707
   246        4.59690285    400.20311663     0.34785152     48.83825827
   247        4.61590767    400.19096485     0.34973360     48.81779928
   248        4.63490105    400.18008119     0.35161610     48.80332222
   249        4.65390396    400.17142222     0.35349895     48.78362952
   250        4.67290306    400.16568381     0.35538170     48.75775546
   251        4.69190789    400.16276760     0.35726374     48.73343374
   252        4.71090507    400.16124873     0.35914475     48.71173925
   253        4.72990418    400.15868939     0.36102496     48.69475082
   254        4.74890327    400.15298259     0.36290502     48.68641276
   255        4.76790619    400.14381570     0.36478550     48.67948603
   256        4.78689956    400.13307123     0.36666653     48.66399502
   257        4.80590820    400.12392660     0.36854775     48.64004194
   258        4.82490349    400.11954959     0.37042854     48.61437029
   259        4.84391022    400.12233163     0.37230820     48.59167812
   260        4.86290550    400.13360628     0.37418622     48.57176128
   261        4.88190269    400.15318162     0.37606247     48.55174586
   262        4.90090179    400.17864201     0.37793749     48.53131403
   263        4.91990471    400.20527569     0.37981247     48.51556674
   264        4.93890953    400.22728961     0.38168886     48.50503702
   265        4.95790291    400.23986278     0.38356773     48.49074727
   266        4.97690582    400.24083987     0.38544932     48.46806930
   267        4.99590302    400.23114254     0.38733302     48.44139614
   268        5.01490402    400.21386504     0.38921775     48.41545230
   269        5.03390503    400.19276302     0.39110229     48.39131147
   270        5.05290794    400.17099404     0.39298570     48.36779321
   271        5.07190132    400.15058634     0.39486742     48.34566836
   272        5.09091187    400.13256267     0.39674729     48.32568653
   273        5.10990143    400.11729748     0.39862549     48.30539769
   274        5.12890053    400.10474989     0.40050237     48.28383531
   275        5.14790917    400.09457902     0.40237831     48.26446347
   276        5.16690445    400.08634359     0.40425365     48.24980509
   277        5.18590164    400.07974178     0.40612875     48.23570570
   278        5.20490074    400.07456253     0.40800399     48.21785375
   279        5.22390366    400.07023036     0.40987975     48.19826583
   280        5.24289894    400.06540074     0.41175636     48.17888001
   281        5.26190758    400.05828294     0.41363396     48.15682057
   282        5.28090668    400.04777285     0.41551251     48.13138980
   283        5.29990387    400.03458454     0.41739166     48.10653629
   284        5.31890678    400.02141353     0.41927082     48.08186087
   285        5.33790970    400.01195179     0.42114933     48.05504954
   286        5.35690879    400.00940516     0.42302687     48.03084533
   287        5.37590790    400.01532821     0.42490355     48.01226926
   288        5.39489937    400.02923405     0.42677972     47.99478780
   289        5.41390419    400.04894871     0.42865562     47.97481427
   290        5.43290710    400.07134276     0.43053132     47.95053887
   291        5.45190430    400.09309763     0.43240700     47.92345590
   292        5.47090339    400.11139316     0.43428314     47.90111882
   293        5.48990440    400.12442242     0.43616032     47.88734978
   294        5.50890160    400.13150032     0.43803889     47.87395537
   295        5.52791214    400.13268716     0.43991883     47.85224383
   296        5.54690552    400.12829842     0.44179991     47.82754119
   297        5.56589890    400.11885887     0.44368187     47.80692087
   298        5.58490372    400.10561529     0.44556445     47.78866048
   299        5.60390282    400.09100934     0.44744724     47.77197673
   300        5.62290191    400.07833189     0.44932976     47.75563759
   301        5.64190673    400.07045811     0.45121155     47.73638588
   302        5.66090966    400.06847254     0.45309241     47.71557308
   303        5.67990494    400.07123557     0.45497232     47.69399024
   304        5.69890785    400.07625491     0.45685128     47.67117651
   305        5.71790314    400.08121154     0.45872920     47.64949550
   306        5.73689843    400.08507810     0.46060593     47.62862047
   307        5.75590134    400.08826459     0.46248146     47.60669567
   308        5.77490425    400.09199191     0.46435607     47.58615644
   309        5.79390335    400.09740726     0.46623020     47.56857335
   310        5.81290436    400.10484213     0.46810423     47.55031241
   311        5.83189583    400.11349945     0.46997838     47.52987327
   312        5.85090447    400.12179198     0.47185282     47.51043459
   313        5.86990547    400.12821782     0.47372771     47.49394538
   314        5.88890457    400.13214596     0.47560312     47.47845069
   315        5.90790367    400.13388374     0.47747907     47.45751351
   316        5.92690659    400.13410873     0.47935565     47.42829965
   317        5.94590759    400.13333474     0.48123301     47.39946650
   318        5.96489906    400.13188408     0.48311135     47.37788100
   319        5.98389816    400.13026530     0.48499070     47.35889249
   320        6.00290489    400.12951064     0.48687089     47.33895528
   321        6.02190781    400.13102859     0.48875150     47.31929180
   322        6.04089546    400.13589419     0.49063196     47.29789011
   323        6.05990791    400.14409712     0.49251176     47.27464027
   324        6.07890701    400.15443712     0.49439048     47.25202116
   325        6.09790230    400.16509854     0.49626783     47.22906437
   326        6.11690903    400.17424573     0.49814375     47.20690639
   327        6.13590050    400.18027877     0.50001842     47.18797393
   328        6.15490151    400.18214083     0.50189222     47.17155843
   329        6.17390251    400.17988062     0.50376543     47.15588414
   330        6.19290924    400.17479683     0.50563823     47.13784361
   331        6.21191025    400.16857112     0.50751074     47.11818127
   332        6.23090363    400.16198999     0.50938314     47.10203263
   333        6.24990654    400.15445988     0.51125562     47.08803888
   334        6.26889801    400.14470687     0.51312818     47.07089539
   335        6.28790474    400.13196874     0.51500073     47.05038390
   336        6.30690956    400.11681064     0.51687318     47.02865018
   337        6.32590676    400.10118525     0.51874561     47.00674749
   338        6.34490585    400.08775826     0.52061828     46.98514940
   339        6.36390686    400.07875188     0.52249150     46.96444366
   340        6.38290214    400.07487689     0.52436548     46.94345623
   341        6.40190697    400.07506123     0.52624025     46.92085145
   342        6.42090797    400.07719486     0.52811563     46.90069525
   343        6.43990326    400.07932345     0.52999129     46.88613924
   344        6.45890045    400.08048446     0.53186698     46.87274181
