39-1_DIL_202-19_AA6082_average.asc    T=250∞C    phi∞=0.001    Yield=0.24464567
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    250.27486801     0.00004699     0.24464567
     5        1.60299682    250.24577104     0.00029321     1.78864266
     6        3.20599365    250.22914763     0.00057189     4.03779097
     7        4.76984406    250.22303447     0.00088249     7.31486863
     8        6.34047699    250.22095804     0.00121998     11.80725824
     9        7.94347381    250.21841284     0.00159268     17.58818990
    10        9.54645538    250.21501301     0.00203398     24.55383190
    11        11.14944840    250.21100522     0.00259600     32.22375373
    12        12.75244141    250.20633567     0.00332505     39.75562919
    13        14.35542678    250.20317227     0.00423928     46.35140841
    14        15.95841217    250.20393870     0.00532594     51.62727475
    15        17.56140518    250.20789537     0.00655359     55.61685104
    16        19.16439438    250.21344134     0.00788604     58.56986392
    17        20.76738358    250.21906490     0.00929146     60.77487803
    18        22.37037277    250.22124833     0.01074560     62.46837702
    19        23.97337341    250.21793069     0.01223106     63.81523888
    20        25.57636261    250.21166674     0.01373589     64.92394538
    21        27.17934799    250.20528067     0.01525277     65.86461835
    22        28.78233718    250.19847092     0.01677832     66.67900838
    23        30.38533020    250.19083364     0.01831145     67.39073627
    24        31.98831177    250.18408251     0.01985071     68.01944853
    25        33.59130478    250.17966998     0.02139331     68.58551735
    26        35.19429398    250.17725296     0.02293657     69.10360677
    27        36.79729461    250.17490182     0.02447983     69.57819930
    28        38.40028000    250.17178695     0.02602400     70.00975092
    29        40.00326538    250.17277744     0.02756938     70.40389049
    30        41.60625076    250.18372596     0.02911523     70.76856307
    31        43.20924758    250.20171107     0.03066142     71.10687373
    32        44.81223297    250.21802960     0.03220912     71.41868461
    33        46.41522217    250.22836820     0.03375938     71.70531911
    34        48.01821136    250.23329696     0.03531184     71.97188844
    35        49.62120819    250.23285642     0.03686516     72.22473714
    36        51.22419357    250.22759006     0.03841846     72.46600811
    37        52.82717895    250.22202155     0.03997182     72.69434882
    38        54.43017960    250.22222293     0.04152589     72.90963002
    39        56.03316880    250.23009971     0.04308126     73.11222201
    40        57.63616180    250.24026921     0.04463798     73.30061289
    41        59.23914337    250.24458278     0.04619543     73.47545352
    42        60.84213257    250.24110610     0.04775353     73.64214097
    43        62.44512558    250.23478272     0.04931308     73.80543028
    44        64.04811096    250.22880262     0.05087446     73.96474851
    45        65.65110779    250.22095838     0.05243647     74.11562486
    46        67.25409698    250.20952674     0.05399725     74.25517175
    47        68.85708237    250.19742358     0.05555573     74.38506085
    48        70.46007538    250.18894129     0.05711202     74.50841155
    49        72.06306457    250.18539590     0.05866731     74.62724744
    50        73.66604995    250.18462371     0.06022289     74.74312808
    51        75.26904297    250.18365673     0.06177894     74.85670079
    52        76.87203216    250.18252384     0.06333488     74.96774796
    53        78.47502136    250.18452379     0.06489082     75.07559455
    54        80.07802200    250.19011132     0.06644778     75.17731793
    55        81.68100357    250.19394894     0.06800664     75.27059184
    56        83.28399658    250.19143740     0.06956711     75.35744102
    57        84.88698578    250.18305704     0.07112790     75.43977068
    58        86.48997498    250.17262484     0.07268796     75.51748026
    59        88.09296035    250.16608056     0.07424759     75.59228373
    60        89.69595337    250.16772976     0.07580784     75.66620066
    61        91.29894638    250.17596698     0.07736886     75.73887195
    62        92.90193176    250.18621899     0.07892970     75.80976653
    63        94.50492859    250.19578129     0.08048996     75.87941847
    64        96.10791778    250.20321766     0.08205039     75.94763108
    65        97.71089935    250.20680890     0.08361142     76.01314385
    66        99.31389618    250.20673496     0.08517299     76.07598506
    67        100.91688919    250.20561661     0.08673565     76.13693574
    68        102.51987457    250.20539190     0.08829997     76.19593121
    69        104.12286758    250.20588302     0.08986567     76.25353000
    70        105.72586059    250.20650084     0.09143217     76.30900053
    71        107.32884597    250.20843952     0.09299880     76.35947795
    72        108.93183518    250.21308271     0.09456459     76.40575841
    73        110.53482818    250.21781417     0.09612937     76.45198634
    74        112.13781356    250.21637401     0.09769444     76.49770209
    75        113.74080276    250.20475093     0.09926128     76.53852024
    76        115.34379577    250.18657681     0.10082989     76.57455820
    77        116.94678497    250.17127587     0.10239873     76.61047724
    78        118.54977417    250.16600970     0.10396621     76.64963236
    79        120.15276718    250.17058770     0.10553200     76.69276508
    80        121.75575637    250.17977636     0.10709697     76.73809177
    81        123.35874939    250.18848972     0.10866190     76.78231431
    82        124.96173477    250.19408623     0.11022682     76.82428690
    83        126.56472396    250.19612689     0.11179163     76.86469241
    84        128.16770935    250.19665225     0.11335585     76.90334789
    85        129.77070618    250.19885689     0.11491829     76.94045541
    86        131.37369537    250.20268589     0.11647857     76.97696957
    87        132.97668457    250.20442684     0.11803787     77.01261515
    88        134.57968140    250.20332604     0.11959727     77.04676656
    89        136.18267059    250.20488747     0.12115656     77.08105944
    90        137.78564453    250.21438405     0.12271544     77.11792568
    91        139.38864898    250.22924079     0.12427480     77.15564464
    92        140.99163818    250.24093203     0.12583541     77.18940988
    93        142.59463501    250.24411007     0.12739673     77.21871941
    94        144.19763183    250.24121517     0.12895824     77.24806438
    95        145.80061340    250.23822535     0.13052018     77.27938216
    96        147.40359497    250.23827567     0.13208252     77.31009103
    97        149.00659180    250.23925162     0.13364501     77.33800225
    98        150.60958099    250.23608370     0.13520833     77.36304305
    99        152.21257019    250.22542002     0.13677351     77.38605040
   100        153.81555176    250.20817249     0.13834059     77.40805496
   101        155.41854858    250.18800839     0.13990898     77.43018339
   102        157.02154541    250.17033618     0.14147852     77.45372647
   103        158.62452698    250.16224581     0.14304879     77.47945380
   104        160.22752380    250.16674824     0.14461848     77.50722696
   105        161.83050537    250.17751954     0.14618657     77.53597831
   106        163.43350219    250.18601317     0.14775338     77.56344325
   107        165.03648376    250.19124265     0.14931940     77.58731713
   108        166.63948059    250.19887030     0.15088351     77.60858733
   109        168.24246216    250.21381323     0.15244365     77.63225555
   110        169.84545898    250.23412142     0.15399975     77.66164684
   111        171.44844818    250.25130866     0.15555506     77.69334496
   112        173.05143738    250.25768305     0.15711371     77.71989907
   113        174.65442657    250.25271353     0.15867749     77.73752015
   114        176.25741577    250.24189205     0.16024490     77.75007115
   115        177.86040497    250.23032726     0.16181281     77.76275858
   116        179.46338653    250.21952940     0.16337876     77.77502668
   117        181.06638336    250.20929987     0.16494186     77.78477668
   118        182.66937256    250.19852262     0.16650298     77.79404068
   119        184.27236938    250.18631287     0.16806398     77.80595190
   120        185.87535858    250.17518070     0.16962640     77.82107404
   121        187.47834015    250.16951555     0.17119084     77.83860143
   122        189.08133697    250.17113434     0.17275696     77.85778381
   123        190.68432617    250.17911883     0.17432360     77.87801496
   124        192.28732300    250.18957604     0.17588983     77.89869005
   125        193.89030457    250.19417953     0.17745622     77.91786569
   126        195.49330139    250.18770864     0.17902384     77.93366341
   127        197.09629059    250.17686333     0.18059227     77.94790768
   128        198.69928741    250.17218908     0.18215994     77.96362390
   129        200.30226135    250.17470891     0.18372579     77.98073580
   130        201.90525818    250.17859119     0.18528979     77.99766531
   131        203.50825500    250.18110964     0.18685223     78.01427490
   132        205.11122894    250.18306885     0.18841353     78.03070345
   133        206.71424103    250.18582334     0.18997467     78.04504723
   134        208.31722259    250.19214253     0.19153685     78.05641571
   135        209.92020416    250.20253201     0.19310092     78.06740719
   136        211.52320862    250.21081599     0.19466741     78.07980723
   137        213.12619781    250.21062646     0.19623645     78.09259136
   138        214.72917175    250.20281275     0.19780750     78.10403717
   139        216.33217621    250.19318707     0.19937922     78.11382191
   140        217.93516540    250.18716261     0.20095010     78.12436482
   141        219.53813934    250.18675394     0.20251964     78.13771165
   142        221.14115143    250.19080039     0.20408842     78.15202196
   143        222.74413299    250.19735419     0.20565700     78.16398309
   144        224.34712219    250.20431871     0.20722538     78.17274944
   145        225.95011139    250.20893328     0.20879355     78.18017574
   146        227.55310058    250.20914542     0.21036187     78.18831642
   147        229.15608978    250.20464775     0.21193056     78.19765196
   148        230.75907898    250.19596018     0.21349914     78.20733571
   149        232.36207580    250.18540037     0.21506614     78.21631569
   150        233.96506500    250.17796029     0.21663041     78.22466635
   151        235.56805420    250.17648874     0.21819292     78.23291416
   152        237.17104339    250.17892992     0.21975613     78.24047340
   153        238.77404022    250.18278428     0.22132137     78.24736917
   154        240.37702179    250.18712400     0.22288795     78.25479857
   155        241.98001098    250.19130437     0.22445439     78.26255682
