65-3_DIL_202-19_AA6082_average.asc    T=200∞C    phi∞=10.0    Yield=1.10697785
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    200.38924408     0.00015704     1.10697785
     5        0.00126266    200.38143281     0.00342230     27.56279948
     6        0.00256729    200.37741768     0.00830132     53.34651240
     7        0.00387954    200.37934960     0.01567986     76.62470021
     8        0.00518417    200.38947911     0.02572799     95.98992661
     9        0.00649833    200.41081418     0.03770472     111.07844495
    10        0.00780868    200.44733842     0.05058878     122.33782402
    11        0.00912284    200.50342806     0.06385470     130.54127162
    12        0.01042938    200.58285286     0.07741604     136.47317936
    13        0.01173973    200.68805215     0.09115392     140.81008143
    14        0.01304435    200.82011301     0.10489776     144.06830259
    15        0.01436424    200.97943087     0.11861345     146.59874789
    16        0.01566696    201.16661419     0.13233756     148.63077849
    17        0.01697922    201.38300648     0.14608161     150.31139206
    18        0.01829147    201.63047143     0.15984450     151.72864751
    19        0.01960372    201.91060290     0.17358978     152.94071240
    20        0.02090073    202.22385441     0.18724122     153.99247530
    21        0.02221870    202.56917825     0.20074004     154.91132945
    22        0.02352714    202.94458744     0.21405919     155.70873806
    23        0.02483177    203.34836843     0.22717692     156.39242818
    24        0.02615165    203.77989260     0.24008460     156.97232031
    25        0.02746391    204.23916338     0.25281036     157.45985437
    26        0.02876663    204.72546089     0.26540710     157.86859193
    27        0.03007888    205.23631851     0.27792764     158.21217576
    28        0.03139495    205.76764707     0.29042059     158.49870324
    29        0.03269386    206.31481396     0.30292945     158.73205312
    30        0.03401374    206.87392984     0.31548792     158.91568341
    31        0.03532028    207.44262790     0.32812103     159.05063895
    32        0.03662300    208.01997236     0.34084324     159.13786580
    33        0.03794479    208.60571146     0.35364738     159.18239889
    34        0.03925132    209.19957137     0.36650190     159.18820462
    35        0.04055786    209.80111891     0.37936912     159.15345193
    36        0.04187202    210.40999593     0.39221979     159.07612753
    37        0.04318046    211.02595614     0.40502987     158.96039728
    38        0.04448509    211.64860931     0.41777762     158.81569072
    39        0.04579544    212.27733485     0.43044842     158.65298139
    40        0.04711151    212.91157880     0.44304413     158.48099865
    41        0.04841804    213.55110517     0.45558653     158.30467020
    42        0.04972839    214.19574170     0.46810312     158.12686838
    43        0.05103874    214.84474711     0.48061429     157.94845654
    44        0.05234718    215.49630489     0.49313562     157.77020239
    45        0.05365753    216.14747056     0.50567973     157.59769792
    46        0.05496216    216.79457573     0.51825674     157.43832678
    47        0.05627823    217.43400493     0.53087547     157.29445313
    48        0.05760192    218.06326809     0.54353850     157.16450945
    49        0.05890465    218.68206960     0.55624090     157.04690435
    50        0.06020736    219.29279835     0.56897709     156.93934644
    51        0.06151390    219.90005663     0.58174197     156.83901879
    52        0.06282997    220.50945306     0.59452111     156.74743668
    53        0.06414223    221.12621921     0.60728542     156.66982774
    54        0.06544876    221.75403182     0.61999934     156.60933787
    55        0.06675148    222.39420218     0.63263331     156.56747663
    56        0.06807327    223.04539820     0.64517869     156.54486007
    57        0.06937789    223.70403895     0.65765722     156.53720747
    58        0.07069206    224.36527252     0.67011160     156.53507996
    59        0.07200432    224.85548401     0.68254030     156.43527221
