30-1_DIL_179-18_AA6082_average.asc    T=375∞C    phi∞=10.0    Yield=0.21717995
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    374.84127808    -0.00001074     0.21717995
     5        0.00130844    374.81401375     0.00000303     0.18910960
     6        0.00261879    374.79157449     0.00001507     0.18837343
     7        0.00393486    374.77438054     0.00002501     0.20202741
     8        0.00524139    374.76124414     0.00003308     0.21858435
     9        0.00655556    374.75058317     0.00003989     0.23175645
    10        0.00785637    374.74133540     0.00004602     0.24081949
    11        0.00917625    374.73325887     0.00005180     0.24997004
    12        0.01047706    374.72671680     0.00005722     0.25728321
    13        0.01179314    374.72225790     0.00006204     0.26268961
    14        0.01309585    374.72025322     0.00006606     0.27274625
    15        0.01441002    374.72067600     0.00006921     0.28529692
    16        0.01572037    374.72305122     0.00007163     0.29140187
    17        0.01702881    374.72664265     0.00007360     0.29066688
    18        0.01834488    374.73086384     0.00007542     0.28705226
    19        0.01965333    374.73568234     0.00007712     0.27786826
    20        0.02095794    374.74167913     0.00007843     0.26174200
    21        0.02227211    374.74959787     0.00007876     0.24673011
    22        0.02358055    374.75960468     0.00007767     0.23610308
    23        0.02489853    374.77078839     0.00007519     0.22836308
    24        0.02620888    374.78132601     0.00007205     0.23516364
    25        0.02750969    374.78923820     0.00006938     0.26441298
    26        0.02882385    374.79322781     0.00006824     0.30153287
    27        0.03013229    374.79311183     0.00006916     0.32776014
    28        0.03144645    374.78972279     0.00007202     0.33564397
    29        0.03275109    374.78449988     0.00007616     0.33056767
    30        0.03406334    374.77905100     0.00008060     0.32149586
    31        0.03536796    374.77476411     0.00008436     0.31025349
    32        0.03668403    374.77236734     0.00008682     0.29603178
    33        0.03799629    374.77149065     0.00008801     0.27902481
    34        0.03930473    374.77063088     0.00008856     0.26247377
    35        0.04061318    374.76788119     0.00008929     0.25424641
    36        0.04192161    374.76213257     0.00009072     0.25884482
    37        0.04323005    374.75387310     0.00009281     0.27261743
    38        0.04454422    374.74498368     0.00009516     0.29008899
    39        0.04584885    374.73779222     0.00009728     0.31148443
    40        0.04716111    374.73412120     0.00009881     0.33601001
    41        0.04846573    374.73478567     0.00009962     0.35318842
    42        0.04978371    374.73949081     0.00009969     0.35697011
    43        0.05109406    374.74688723     0.00009910     0.35205780
    44        0.05240822    374.75472579     0.00009808     0.33911310
    45        0.05371475    374.76028789     0.00009712     0.32034139
    46        0.05502128    374.76117921     0.00009683     0.30511629
    47        0.05633354    374.75618711     0.00009761     0.29391693
    48        0.05764199    374.74567859     0.00009948     0.28225783
    49        0.05894661    374.73129129     0.00010213     0.27464956
    50        0.06026077    374.71520946     0.00010523     0.28003360
    51        0.06157303    374.69958123     0.00010867     0.30194618
    52        0.06288529    374.68634438     0.00011256     0.32781060
    53        0.06419945    374.67718674     0.00011693     0.33535447
    54        0.06550026    374.67320725     0.00012158     0.31920927
    55        0.06680870    374.67430667     0.00012604     0.29419018
    56        0.06812286    374.67888182     0.00012978     0.27428619
    57        0.06942749    374.68432023     0.00013248     0.26002022
    58        0.07074737    374.68810538     0.00013414     0.24273613
    59        0.07204628    374.68873044     0.00013505     0.21951343
    60        0.07336044    374.68573923     0.00013569     0.19642860
    61        0.07466888    374.67909446     0.00013670     0.18045663
    62        0.07598305    374.66883346     0.00013856     0.18015978
    63        0.07729530    374.65557350     0.00014132     0.19754363
    64        0.07860374    374.64121177     0.00014446     0.21529958
    65        0.07990456    374.62874038     0.00014719     0.21831737
    66        0.08122826    374.62107674     0.00014910     0.21401426
    67        0.08252907    374.61986382     0.00015035     0.21113081
    68        0.08384704    374.62504018     0.00015138     0.20611915
    69        0.08514786    374.63509887     0.00015247     0.20012416
    70        0.08645439    374.64758132     0.00015352     0.20581456
    71        0.08777427    374.65968036     0.00015419     0.22644584
    72        0.08908845    374.66904153     0.00015426     0.24731829
    73        0.09038734    374.67451111     0.00015382     0.25516686
    74        0.09170723    374.67625279     0.00015322     0.24836555
    75        0.09300804    374.67503005     0.00015290     0.23547919
    76        0.09431839    374.67124902     0.00015323     0.22902602
    77        0.09562683    374.66463544     0.00015439     0.23478615
    78        0.09694862    374.65483198     0.00015638     0.24772336
    79        0.09825135    374.64235997     0.00015903     0.25388987
    80        0.09956360    374.62905710     0.00016235     0.24252617
    81        0.10087395    374.61751594     0.00016807     0.21738744
    82        0.10218239    374.60985939     0.00018547     0.19534631
    83        0.10349273    374.60671768     0.00024504     0.19665658
    84        0.10480500    374.60708783     0.00042185     0.22187330
    85        0.10611725    374.60909258     0.00086344     0.25451706
    86        0.10742378    374.61106609     0.00180844     0.60094797
    87        0.10872841    374.61226593     0.00357742     2.78022467
    88        0.11004448    374.61293038     0.00652353     9.23329103
    89        0.11129951    374.61398751     0.01095158     20.69746471
    90        0.11260796    374.61685348     0.01703907     34.84030120
