06-1_DIL_179-18_AA6082_average.asc    T=475∞C    phi∞=0.001    Yield=0.21077872
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    475.14482116    -0.00008224     0.21077872
     5        1.60299111    475.15029853    -0.00006900     0.25871949
     6        3.20597840    475.15322152    -0.00005616     0.29374616
     7        4.80897713    475.15267575    -0.00004380     0.31300121
     8        6.41196251    475.14884276    -0.00003194     0.31391835
     9        8.01495742    475.14287206    -0.00002069     0.29924848
    10        9.61794282    475.13632483    -0.00001025     0.28163449
    11        11.22093391    475.13061032    -0.00000080     0.27395829
    12        12.82392311    475.12667542     0.00000754     0.27396299
    13        14.42691422    475.12489903     0.00001478     0.27456471
    14        16.02989960    475.12511854     0.00002095     0.27787486
    15        17.63289642    475.12683072     0.00002600     0.28302657
    16        19.23588181    475.12951355     0.00002983     0.28528888
    17        20.83888054    475.13281997     0.00003239     0.28854535
    18        22.44186782    475.13647584     0.00003384     0.29573035
    19        24.04484940    475.14003757     0.00003462     0.30423525
    20        25.64785004    475.14283868     0.00003537     0.31373108
    21        27.25083923    475.14429250     0.00003668     0.32049505
    22        28.85382461    475.14434213     0.00003880     0.32023473
    23        30.45682145    475.14358341     0.00004147     0.31666555
    24        32.05980682    475.14282881     0.00004410     0.31329065
    25        33.66279984    475.14250618     0.00004615     0.31159476
    26        35.26578903    475.14251290     0.00004746     0.31450879
    27        36.86877823    475.14263358     0.00004823     0.31930496
    28        38.47175979    475.14304602     0.00004885     0.31986637
    29        40.07475662    475.14442451     0.00004964     0.31700274
    30        41.67773820    475.14752558     0.00005078     0.31499210
    31        43.28073120    475.15250859     0.00005225     0.31618657
    32        44.88372040    475.15849343     0.00005396     0.32140427
    33        46.48672104    475.16382866     0.00005576     0.32896004
    34        48.08971023    475.16701364     0.00005751     0.33496635
    35        49.69270325    475.16754180     0.00005912     0.33436238
    36        51.29569245    475.16591807     0.00006077     0.32737391
    37        52.89867782    475.16290428     0.00006288     0.32105189
    38        54.50166703    475.15877648     0.00006609     0.32016098
    39        56.10466004    475.15324621     0.00007086     0.32388660
    40        57.70764542    475.14601168     0.00007714     0.32605863
    41        59.31063461    475.13744508     0.00008423     0.31934298
    42        60.91363144    475.12889532     0.00009096     0.30417672
    43        62.51661682    475.12230208     0.00009615     0.28889024
    44        64.11960983    475.11925858     0.00009906     0.28320597
    45        65.72259903    475.12015891     0.00009960     0.28870350
    46        67.32558059    475.12407681     0.00009829     0.29803427
    47        68.92857743    475.12937075     0.00009592     0.30716694
    48        70.53155899    475.13440980     0.00009334     0.31507635
    49        72.13456344    475.13798142     0.00009129     0.31938637
    50        73.73753738    475.13953534     0.00009035     0.32060201
    51        75.34053421    475.13950078     0.00009066     0.32048560
    52        76.94353103    475.13937151     0.00009179     0.31773456
    53        78.54652024    475.14105267     0.00009297     0.30881293
    54        80.14950943    475.14568521     0.00009359     0.29610605
    55        81.75249863    475.15293198     0.00009355     0.29354838
    56        83.35548782    475.16137817     0.00009324     0.30716799
    57        84.95848465    475.16958602     0.00009320     0.31937224
    58        86.56146622    475.17679794     0.00009414     0.31705932
    59        88.16446305    475.18285844     0.00009755     0.30855936
    60        89.76744462    475.18777729     0.00010701     0.30272457
    61        91.37044144    475.19149963     0.00012948     0.30402943
    62        92.97343063    475.19398247     0.00017605     0.33608164
    63        94.57641221    475.19533748     0.00026203     0.48662198
    64        96.17940902    475.19582351     0.00040637     0.91772980
    65        97.78239823    475.19564436     0.00063117     1.80798368
    66        99.38537980    475.19474084     0.00096085     3.36601466
    67        100.94742966    475.19287887     0.00142008     5.83894683
    68        102.53115463    475.19002854     0.00203019     9.23288176
    69        104.13412858    475.18659229     0.00280446     13.03013297
    70        105.73712540    475.18313859     0.00374468     16.43952047
    71        107.34012223    475.17986302     0.00484051     18.94884973
    72        108.94310379    475.17630900     0.00607196     20.52745115
    73        110.54609299    475.17164938     0.00741373     21.41135865
    74        112.14908982    475.16536512     0.00883958     21.86189698
    75        113.75208665    475.15777868     0.01032572     22.07158426
    76        115.35506058    475.14990394     0.01185256     22.15765512
