40-1_DIL_202-19_AA6082_average.asc    T=225∞C    phi∞=0.001    Yield=0.52679209
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    225.07478841     0.00026577     0.52679209
     5        1.60298920    225.09378445     0.00070011     1.67021801
     6        3.20597839    225.11185113     0.00115215     3.30525512
     7        4.78774261    225.12809889     0.00162840     5.69209320
     8        6.38160960    225.14142164     0.00213389     9.00436811
     9        7.98460134    225.15106403     0.00267624     13.31887275
    10        9.58759562    225.15737747     0.00326820     18.66933447
    11        11.19058990    225.16203214     0.00392678     25.00238487
    12        12.79357147    225.16736003     0.00466965     31.98565886
    13        14.39656575    225.17521919     0.00551053     39.00626514
    14        15.99955241    225.18608938     0.00645618     45.47649244
    15        17.60254160    225.19890553     0.00750566     51.09518705
    16        19.20552826    225.21163297     0.00865176     55.83679280
    17        20.80852763    225.22212079     0.00988337     59.79721092
    18        22.41151428    225.22871061     0.01118776     63.08284433
    19        24.01449585    225.23046919     0.01255219     65.78513486
    20        25.61749776    225.22731781     0.01396481     67.99345078
    21        27.22048950    225.22027426     0.01541507     69.80264743
    22        28.82347107    225.21155038     0.01689393     71.30117873
    23        30.42646789    225.20401536     0.01839391     72.56035568
    24        32.02945963    225.20004241     0.01990908     73.63728033
    25        33.63243611    225.20048691     0.02143479     74.57701416
    26        35.23542785    225.20454534     0.02296749     75.41205665
    27        36.83842468    225.21050873     0.02450454     76.16469559
    28        38.44141642    225.21680034     0.02604422     76.85108850
    29        40.04440816    225.22262167     0.02758558     77.48372558
    30        41.64738973    225.22786761     0.02912833     78.07039349
    31        43.25038147    225.23252674     0.03067262     78.61479528
    32        44.85337829    225.23621846     0.03221881     79.11992626
    33        46.45635986    225.23834164     0.03376731     79.58936885
    34        48.05935160    225.23866811     0.03531831     80.02669511
    35        49.66233825    225.23781044     0.03687160     80.43593822
    36        51.26533508    225.23710462     0.03842647     80.81951304
    37        52.86831665    225.23788271     0.03998189     81.17705948
    38        54.47130330    225.24064167     0.04153697     81.51341145
    39        56.07429504    225.24478109     0.04309138     81.83981272
    40        57.67729187    225.24905486     0.04464540     82.16118075
    41        59.28028869    225.25224421     0.04619970     82.47152208
    42        60.88327535    225.25357723     0.04775497     82.76312353
    43        62.48625183    225.25285236     0.04931164     83.03411992
    44        64.08924865    225.25040532     0.05086982     83.28633509
    45        65.69224548    225.24696934     0.05242930     83.52161353
    46        67.29523214    225.24343883     0.05398976     83.74419998
    47        68.89822387    225.24057094     0.05555079     83.95960481
    48        70.50121053    225.23868015     0.05711207     84.16896352
    49        72.10421244    225.23747688     0.05867337     84.37042146
    50        73.70719909    225.23629119     0.06023465     84.56336687
    51        75.31018066    225.23469303     0.06179600     84.74896482
    52        76.91318257    225.23300419     0.06335749     84.92828546
    53        78.51615905    225.23207090     0.06491906     85.09927187
    54        80.11915588    225.23237572     0.06648055     85.26061777
    55        81.72214762    225.23340080     0.06804187     85.41711241
    56        83.32513427    225.23398411     0.06960313     85.57293042
    57        84.92812602    225.23332363     0.07116459     85.72601174
    58        86.53111267    225.23159033     0.07272664     85.87365217
    59        88.13410441    225.22961365     0.07428971     86.01580429
    60        89.73709106    225.22812037     0.07585431     86.15072293
    61        91.34008280    225.22735751     0.07742084     86.27578295
    62        92.94306945    225.22734474     0.07898928     86.39401892
    63        94.54606628    225.22825374     0.08055907     86.51084453
    64        96.14906311    225.23034569     0.08212929     86.62712943
    65        97.75203450    225.23353857     0.08369907     86.74115629
    66        99.35504150    225.23722597     0.08526793     86.85205612
    67        100.95802307    225.24069410     0.08683576     86.95945984
    68        102.56101481    225.24368623     0.08840255     87.06253058
    69        104.16400655    225.24643286     0.08996833     87.16082062
    70        105.76698812    225.24916068     0.09153316     87.25639601
    71        107.36997985    225.25171946     0.09309744     87.35353198
    72        108.97297668    225.25368747     0.09466182     87.45463394
    73        110.57597351    225.25468911     0.09622704     87.55715997
    74        112.17894490    225.25457159     0.09779354     87.65539070
    75        113.78193664    225.25342775     0.09936133     87.74391413
    76        115.38493347    225.25158306     0.10092995     87.82021720
    77        116.98792521    225.24951996     0.10249869     87.88733222
    78        118.59091186    225.24769760     0.10406695     87.95305590
    79        120.19390869    225.24637589     0.10563445     88.02419154
    80        121.79689025    225.24551553     0.10720124     88.10148189
    81        123.39988708    225.24467746     0.10876758     88.17989200
    82        125.00287374    225.24301076     0.11033384     88.25575754
    83        126.60586039    225.23964886     0.11190046     88.33059567
    84        128.20884704    225.23445163     0.11346776     88.40461178
    85        129.81184387    225.22836256     0.11503594     88.47494713
    86        131.41483561    225.22285256     0.11660491     88.54200811
    87        133.01782226    225.21896013     0.11817444     88.60995458
    88        134.62081400    225.21682748     0.11974416     88.67978348
    89        136.22380066    225.21588553     0.12131372     88.74527962
    90        137.82679748    225.21526534     0.12288277     88.80130996
    91        139.42977905    225.21427860     0.12445104     88.85330504
    92        141.03277079    225.21292916     0.12601835     88.90909276
    93        142.63576762    225.21198736     0.12758468     88.96812850
    94        144.23875427    225.21224666     0.12915032     89.02710798
    95        145.84175109    225.21353911     0.13071583     89.08715591
    96        147.44474284    225.21459484     0.13228183     89.14972189
    97        149.04771423    225.21401170     0.13384865     89.21107785
    98        150.65072123    225.21140687     0.13541621     89.26642037
    99        152.25370788    225.20765614     0.13698428     89.31657194
   100        153.85668437    225.20410834     0.13855280     89.36590332
   101        155.45969136    225.20166738     0.14012195     89.41723824
   102        157.06266784    225.20058039     0.14169194     89.46974587
   103        158.66566467    225.20084475     0.14326277     89.51956013
   104        160.26866149    225.20256942     0.14483423     89.56581864
   105        161.87162780    225.20596097     0.14640605     89.61412368
   106        163.47463480    225.21111200     0.14797794     89.66787910
   107        165.07762146    225.21780322     0.14954966     89.72285301
   108        166.68060811    225.22538695     0.15112105     89.77515749
   109        168.28361511    225.23284267     0.15269208     89.82561811
   110        169.88659159    225.23909446     0.15426290     89.87637762
   111        171.48957824    225.24346525     0.15583378     89.92736575
   112        173.09257507    225.24592518     0.15740489     89.97483465
   113        174.69556172    225.24692899     0.15897631     90.01631800
   114        176.29854838    225.24705849     0.16054791     90.05470339
   115        177.90153503    225.24680537     0.16211936     90.09404962
   116        179.50453186    225.24647713     0.16369016     90.13451853
   117        181.10752868    225.24605424     0.16525984     90.17353667
   118        182.71049499    225.24513960     0.16682827     90.21219779
   119        184.31349182    225.24323051     0.16839574     90.25460238
   120        185.91648864    225.24013627     0.16996293     90.29989191
   121        187.51948547    225.23614138     0.17153074     90.34526499
   122        189.12246195    225.23181762     0.17310012     90.39313020
   123        190.72546895    225.22776023     0.17467179     90.44393183
   124        192.32844543    225.22452999     0.17624603     90.49065671
   125        193.93145243    225.22273250     0.17782244     90.52845771
   126        195.53443908    225.22288861     0.17940013     90.55910450
   127        197.13742574    225.22501779     0.18097802     90.58678201
   128        198.74042256    225.22836667     0.18255524     90.61784286
   129        200.34339904    225.23164489     0.18413131     90.65476099
   130        201.94640604    225.23354669     0.18570612     90.69042184
   131        203.54938253    225.23316448     0.18727978     90.71968299
   132        205.15237935    225.23029749     0.18885257     90.74749528
   133        206.75536601    225.22578633     0.19042478     90.77924827
   134        208.35835266    225.22159270     0.19199662     90.81371985
   135        209.96134948    225.22017506     0.19356809     90.84868042
   136        211.56433614    225.22326667     0.19513912     90.88574116
   137        213.16733297    225.23083074     0.19670968     90.92757251
   138        214.77030944    225.24093232     0.19827988     90.97419331
   139        216.37330627    225.25057823     0.19984995     91.02117618
   140        217.97629293    225.25698659     0.20142012     91.06326599
   141        219.57928975    225.25867321     0.20299053     91.09997641
   142        221.18227641    225.25589854     0.20456123     91.13252847
   143        222.78526306    225.25023948     0.20613224     91.16117316
   144        224.38825988    225.24357488     0.20770357     91.18894956
   145        225.99123637    225.23730428     0.20927533     91.21986372
   146        227.59424337    225.23235051     0.21084754     91.25287909
   147        229.19721984    225.22956573     0.21242006     91.28442247
   148        230.80021667    225.22975824     0.21399263     91.31610286
   149        232.40320333    225.23315796     0.21556510     91.35296330
   150        234.00618998    225.23887439     0.21713756     91.39504002
   151        235.60918681    225.24495714     0.21871026     91.43752707
   152        237.21217346    225.24917863     0.22028345     91.47693406
   153        238.81517028    225.25009700     0.22185718     91.51150526
   154        240.41814677    225.24767751     0.22343126     91.53970421
   155        242.02114359    225.24303947     0.22500541     91.56302600
   156        243.62413024    225.23764168     0.22657941     91.58629356
   157        245.22712707    225.23266615     0.22815316     91.61213062
   158        246.83011373    225.22896467     0.22972652     91.63887234
   159        248.43310038    225.22723286     0.23129925     91.66416801
   160        250.03609721    225.22798035     0.23287106     91.68805923
   161        251.63907369    225.23133670     0.23444171     91.71357683
   162        253.24208068    225.23697582     0.23601113     91.74276871
   163        254.84505717    225.24419156     0.23757944     91.77333415
   164        256.44805399    225.25196038     0.23914707     91.80294485
   165        258.05104065    225.25904309     0.24071459     91.83302104
   166        259.65402730    225.26435176     0.24228261     91.86549555
   167        261.25702413    225.26745844     0.24385150     91.89828172
   168        262.86001078    225.26871900     0.24542136     91.92747075
   169        264.46300761    225.26880927     0.24699212     91.95351286
   170        266.06598409    225.26819265     0.24856359     91.97821046
   171        267.66898091    225.26707555     0.25013551     91.99919153
   172        269.27196757    225.26568468     0.25170754     92.01538617
   173        270.87497457    225.26432704     0.25327942     92.03163517
   174        272.47796122    225.26314215     0.25485114     92.05392470
   175        274.08093770    225.26191205     0.25642295     92.08193073
   176        275.68394470    225.26017192     0.25799522     92.10928623
   177        277.28692118    225.25754300     0.25956822     92.13323656
   178        278.88991801    225.25407488     0.26114201     92.15520909
   179        280.49290466    225.25036212     0.26271638     92.17463381
   180        282.09590149    225.24726819     0.26429091     92.19148856
   181        283.69887797    225.24535625     0.26586520     92.20728322
   182        285.30187479    225.24441596     0.26743915     92.22334411
