49-1_DIL_202-19_AA6082_average.asc    T=300∞C    phi∞=0.1    Yield=0.26888105
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    299.99505615     0.00000260     0.26888105
     5        0.01899719    300.05372666     0.00017276     1.96336743
     6        0.03800200    300.10648168     0.00037562     4.57856575
     7        0.05612372    300.15143252     0.00061252     8.60460050
     8        0.07511710    300.18871275     0.00089690     14.37910791
     9        0.09412002    300.21991391     0.00127882     21.92347943
    10        0.11312865    300.24711080     0.00184903     30.67113648
    11        0.13212012    300.27196806     0.00269624     39.51200379
    12        0.15112114    300.29525649     0.00384641     47.36414216
    13        0.17012786    300.31698600     0.00525147     53.68358189
    14        0.18911552    300.33709393     0.00682847     58.46509552
    15        0.20812797    300.35611443     0.00849972     61.97985912
    16        0.22711943    300.37510850     0.01021252     64.56244134
    17        0.24612426    300.39480668     0.01194042     66.50666655
    18        0.26512336    300.41475557     0.01367383     68.03155187
    19        0.28412627    300.43328898     0.01541288     69.28203440
    20        0.30312728    300.44837201     0.01716336     70.34666739
    21        0.32212257    300.45865344     0.01893143     71.27840155
    22        0.34112166    300.46401617     0.02071960     72.10747714
    23        0.36012458    300.46542376     0.02252530     72.85048272
    24        0.37912177    300.46441670     0.02434300     73.51977705
    25        0.39812850    300.46274872     0.02616839     74.12608142
    26        0.41712188    300.46225213     0.02799924     74.67670408
    27        0.43612480    300.46453868     0.02983387     75.17714144
    28        0.45512771    300.47026943     0.03167057     75.63316190
    29        0.47413062    300.47841786     0.03350664     76.05189425
    30        0.49312018    300.48629026     0.03534008     76.43964257
    31        0.51212310    300.49054358     0.03717210     76.79878275
    32        0.53112793    300.48865444     0.03900460     77.13085129
    33        0.55011939    300.48000949     0.04083789     77.43852599
    34        0.56912230    300.46607236     0.04267165     77.72419798
    35        0.58813094    300.44963995     0.04450557     77.99103143
    36        0.60711860    300.43373398     0.04633970     78.24270861
    37        0.62612151    300.42076794     0.04817493     78.48068405
    38        0.64512252    300.41215591     0.05001232     78.70443696
    39        0.66412543    300.40810315     0.05185140     78.91513162
    40        0.68313598    300.40749733     0.05369002     79.11652521
    41        0.70212363    300.40816355     0.05552740     79.31100813
    42        0.72112464    300.40756610     0.05736545     79.49756270
    43        0.74012374    300.40358243     0.05920597     79.67466257
    44        0.75912284    300.39496780     0.06104814     79.84204148
    45        0.77812385    300.38151485     0.06288925     80.00045418
    46        0.79712867    300.36400835     0.06472770     80.15146476
    47        0.81612586    300.34383368     0.06656550     80.29518683
    48        0.83512687    300.32222251     0.06840596     80.43056764
    49        0.85412215    300.29970859     0.07024984     80.55860601
    50        0.87312316    300.27649258     0.07209595     80.68038342
    51        0.89212417    300.25358679     0.07394334     80.79479469
    52        0.91112899    300.23369322     0.07579172     80.90146178
    53        0.93012428    300.22083169     0.07764061     81.00249102
    54        0.94912337    300.21871072     0.07948797     81.10162213
    55        0.96811484    300.22879889     0.08133151     81.20079157
    56        0.98712348    300.24928210     0.08317276     81.29655631
    57        1.00613021    300.27551500     0.08501592     81.38474182
    58        1.02512931    300.30166218     0.08686242     81.46706199
    59        1.04412268    300.32263379     0.08871086     81.54836165
    60        1.06312369    300.33544399     0.09055932     81.63108934
    61        1.08212280    300.33950091     0.09240664     81.71390638
    62        1.10112189    300.33581711     0.09425396     81.79275859
    63        1.12011718    300.32570013     0.09610245     81.86551929
    64        1.13911628    300.30988818     0.09795075     81.93465595
    65        1.15811728    300.28882004     0.09979737     82.00329948
    66        1.17712402    300.26377471     0.10164319     82.07132902
    67        1.19612502    300.23778072     0.10349093     82.13564198
    68        1.21512793    300.21530704     0.10534149     82.19512550
    69        1.23412704    300.20072295     0.10719214     82.25371122
    70        1.25311660    300.19644014     0.10904091     82.31440306
    71        1.27212714    300.20183613     0.11088919     82.37486142
    72        1.29112053    300.21359356     0.11273808     82.43222294
    73        1.31012534    300.22733964     0.11458667     82.48558217
    74        1.32913207    300.23969943     0.11643473     82.53365109
    75        1.34812545    300.24950539     0.11828323     82.57655298
    76        1.36711692    300.25738968     0.12013188     82.61779249
    77        1.38612746    300.26416215     0.12197914     82.66194836
    78        1.40512084    300.26933509     0.12382405     82.71250166
    79        1.42412948    300.27102260     0.12566753     82.76961462
    80        1.44312285    300.26726775     0.12751328     82.82788940
    81        1.46212005    300.25768299     0.12936467     82.88000080
    82        1.48112297    300.24416642     0.13121917     82.92507368
