16-1_DIL_179-18_AA6082_average.asc    T=375∞C    phi∞=0.1    Yield=0.26296105
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    375.35528564     0.00006577     0.26296105
     5        0.01900291    375.28488524     0.00008907     0.26667324
     6        0.03800582    375.22452269     0.00010932     0.26077838
     7        0.05700302    375.17757124     0.00012549     0.24744763
     8        0.07599830    375.14446737     0.00013742     0.23854083
     9        0.09499931    375.12340680     0.00014555     0.24138756
    10        0.11399841    375.11131837     0.00015064     0.24737838
    11        0.13300514    375.10486827     0.00015349     0.24894474
    12        0.15199851    375.10137579     0.00015493     0.25113693
    13        0.17100143    375.09937010     0.00015568     0.25731235
    14        0.19000434    375.09852033     0.00015624     0.26123900
    15        0.20900344    375.09899889     0.00015687     0.25947800
    16        0.22800636    375.10071611     0.00015775     0.25462646
    17        0.24699783    375.10304886     0.00015908     0.24858399
    18        0.26600074    375.10541564     0.00016100     0.24592808
    19        0.28499412    375.10823499     0.00016335     0.24930519
    20        0.30399895    375.11319077     0.00016557     0.24955282
    21        0.32299995    375.12227693     0.00016695     0.24097355
    22        0.34200477    375.13641385     0.00016704     0.23170694
    23        0.36099815    375.15493890     0.00016587     0.22973866
    24        0.37999915    375.17627642     0.00016377     0.23658818
    25        0.39900017    375.19881235     0.00016116     0.24729536
    26        0.41800308    375.22100480     0.00015840     0.25283489
    27        0.43699645    375.24091111     0.00015583     0.25180345
    28        0.45600509    375.25607445     0.00015381     0.25316763
    29        0.47499847    375.26425808     0.00015258     0.25941642
    30        0.49400520    375.26454299     0.00015208     0.26045687
    31        0.51300430    375.25791118     0.00015200     0.25374629
    32        0.53200149    375.24690212     0.00015193     0.24768758
    33        0.55099868    375.23464804     0.00015171     0.24800001
    34        0.57000541    375.22385557     0.00015147     0.25513429
    35        0.58900069    375.21607975     0.00015149     0.26246201
    36        0.60799980    375.21143587     0.00015197     0.26492088
    37        0.62700462    375.20887396     0.00015300     0.26406248
    38        0.64600372    375.20695299     0.00015446     0.25981892
    39        0.66499710    375.20466645     0.00015621     0.25554847
    40        0.68400001    375.20178729     0.00015809     0.25556167
    41        0.70300483    375.19861979     0.00016002     0.25785701
    42        0.72199821    375.19551683     0.00016193     0.25879046
    43        0.74100112    375.19257713     0.00016376     0.25578031
    44        0.75999450    375.18960238     0.00016532     0.25276408
    45        0.77900505    375.18609358     0.00016639     0.25348354
    46        0.79799652    375.18118540     0.00016690     0.25303242
    47        0.81699943    375.17378778     0.00016699     0.25168692
    48        0.83599662    375.16320524     0.00016707     0.25564463
    49        0.85500336    375.14995947     0.00016781     0.26221146
    50        0.87400054    375.13611056     0.00017052     0.26079361
    51        0.89299964    375.12468063     0.00017814     0.24991000
    52        0.91199684    375.11852480     0.00019632     0.24213242
    53        0.93100166    375.11933393     0.00023406     0.24932275
    54        0.94999503    375.12714840     0.00030334     0.30255059
    55        0.96900940    375.14038892     0.00041791     0.49994652
    56        0.98799514    375.15639175     0.00059189     1.01819163
    57        1.00700378    375.17240965     0.00083923     2.17519498
    58        1.02599334    375.18667325     0.00117499     4.50261459
    59        1.04412841    375.19883585     0.00161764     8.50079690
    60        1.06312179    375.20942209     0.00218999     14.24732764
    61        1.08212089    375.21853732     0.00291618     21.28579717
    62        1.10111999    375.22459606     0.00381530     28.69150188
    63        1.12012100    375.22392330     0.00489471     35.37031495
    64        1.13912200    375.21162431     0.00614682     40.61872851
    65        1.15811538    375.18331741     0.00755081     44.36124068
    66        1.17711829    375.13679058     0.00907790     46.90164407
    67        1.19612312    375.07277695     0.01069765     48.61998897
    68        1.21511650    374.99466036     0.01238300     49.82430632
    69        1.23413086    374.90752017     0.01411310     50.72076591
    70        1.25312804    374.81708818     0.01587391     51.43752595
    71        1.27212333    374.72887889     0.01765703     52.04700506
    72        1.29112815    374.64738794     0.01945770     52.58175839
    73        1.31011772    374.57535597     0.02127294     53.05409350
    74        1.32912635    374.51356692     0.02310037     53.47189184
    75        1.34812164    374.46164277     0.02493776     53.84732599
    76        1.36712836    374.41943486     0.02678303     54.18928383
    77        1.38612175    374.38789409     0.02863429     54.49432981
    78        1.40512275    374.36876382     0.03048998     54.75941889
    79        1.42411995    374.36350846     0.03234879     54.99276305
    80        1.44312095    374.37234406     0.03420962     55.20278448
    81        1.46211624    374.39397116     0.03607157     55.38535578
    82        1.48112297    374.42618590     0.03793403     55.53690625
    83        1.50011825    374.46702666     0.03979677     55.67046839
    84        1.51911735    374.51559859     0.04165981     55.79859199
    85        1.53812217    374.57188024     0.04352342     55.91511267
    86        1.55712508    374.63577726     0.04538806     56.01088381
    87        1.57611656    374.70638358     0.04725421     56.09223681
    88        1.59512138    374.78200376     0.04912221     56.16734074
    89        1.61412238    374.86057656     0.05099195     56.23074626
    90        1.63312530    374.93985230     0.05286295     56.27785954
    91        1.65211868    375.01720929     0.05473464     56.31773098
    92        1.67113113    375.08960499     0.05660677     56.35948339
    93        1.69012069    375.15417697     0.05847965     56.40361432
    94        1.70912170    375.20942822     0.06035386     56.44919162
    95        1.72812270    375.25626277     0.06222984     56.49076762
    96        1.74712371    375.29800120     0.06410756     56.51977572
    97        1.76612091    375.33911881     0.06598654     56.53892307
    98        1.78512382    375.38334593     0.06786611     56.55866448
    99        1.80412483    375.43217092     0.06974563     56.58096987
   100        1.82311821    375.48440113     0.07162454     56.60121469
   101        1.84212112    375.53671601     0.07350232     56.61879142
   102        1.86112403    375.58469929     0.07537858     56.63653744
   103        1.88012313    375.62384358     0.07725319     56.65570986
   104        1.89912223    375.65030441     0.07912644     56.67624200
   105        1.91812705    375.66148465     0.08099900     56.70104486
   106        1.93712043    375.65658652     0.08287149     56.73089548
   107        1.95612907    375.63698505     0.08474419     56.75888779
   108        1.97513008    375.60603079     0.08661693     56.77800598
   109        1.99412918    375.56816736     0.08848943     56.79025313
   110        2.01313018    375.52783952     0.09036155     56.80553000
   111        2.03211783    375.48880023     0.09223340     56.82885498
   112        2.05112838    375.45389389     0.09410513     56.85395285
   113        2.07011985    375.42488649     0.09597694     56.87373419
   114        2.08912086    375.40203238     0.09784913     56.88901210
   115        2.10812759    375.38362393     0.09972211     56.90581330
   116        2.12712288    375.36615209     0.10159646     56.92464138
   117        2.14612007    375.34548925     0.10347270     56.93830463
   118        2.16512679    375.31878347     0.10535120     56.94557344
   119        2.18412780    375.28606779     0.10723185     56.94932136
   120        2.20311927    375.25050212     0.10911396     56.94734115
   121        2.22212600    375.21689068     0.11099645     56.93864841
   122        2.24113082    375.18930289     0.11287832     56.92974014
   123        2.26011276    375.16935390     0.11475904     56.92938966
   124        2.27911758    375.15623258     0.11663867     56.93619972
   125        2.29812812    375.14822064     0.11851759     56.94085633
   126        2.31711960    375.14438596     0.12039623     56.93976627
   127        2.33613204    375.14519832     0.12227487     56.93646466
