32-1_DIL_179-18_AA6082_average.asc    T=425∞C    phi∞=10.0    Yield=0.01266905
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    424.70846557     0.00001394     0.01266905
     5        0.00130272    424.73413543     0.00000458     0.07130381
     6        0.00262260    424.75567271    -0.00000355     0.11647304
     7        0.00392723    424.77174945    -0.00001013     0.16039647
     8        0.00523567    424.78225179    -0.00001504     0.19628601
     9        0.00655365    424.78788950    -0.00001818     0.20842167
    10        0.00785637    424.78971563    -0.00001938     0.20998005
    11        0.00916481    424.78884459    -0.00001849     0.22372889
    12        0.01047325    424.78635730    -0.00001546     0.24722182
    13        0.01179122    424.78318479    -0.00001038     0.26805932
    14        0.01310157    424.77993742    -0.00000348     0.28354512
    15        0.01440620    424.77686914     0.00000481     0.29488000
    16        0.01573181    424.77407813     0.00001386     0.29939399
    17        0.01702690    424.77178011     0.00002282     0.29227577
    18        0.01833725    424.77040178     0.00003079     0.27253498
    19        0.01964569    424.77042388     0.00003710     0.24731012
    20        0.02095794    424.77212875     0.00004149     0.22802295
    21        0.02227020    424.77545011     0.00004416     0.22046013
    22        0.02357864    424.78002299     0.00004561     0.22243463
    23        0.02488708    424.78543627     0.00004635     0.22819758
    24        0.02619934    424.79158326     0.00004676     0.23466141
    25        0.02751159    424.79886978     0.00004704     0.24454028
    26        0.02882003    424.80804713     0.00004731     0.26102245
    27        0.03012275    424.81969176     0.00004768     0.28205300
    28        0.03143882    424.83365609     0.00004827     0.29999446
    29        0.03274726    424.84887924     0.00004916     0.30765064
    30        0.03405762    424.86369952     0.00005027     0.30640208
    31        0.03536796    424.87644886     0.00005139     0.30015369
    32        0.03667450    424.88594799     0.00005229     0.28760879
    33        0.03799438    424.89170260     0.00005287     0.27118902
    34        0.03929901    424.89389620     0.00005313     0.25760673
    35        0.04061317    424.89331902     0.00005307     0.25042408
    36        0.04191589    424.89117767     0.00005264     0.24843012
    37        0.04322624    424.88869631     0.00005197     0.24833497
    38        0.04453850    424.88668313     0.00005152     0.25640986
    39        0.04585075    424.88540159     0.00005200     0.28189918
    40        0.04716301    424.88483306     0.00005385     0.31566409
    41        0.04846572    424.88499942     0.00005685     0.33827984
    42        0.04977226    424.88593055     0.00006009     0.34070380
    43        0.05109405    424.88723835     0.00006241     0.32894427
    44        0.05239868    424.88773892     0.00006313     0.31692036
    45        0.05370903    424.88566056     0.00006237     0.30957242
    46        0.05502510    424.87951218     0.00006092     0.30052380
    47        0.05632972    424.86903734     0.00005975     0.28199405
    48        0.05763244    424.85548701     0.00005958     0.25175327
    49        0.05894852    424.84095511     0.00006079     0.22593496
    50        0.06026077    424.82731234     0.00006343     0.22590071
    51        0.06157302    424.81560843     0.00006728     0.25346864
    52        0.06287574    424.80630843     0.00007180     0.29373088
    53        0.06418991    424.79985777     0.00007624     0.32210353
    54        0.06550026    424.79678508     0.00007986     0.32003737
    55        0.06680679    424.79714188     0.00008219     0.29680866
    56        0.06812095    424.79985029     0.00008325     0.27694294
    57        0.06943130    424.80272208     0.00008339     0.27153401
    58        0.07074165    424.80340337     0.00008309     0.27509185
    59        0.07205581    424.80070960     0.00008267     0.27515021
    60        0.07335472    424.79536557     0.00008223     0.26165142
    61        0.07467079    424.78947652     0.00008182     0.23979655
    62        0.07597542    424.78499865     0.00008162     0.22617215
    63        0.07728576    424.78235730     0.00008200     0.22924148
    64        0.07859802    424.78035538     0.00008340     0.24657438
    65        0.07991218    424.77744751     0.00008599     0.27127417
    66        0.08121681    424.77323581     0.00008958     0.28652294
    67        0.08253097    424.76888669     0.00009368     0.27675508
    68        0.08383751    424.76621668     0.00009773     0.24819322
    69        0.08515739    424.76633009     0.00010121     0.22603629
    70        0.08646202    424.76886394     0.00010375     0.23367432
    71        0.08777427    424.77222477     0.00010513     0.26242212
    72        0.08907700    424.77447542     0.00010547     0.28237410
    73        0.09039306    424.77421800     0.00010526     0.28523986
    74        0.09169769    424.77097745     0.00010525     0.27906308
    75        0.09302139    424.76505569     0.00010616     0.26778183
    76        0.09431457    424.75719642     0.00010833     0.25620791
    77        0.09562683    424.74837304     0.00011154     0.24821372
    78        0.09693908    424.73976097     0.00011510     0.24354081
    79        0.09824752    424.73277072     0.00011824     0.24085617
    80        0.09955787    424.72893158     0.00012064     0.23612209
    81        0.10087203    424.72944518     0.00012367     0.22715033
    82        0.10217476    424.73451132     0.00013488     0.22348029
    83        0.10349273    424.74293317     0.00017998     0.23981785
    84        0.10479736    424.75253242     0.00032579     0.27327104
    85        0.10610961    424.76130028     0.00071082     0.30364678
    86        0.10741043    424.76849372     0.00156918     0.51202866
    87        0.10872459    424.77485662     0.00322613     2.10077266
    88        0.11003494    424.78188677     0.00604981     7.36284090
    89        0.11129188    424.79082168     0.01036630     17.29071952
    90        0.11260223    424.80210805     0.01637320     29.84857666
    91        0.11390876    424.81564286     0.02409460     41.82857729
    92        0.11521721    424.83153803     0.03339608     51.27579938
    93        0.11653518    424.85088057     0.04404184     57.86294390
    94        0.11783981    424.87598420     0.05575922     62.12774552
    95        0.11915397    424.90995331     0.06828601     64.77767882
    96        0.12046241    424.95585592     0.08139468     66.39848577
    97        0.12177658    425.01602877     0.09489897     67.41031560
    98        0.12308311    425.09180361     0.10865052     68.06925552
    99        0.12438965    425.18359615     0.12253226     68.50004839
   100        0.12569809    425.29123303     0.13645225     68.77034251
   101        0.12702370    425.41443954     0.15033911     68.93719846
   102        0.12832642    425.55326090     0.16413900     69.04354794
   103        0.12962532    425.70806985     0.17781384     69.10728066
   104        0.13093757    425.87910118     0.19134075     69.13579488
   105        0.13225365    426.06591210     0.20471211     69.14238908
   106        0.13356590    426.26725137     0.21793520     69.13439427
   107        0.13488006    426.48143935     0.23103100     69.10651220
   108        0.13618278    426.70689204     0.24403163     69.05520277
   109        0.13749122    426.94227633     0.25697662     68.98780114
   110        0.13880348    427.18615119     0.26990802     68.91846702
   111        0.14010810    427.43656705     0.28286467     68.85722740
   112        0.14141654    427.69128071     0.29587645     68.79904670
   113        0.14273262    427.94861298     0.30895967     68.72850991
   114        0.14403725    428.20813935     0.32211477     68.63421657
   115        0.14534950    428.47039075     0.33532679     68.51390000
   116        0.14665603    428.73567716     0.34856865     68.37151457
   117        0.14797210    429.00303684     0.36180671     68.20674026
   118        0.14928817    429.27024828     0.37500753     68.01502558
   119        0.15059471    429.53494530     0.38814450     67.79854050
   120        0.15190124    429.79598341     0.40120279     67.56262280
   121        0.15321731    430.05401339     0.41418174     67.31121284
   122        0.15452003    430.31080834     0.42709443     67.05450729
   123        0.15582848    430.56778810     0.43996513     66.81099891
   124        0.15714455    430.82474390     0.45282554     66.59623651
   125        0.15844917    431.07959369     0.46571046     66.41207116
   126        0.15975570    431.32925349     0.47865304     66.24742247
   127        0.16107177    431.57103065     0.49167968     66.08527877
   128        0.16237640    431.80381463     0.50480547     65.91298954
   129        0.16369057    432.02858929     0.51803101     65.73389635
   130        0.16500282    432.24806332     0.53134093     65.55865421
   131        0.16631507    432.46554186     0.54470429     65.38874915
   132        0.16762161    432.68356614     0.55807749     65.21893760
   133        0.16893387    432.90300628     0.57141053     65.04106710
   134        0.17024040    433.12304228     0.58465533     64.84343437
   135        0.17155075    433.34200850     0.59776980     64.62341453
   136        0.17286300    433.55858380     0.61070790     64.39648118
   137        0.17416763    433.77252554     0.62339015     64.18032247
   138        0.17548561    433.98444646     0.63566402     63.98650935
   139        0.17678642    434.19490402     0.64727975     63.80027746
   140        0.17811012    434.40359286     0.65790578     63.44717134
