02-1_DIL_179-18_AA6082_average.asc    T=375∞C    phi∞=0.001    Yield=0.16797041
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    375.11189270     0.00005504     0.16797041
     5        1.60299302    375.13516351     0.00005832     0.19068424
     6        3.20598412    375.15497862     0.00006241     0.20277016
     7        4.80897331    375.17064328     0.00006754     0.20780531
     8        6.41196060    375.18237505     0.00007357     0.20981292
     9        8.01495743    375.19072675     0.00008002     0.21567201
    10        9.61794472    375.19616782     0.00008637     0.22225965
    11        11.22093201    375.19898404     0.00009237     0.22623745
    12        12.82392693    375.19952511     0.00009800     0.23271838
    13        14.42691803    375.19846874     0.00010334     0.23700910
    14        16.02990914    375.19673964     0.00010825     0.23092792
    15        17.63288689    375.19524571     0.00011244     0.22128039
    16        19.23587990    375.19480972     0.00011554     0.21891812
    17        20.83887482    375.19617596     0.00011736     0.21991560
    18        22.44186211    375.19971903     0.00011801     0.21463104
    19        24.04485894    375.20504710     0.00011797     0.20605042
    20        25.64784050    375.21109921     0.00011780     0.20950168
    21        27.25083542    375.21680462     0.00011787     0.22691489
    22        28.85382271    375.22168956     0.00011826     0.23951425
    23        30.45681191    375.22591216     0.00011892     0.24259207
    24        32.05980492    375.22979239     0.00011986     0.24745572
    25        33.66280175    375.23326871     0.00012122     0.25566136
    26        35.26577950    375.23568096     0.00012319     0.26149781
    27        36.86876869    375.23602198     0.00012588     0.26257460
    28        38.47176170    375.23348178     0.00012922     0.26061096
    29        40.07475471    375.22791030     0.00013306     0.25746203
    30        41.67774010    375.21991636     0.00013719     0.25451559
    31        43.28073693    375.21065061     0.00014142     0.25145752
    32        44.88372612    375.20153321     0.00014552     0.24662771
    33        46.48671532    375.19403671     0.00014922     0.24286834
    34        48.08969689    375.18942690     0.00015218     0.23839864
    35        49.69269371    375.18847710     0.00015410     0.22487978
    36        51.29567528    375.19135372     0.00015483     0.21002139
    37        52.89867592    375.19772166     0.00015443     0.20975906
    38        54.50166893    375.20687051     0.00015320     0.22272083
    39        56.10465050    375.21775009     0.00015156     0.23873175
    40        57.70763588    375.22909838     0.00014997     0.25355674
    41        59.31063271    375.23983844     0.00014878     0.26625725
    42        60.91362953    375.24949970     0.00014803     0.27370047
    43        62.51661873    375.25814518     0.00014756     0.27435765
    44        64.11960411    375.26571234     0.00014721     0.27083793
    45        65.72260475    375.27142485     0.00014708     0.26787742
    46        67.32557869    375.27402043     0.00014749     0.27032752
    47        68.92857170    375.27272935     0.00014869     0.27712116
    48        70.53156090    375.26813262     0.00015054     0.28052982
    49        72.13456154    375.26209252     0.00015253     0.27513985
    50        73.73753929    375.25674188     0.00015410     0.26538594
    51        75.34052848    375.25327724     0.00015510     0.25914389
    52        76.94351769    375.25142908     0.00015582     0.26065020
    53        78.54651833    375.24991733     0.00015677     0.26825025
    54        80.14949989    375.24744062     0.00015831     0.27215198
    55        81.75248909    375.24347900     0.00016043     0.26532848
    56        83.35548210    375.23854424     0.00016278     0.25343654
    57        84.95847511    375.23395949     0.00016484     0.24514093
    58        86.56146431    375.23136398     0.00016613     0.24140657
    59        88.16444970    375.23204625     0.00016661     0.24061327
    60        89.76744652    375.23625567     0.00016743     0.24425637
    61        91.37043953    375.24287685     0.00017197     0.25148596
    62        92.97341729    375.24986786     0.00018700     0.25947583
    63        94.57640647    375.25530958     0.00022300     0.27048892
    64        96.17941093    375.25824187     0.00029333     0.32410638
    65        97.78240013    375.25860777     0.00041233     0.54250497
    66        99.38538170    375.25661487     0.00059333     1.09364050
    67        100.98837853    375.25244353     0.00084746     2.16691354
    68        102.59136772    375.24665491     0.00118411     4.06922707
    69        104.15584374    375.24065003     0.00161279     7.15692221
    70        105.75883293    375.23637838     0.00214494     11.50385546
    71        107.36182213    375.23530838     0.00279362     16.72339917
    72        108.96480370    375.23749643     0.00357071     22.09094943
    73        110.56780052    375.24158763     0.00448265     26.81543273
    74        112.17078972    375.24576882     0.00552750     30.39945124
    75        113.77377892    375.24887936     0.00669457     32.81330813
    76        115.37678337    375.25086986     0.00796651     34.32463405
    77        116.97975731    375.25248380     0.00932287     35.25132011
    78        118.58274651    375.25462279     0.01074339     35.83460294
    79        120.18574333    375.25785941     0.01221038     36.22182634
    80        121.78873253    375.26221282     0.01370979     36.49746982
    81        123.39171409    375.26708395     0.01523138     36.70775693
    82        124.99471855    375.27133247     0.01676817     36.87711210
    83        126.59770012    375.27360031     0.01831567     37.02074508
    84        128.20069695    375.27289201     0.01987103     37.14390797
    85        129.80369377    375.26920843     0.02143228     37.24478762
    86        131.40668297    375.26388500     0.02299768     37.32621272
    87        133.00965691    375.25927897     0.02456546     37.39229686
    88        134.61265373    375.25772651     0.02613395     37.44126722
    89        136.21566582    375.26026916     0.02770195     37.47694055
    90        137.81864739    375.26602943     0.02926913     37.51215045
    91        139.42162132    375.27273177     0.03083605     37.55325772
    92        141.02462578    375.27796938     0.03240367     37.59189320
    93        142.62760735    375.28032844     0.03397284     37.61485964
    94        144.23060417    375.27979573     0.03554383     37.62202893
    95        145.83359337    375.27744861     0.03711631     37.62441183
    96        147.43657494    375.27472667     0.03868959     37.62638479
    97        149.03957176    375.27269218     0.04026314     37.62767363
    98        150.64256859    375.27167520     0.04183684     37.63329772
    99        152.24553490    375.27139115     0.04341097     37.64511122
   100        153.84853172    375.27121642     0.04498597     37.65663169
   101        155.45152092    375.27032732     0.04656219     37.66666948
   102        157.05451774    375.26779437     0.04813974     37.68096754
   103        158.65751457    375.26286719     0.04971846     37.69704739
   104        160.26050377    375.25540491     0.05129795     37.70681611
   105        161.86348534    375.24616430     0.05287769     37.70701680
   106        163.46648216    375.23670053     0.05445722     37.70119294
   107        165.06946373    375.22878570     0.05603622     37.69744171
   108        166.67246056    375.22354382     0.05761468     37.69551430
   109        168.27544212    375.22092655     0.05919288     37.69127512
   110        169.87843132    375.22006182     0.06077120     37.69078982
   111        171.48142815    375.22014612     0.06234980     37.69328968
   112        173.08442497    375.22097402     0.06392854     37.68650948
   113        174.68741417    375.22273171     0.06550713     37.67083564
