33-1_DIL_179-18_AA6082_average.asc    T=450∞C    phi∞=10.0    Yield=0.07924136
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    449.87297058    -0.00004294     0.07924136
     5        0.00130844    449.87135397    -0.00003975     0.13028852
     6        0.00261116    449.86613940    -0.00003460     0.17934733
     7        0.00392341    449.85666499    -0.00002714     0.21368161
     8        0.00523757    449.84343527    -0.00001777     0.22073742
     9        0.00654030    449.82767527    -0.00000734     0.21630027
    10        0.00784683    449.81120425     0.00000304     0.21986000
    11        0.00916671    449.79639499     0.00001232     0.23018516
    12        0.01048087    449.78572671     0.00001978     0.23765339
    13        0.01179314    449.78100043     0.00002527     0.24292081
    14        0.01309013    449.78277740     0.00002914     0.26008009
    15        0.01440621    449.79030498     0.00003194     0.29089177
    16        0.01572036    449.80172398     0.00003427     0.31568367
    17        0.01701736    449.81443710     0.00003680     0.32323745
    18        0.01833534    449.82574747     0.00004017     0.32193099
    19        0.01964187    449.83366423     0.00004464     0.31792467
    20        0.02095413    449.83745641     0.00004991     0.30612814
    21        0.02225875    449.83763868     0.00005516     0.28724835
    22        0.02357292    449.83546565     0.00005952     0.27401860
    23        0.02488327    449.83230285     0.00006244     0.27323977
    24        0.02619361    449.82924344     0.00006391     0.28237353
    25        0.02750396    449.82705306     0.00006430     0.30082599
    26        0.02881431    449.82621929     0.00006419     0.32634096
    27        0.03012657    449.82691178     0.00006407     0.35120695
    28        0.03143119    449.82895034     0.00006434     0.36843636
    29        0.03274917    449.83197834     0.00006513     0.37531411
    30        0.03406143    449.83577375     0.00006634     0.37108666
    31        0.03536224    449.84034554     0.00006771     0.35644258
    32        0.03668212    449.84560720     0.00006900     0.33610711
    33        0.03798866    449.85094046     0.00007024     0.31708575
    34        0.03929138    449.85522165     0.00007163     0.30479941
    35        0.04060554    449.85745036     0.00007333     0.29895326
    36        0.04191017    449.85749296     0.00007529     0.29478108
    37        0.04322433    449.85637214     0.00007724     0.29214624
    38        0.04453468    449.85593737     0.00007890     0.29796679
    39        0.04584503    449.85810934     0.00008007     0.31544419
    40        0.04715347    449.86405755     0.00008071     0.33873772
    41        0.04846763    449.87371826     0.00008086     0.36161616
    42        0.04977607    449.88587634     0.00008063     0.37972400
    43        0.05108452    449.89866454     0.00008010     0.38631368
    44        0.05239487    449.91014441     0.00007935     0.37572529
    45        0.05370712    449.91875459     0.00007854     0.35369136
    46        0.05501174    449.92357881     0.00007791     0.33313652
    47        0.05632401    449.92442048     0.00007776     0.31571365
    48        0.05763054    449.92166172     0.00007832     0.29978519
    49        0.05894470    449.91594105     0.00007963     0.29413996
    50        0.06025886    449.90782024     0.00008163     0.30354012
    51        0.06156158    449.89768192     0.00008419     0.32519659
    52        0.06287765    449.88594803     0.00008727     0.35466837
    53        0.06418037    449.87345300     0.00009098     0.37706095
    54        0.06549453    449.86166321     0.00009540     0.37854390
    55        0.06679916    449.85244084     0.00010029     0.36497773
    56        0.06811905    449.84726921     0.00010498     0.34590009
    57        0.06942176    449.84633817     0.00010874     0.32621695
    58        0.07074165    449.84821162     0.00011116     0.31681396
    59        0.07204437    449.85044446     0.00011239     0.31940255
    60        0.07335090    449.85073234     0.00011298     0.32023905
    61        0.07465934    449.84781545     0.00011348     0.31332569
    62        0.07597542    449.84174250     0.00011427     0.30613158
    63        0.07728576    449.83364155     0.00011537     0.30698876
    64        0.07859039    449.82524391     0.00011655     0.31563623
    65        0.07990837    449.81826108     0.00011757     0.32409609
    66        0.08120728    449.81378589     0.00011838     0.32493765
    67        0.08253098    449.81202648     0.00011924     0.31695444
    68        0.08382797    449.81246220     0.00012048     0.30737738
    69        0.08514404    449.81412154     0.00012218     0.30554795
    70        0.08645820    449.81570084     0.00012416     0.31356052
    71        0.08776664    449.81568197     0.00012617     0.32549575
    72        0.08907318    449.81282949     0.00012818     0.33201201
    73        0.09037971    449.80702245     0.00013029     0.32569401
    74        0.09169578    449.79971099     0.00013250     0.30674991
    75        0.09300041    449.79328087     0.00013458     0.28402422
    76        0.09431457    449.78956235     0.00013619     0.26773395
    77        0.09562110    449.78868190     0.00013727     0.26637248
    78        0.09693718    449.78923526     0.00013808     0.28246286
    79        0.09823799    449.78954385     0.00013905     0.30102096
    80        0.09955215    449.78888545     0.00014064     0.30120061
    81        0.10087013    449.78780050     0.00014470     0.28289611
    82        0.10217666    449.78741506     0.00015974     0.26332711
    83        0.10349083    449.78846169     0.00021372     0.25869133
    84        0.10479736    449.79084064     0.00037610     0.27605324
    85        0.10610008    449.79397322     0.00078534     0.31154079
    86        0.10741615    449.79739239     0.00167046     0.65008741
    87        0.10873413    449.80091821     0.00334937     2.68259527
    88        0.11003685    449.80441656     0.00618819     8.52726402
    89        0.11131478    449.80761784     0.01052183     18.52294104
    90        0.11261749    449.81029007     0.01656449     30.25116832
    91        0.11393547    449.81265618     0.02435547     40.79451817
    92        0.11524391    449.81580775     0.03376739     48.71794447
    93        0.11655044    449.82195207     0.04456237     54.02398142
    94        0.11785697    449.83438081     0.05645852     57.35765626
    95        0.11917305    449.85704336     0.06918054     59.39632995
    96        0.12048149    449.89370888     0.08248962     60.62751397
    97        0.12179374    449.94696683     0.09619503     61.38891755
    98        0.12310409    450.01757753     0.11015018     61.89440610
    99        0.12441063    450.10460814     0.12423982     62.23456631
   100        0.12571716    450.20624164     0.13836891     62.44861189
   101        0.12703133    450.32058761     0.15245928     62.57679290
   102        0.12833786    450.44594465     0.16645169     62.65961089
   103        0.12964439    450.58069479     0.18030739     62.72492094
   104        0.13095855    450.72341317     0.19400663     62.77608803
   105        0.13226699    450.87331576     0.20754521     62.80372727
   106        0.13358116    451.03055541     0.22093149     62.80101464
   107        0.13489532    451.19598419     0.23418435     62.76900598
   108        0.13619995    451.37054866     0.24733141     62.72129855
   109        0.13751411    451.55468093     0.26040664     62.67177819
   110        0.13882828    451.74785685     0.27344679     62.62544474
   111        0.14012718    451.94841183     0.28648716     62.58244646
   112        0.14145088    452.15380926     0.29955781     62.53477056
   113        0.14274788    452.36143022     0.31268129     62.47399707
   114        0.14405823    452.56948289     0.32587123     62.40126913
   115        0.14536475    452.77737037     0.33913066     62.31713153
   116        0.14668464    452.98528020     0.35244980     62.22157645
   117        0.14798927    453.19345015     0.36580536     62.11655644
   118        0.14929771    453.40172559     0.37916380     61.99300450
   119        0.15061569    453.60962023     0.39248912     61.83148545
   120        0.15191840    453.81672810     0.40575213     61.62591503
   121        0.15323066    454.02322760     0.41893724     61.39360906
   122        0.15454674    454.23011838     0.43204393     61.15465304
   123        0.15584946    454.43881860     0.44508423     60.92131954
   124        0.15715980    454.65018561     0.45807890     60.70204981
   125        0.15846443    454.86366506     0.47105426     60.50424813
   126        0.15978240    455.07734901     0.48403973     60.33183979
   127        0.16109657    455.28900546     0.49706512     60.17512313
   128        0.16239929    455.49729094     0.51015773     60.02050198
   129        0.16371536    455.70218118     0.52333958     59.86860053
   130        0.16501999    455.90435937     0.53662430     59.72638667
   131        0.16633224    456.10422033     0.55001283     59.59569503
   132        0.16764260    456.30130535     0.56348904     59.47634887
   133        0.16894722    456.49436111     0.57701817     59.35989613
   134        0.17026138    456.68179459     0.59054953     59.22814353
   135        0.17157173    456.86244431     0.60401877     59.06885661
   136        0.17288017    457.03657240     0.61733950     58.87924277
   137        0.17419433    457.20647735     0.63037881     58.66681603
   138        0.17550850    457.37595844     0.64292754     58.45098737
   139        0.17681503    457.54865483     0.65469007     58.20360952
   140        0.17812729    457.72633678     0.66531276     57.69675828
