11-1_DIL_179-18_AA6082_average.asc    T=425∞C    phi∞=0.01    Yield=0.302473
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    425.13798523     0.00000291     0.30247300
     5        0.16298485    425.15691743     0.00000325     0.29122736
     6        0.32597542    425.17252986     0.00000338     0.28554666
     7        0.48896598    425.18388135     0.00000347     0.28424957
     8        0.65195274    425.19116088     0.00000376     0.28443173
     9        0.81493950    425.19538251     0.00000430     0.28560699
    10        0.97793770    425.19771453     0.00000501     0.29027242
    11        1.14093208    425.19862803     0.00000591     0.29509308
    12        1.30391311    425.19749417     0.00000723     0.29583996
    13        1.46691322    425.19305647     0.00000944     0.29529222
    14        1.62989235    425.18436611     0.00001293     0.29466355
    15        1.79289055    425.17143040     0.00001782     0.28671289
    16        1.95587730    425.15535741     0.00002384     0.26829600
    17        2.11886215    425.13824111     0.00003044     0.25045676
    18        2.28185844    425.12287276     0.00003681     0.23928759
    19        2.44484329    425.11215601     0.00004206     0.22953992
    20        2.60783768    425.10828090     0.00004537     0.22132770
    21        2.77083015    425.11197650     0.00004615     0.21612553
    22        2.93381691    425.12222807     0.00004431     0.21468753
    23        3.09680748    425.13665971     0.00004031     0.22276773
    24        3.25979995    425.15233987     0.00003508     0.24179221
    25        3.42278099    425.16646193     0.00002985     0.26471180
    26        3.58577728    425.17668179     0.00002575     0.28391441
    27        3.74876404    425.18142986     0.00002358     0.29574047
    28        3.91175461    425.18039566     0.00002361     0.29817537
    29        4.07473755    425.17484198     0.00002554     0.29163925
    30        4.23774147    425.16737854     0.00002861     0.28136647
    31        4.40072822    425.16127872     0.00003180     0.27114731
    32        4.56371879    425.15956943     0.00003407     0.25949717
    33        4.72670364    425.16399590     0.00003468     0.25008726
    34        4.88969612    425.17419925     0.00003346     0.25145747
    35        5.05268669    425.18777980     0.00003078     0.26168076
    36        5.21567345    425.20145801     0.00002740     0.27322416
    37        5.37866783    425.21254204     0.00002422     0.28290886
    38        5.54166222    425.21969882     0.00002196     0.28846513
    39        5.70464134    425.22292328     0.00002100     0.28966064
    40        5.86763382    425.22329127     0.00002125     0.28988755
    41        6.03062248    425.22266716     0.00002223     0.29181438
    42        6.19362259    425.22294239     0.00002329     0.29028297
    43        6.35660934    425.22482670     0.00002403     0.28107593
    44        6.51959419    425.22718508     0.00002453     0.27591303
    45        6.68258667    425.22784148     0.00002526     0.28358611
    46        6.84557724    425.22536896     0.00002669     0.29507167
    47        7.00856399    425.22023328     0.00002899     0.30026374
    48        7.17156410    425.21422555     0.00003194     0.29398753
    49        7.33454514    425.20884552     0.00003512     0.27835677
    50        7.49753570    425.20423685     0.00003810     0.26532895
    51        7.66053772    425.19951836     0.00004064     0.26105485
    52        7.82351494    425.19396210     0.00004276     0.26179170
    53        7.98651123    425.18786857     0.00004458     0.26486587
    54        8.14949035    425.18243940     0.00004617     0.26859652
    55        8.31248283    425.17883283     0.00004746     0.26775144
    56        8.47547722    425.17724466     0.00004851     0.26032646
    57        8.63846970    425.17681255     0.00004968     0.25540920
    58        8.80146217    425.17638826     0.00005201     0.25984002
    59        8.96444893    425.17542467     0.00005775     0.26502447
    60        9.12743950    425.17417764     0.00007115     0.26391089
    61        9.29041862    425.17317808     0.00009905     0.26698769
    62        9.45341682    425.17264654     0.00015092     0.30709261
    63        9.61641311    425.17239308     0.00023835     0.47510262
    64        9.77939605    425.17204566     0.00037446     0.94465655
    65        9.94238662    425.17115978     0.00057391     1.94911035
    66        10.10537720    425.16917075     0.00085347     3.79934230
    67        10.26348686    425.16556945     0.00123270     6.83359973
    68        10.42317390    425.16049703     0.00173306     11.12979301
