10-1_DIL_179-18_AA6082_average.asc    T=400∞C    phi∞=0.01    Yield=0.19735587
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    400.08489990    -0.00003051     0.19735587
     5        0.16299057    400.11946161    -0.00004150     0.22915257
     6        0.32597542    400.15173287    -0.00005106     0.25003105
     7        0.48897171    400.18018517    -0.00005871     0.26513757
     8        0.65196228    400.20348012    -0.00006432     0.27835569
     9        0.81494522    400.22074971    -0.00006808     0.28815116
    10        0.97793960    400.23184629    -0.00007025     0.29240336
    11        1.14092445    400.23744282    -0.00007113     0.29274211
    12        1.30391502    400.23890336    -0.00007101     0.28918382
    13        1.46690559    400.23783454    -0.00007019     0.28076320
    14        1.62989044    400.23536451    -0.00006888     0.27003744
    15        1.79288100    400.23164296    -0.00006709     0.26287982
    16        1.95586967    400.22623758    -0.00006467     0.26393851
    17        2.11886215    400.21928209    -0.00006168     0.27031097
    18        2.28185272    400.21212514    -0.00005856     0.27281663
    19        2.44484710    400.20654930    -0.00005603     0.26417944
    20        2.60783576    400.20333968    -0.00005464     0.24768468
    21        2.77082825    400.20184806    -0.00005442     0.23903716
    22        2.93381499    400.20099123    -0.00005490     0.24602548
    23        3.09680748    400.20045108    -0.00005543     0.25882265
    24        3.25979423    400.20079766    -0.00005558     0.26526936
    25        3.42278480    400.20264324    -0.00005526     0.25822888
    26        3.58577728    400.20590757    -0.00005466     0.24480084
    27        3.74876594    400.20988002    -0.00005397     0.23906468
    28        3.91175651    400.21381618    -0.00005335     0.24219554
    29        4.07474899    400.21742165    -0.00005290     0.25009030
    30        4.23773383    400.22090554    -0.00005273     0.25793099
    31        4.40072822    400.22476170    -0.00005297     0.25797445
    32        4.56371307    400.22950740    -0.00005377     0.25400669
    33        4.72670745    400.23533254    -0.00005518     0.25699753
    34        4.88969803    400.24163519    -0.00005705     0.26535177
    35        5.05268097    400.24686469    -0.00005905     0.27193780
    36        5.21567535    400.24912801    -0.00006060     0.27696998
    37        5.37865829    400.24729955    -0.00006111     0.28381013
    38        5.54165268    400.24179273    -0.00006029     0.29099380
    39        5.70464324    400.23440173    -0.00005824     0.29330294
    40        5.86763572    400.22732805    -0.00005548     0.28270279
    41        6.03062057    400.22202193    -0.00005269     0.25464211
    42        6.19361686    400.21854737    -0.00005041     0.22719256
    43        6.35659980    400.21582985    -0.00004889     0.22228135
    44        6.51960372    400.21254508    -0.00004804     0.23416405
    45        6.68258476    400.20798093    -0.00004747     0.24601606
    46        6.84557342    400.20232412    -0.00004672     0.25301620
    47        7.00856780    400.19637153    -0.00004557     0.25697589
    48        7.17154693    400.19111159    -0.00004417     0.25485420
    49        7.33454322    400.18753509    -0.00004295     0.24245410
    50        7.49753571    400.18655532    -0.00004225     0.22572521
    51        7.66052055    400.18869175    -0.00004213     0.22089253
    52        7.82351875    400.19359823    -0.00004248     0.23254228
    53        7.98649788    400.20003221    -0.00004326     0.24547279
    54        8.14949989    400.20656509    -0.00004453     0.25006234
    55        8.31247902    400.21240844    -0.00004624     0.25169647
    56        8.47547531    400.21742673    -0.00004809     0.25630507
    57        8.63846397    400.22130550    -0.00004940     0.26407733
    58        8.80145454    400.22290670    -0.00004933     0.27175356
    59        8.96444129    400.22072884    -0.00004696     0.27310733
