35-1_DIL_179-18_AA6082_average.asc    T=500∞C    phi∞=10.0    Yield=0.16851161
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    499.84957886    -0.00007805     0.16851161
     5        0.00131225    499.83779172    -0.00006993     0.17715831
     6        0.00262260    499.82671265    -0.00006254     0.19514541
     7        0.00392723    499.81724039    -0.00005624     0.21633159
     8        0.00524521    499.81042703    -0.00005116     0.23293177
     9        0.00655174    499.80699758    -0.00004721     0.24401621
    10        0.00786400    499.80685789    -0.00004411     0.25542162
    11        0.00916672    499.80896156    -0.00004147     0.27206384
    12        0.01047898    499.81172857    -0.00003885     0.28997148
    13        0.01178551    499.81381286    -0.00003599     0.30323078
    14        0.01309586    499.81471954    -0.00003287     0.31305202
    15        0.01440811    499.81488081    -0.00002979     0.31942822
    16        0.01572228    499.81522908    -0.00002715     0.31849320
    17        0.01703835    499.81661722    -0.00002530     0.31162464
    18        0.01834297    499.81939018    -0.00002429     0.30266290
    19        0.01965332    499.82322819    -0.00002392     0.29121635
    20        0.02096558    499.82729660    -0.00002381     0.27744715
    21        0.02227021    499.83066760    -0.00002366     0.26615693
    22        0.02358245    499.83280693    -0.00002338     0.25991903
    23        0.02488709    499.83379657    -0.00002302     0.25645240
    24        0.02619934    499.83412181    -0.00002261     0.25744434
    25        0.02751351    499.83422793    -0.00002203     0.27078265
    26        0.02881623    499.83426454    -0.00002106     0.29809578
    27        0.03013229    499.83420612    -0.00001964     0.32940669
    28        0.03143883    499.83411823    -0.00001796     0.35159803
    29        0.03274918    499.83421971    -0.00001632     0.35658823
    30        0.03405190    499.83463275    -0.00001499     0.34929365
    31        0.03537560    499.83501878    -0.00001408     0.34214954
    32        0.03668022    499.83446912    -0.00001344     0.33642822
    33        0.03799439    499.83190592    -0.00001286     0.32528931
    34        0.03930092    499.82679229    -0.00001229     0.31012095
    35        0.04060555    499.81955121    -0.00001190     0.29746743
    36        0.04192161    499.81127338    -0.00001195     0.29146986
    37        0.04322624    499.80293243    -0.00001237     0.29564694
    38        0.04454613    499.79478912    -0.00001254     0.31275460
    39        0.04584885    499.78652703    -0.00001160     0.34127629
    40        0.04716301    499.77799853    -0.00000893     0.37203498
    41        0.04846764    499.76981685    -0.00000470     0.39102485
    42        0.04977799    499.76310877     0.00000016     0.38899755
    43        0.05109024    499.75862062     0.00000445     0.37123564
    44        0.05240441    499.75612152     0.00000730     0.35317230
    45        0.05370712    499.75472218     0.00000854     0.34063217
    46        0.05502701    499.75368164     0.00000857     0.32221065
    47        0.05632401    499.75280316     0.00000805     0.28767104
    48        0.05764580    499.75212106     0.00000761     0.25169626
    49        0.05894852    499.75138532     0.00000771     0.23915507
    50        0.06026459    499.74996470     0.00000867     0.25646254
    51        0.06156921    499.74731870     0.00001067     0.29404755
    52        0.06287193    499.74371225     0.00001371     0.33174889
    53        0.06418610    499.74063668     0.00001760     0.34763446
    54        0.06549835    499.74048682     0.00002193     0.33671299
    55        0.06681442    499.74544611     0.00002607     0.31395895
    56        0.06811905    499.75610252     0.00002931     0.29733591
    57        0.06942749    499.77066737     0.00003111     0.29121710
    58        0.07074737    499.78545116     0.00003154     0.28606636
    59        0.07205200    499.79649186     0.00003126     0.27191698
    60        0.07336426    499.80140180     0.00003119     0.25252720
    61        0.07467079    499.80025689     0.00003188     0.23735681
    62        0.07598496    499.79501153     0.00003325     0.23025597
    63        0.07728958    499.78802762     0.00003480     0.23547283
    64        0.07859802    499.78089788     0.00003610     0.25628606
    65        0.07991409    499.77430077     0.00003711     0.28360163
    66        0.08121872    499.76864001     0.00003821     0.29659202
    67        0.08253288    499.76463974     0.00003982     0.28472126
    68        0.08384133    499.76330542     0.00004204     0.25701771
    69        0.08514785    499.76534837     0.00004453     0.23001751
    70        0.08645820    499.77062773     0.00004667     0.22517205
    71        0.08776474    499.77807485     0.00004801     0.24832693
    72        0.08908844    499.78617461     0.00004838     0.27453720
    73        0.09039307    499.79370356     0.00004792     0.28237609
    74        0.09170342    499.80018782     0.00004681     0.27495999
    75        0.09300804    499.80565614     0.00004512     0.26330333
    76        0.09432030    499.80989878     0.00004289     0.25574892
    77        0.09562683    499.81209776     0.00004034     0.26079367
    78        0.09694100    499.81147982     0.00003793     0.28110942
    79        0.09824943    499.80853088     0.00003613     0.30022755
