12-1_DIL_179-18_AA6082_average.asc    T=450∞C    phi∞=0.01    Yield=0.34063667
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    450.40707398    -0.00003509     0.34063667
     5        0.16298485    450.35673616    -0.00001615     0.31141646
     6        0.32597923    450.31254174     0.00000016     0.28670332
     7        0.48896599    450.27779348     0.00001259     0.26951961
     8        0.65196037    450.25400264     0.00002064     0.25806622
     9        0.81494713    450.24051139     0.00002475     0.25353785
    10        0.97794151    450.23518415     0.00002603     0.25911012
    11        1.14093399    450.23554098     0.00002573     0.26929176
    12        1.30392075    450.23940184     0.00002471     0.27282234
    13        1.46691131    450.24486235     0.00002345     0.26776255
    14        1.62989616    450.25022526     0.00002215     0.26508968
    15        1.79289246    450.25432563     0.00002099     0.27051867
    16        1.95588112    450.25685307     0.00002020     0.27802639
    17        2.11886788    450.25809222     0.00001996     0.28179192
    18        2.28185654    450.25831670     0.00002035     0.28175852
    19        2.44485283    450.25760919     0.00002129     0.28047028
    20        2.60783768    450.25619886     0.00002252     0.27881580
    21        2.77082253    450.25455852     0.00002372     0.27599099
    22        2.93382836    450.25289552     0.00002477     0.26943912
    23        3.09680939    450.25069867     0.00002589     0.26363157
    24        3.25980568    450.24708665     0.00002756     0.26913936
    25        3.42278481    450.24176436     0.00003011     0.27812261
    26        3.58578491    450.23565195     0.00003346     0.27630291
    27        3.74876785    450.23047539     0.00003711     0.26855394
    28        3.91176415    450.22757773     0.00004045     0.26190472
    29        4.07474327    450.22702088     0.00004301     0.25779093
    30        4.23774529    450.22777051     0.00004459     0.26065736
    31        4.40073204    450.22861831     0.00004518     0.26752363
    32        4.56371498    450.22885800     0.00004497     0.26788976
    33        4.72671318    450.22825697     0.00004429     0.26324689
    34        4.88970375    450.22666194     0.00004360     0.26390430
    35        5.05269241    450.22371825     0.00004331     0.26769520
    36        5.21568108    450.21889514     0.00004374     0.26460887
    37        5.37867355    450.21182314     0.00004503     0.25311404
    38        5.54166603    450.20278003     0.00004717     0.23683728
    39        5.70464706    450.19291568     0.00004995     0.22243964
    40        5.86764145    450.18391518     0.00005301     0.21524608
    41        6.03063202    450.17737945     0.00005593     0.21223594
    42        6.19361687    450.17448064     0.00005829     0.21355013
    43        6.35661507    450.17594716     0.00005977     0.22046692
    44        6.51960182    450.18193120     0.00006015     0.22755434
    45        6.68258858    450.19164143     0.00005948     0.23093177
    46        6.84558105    450.20321617     0.00005808     0.23476021
    47        7.00856972    450.21417592     0.00005640     0.24543915
    48        7.17155838    450.22222882     0.00005492     0.25759429
    49        7.33455658    450.22608712     0.00005403     0.26423883
    50        7.49753571    450.22610377     0.00005392     0.27067533
    51        7.66053009    450.22435046     0.00005453     0.27919792
    52        7.82352257    450.22366607     0.00005562     0.28162169
    53        7.98651314    450.22590920     0.00005693     0.27562288
    54        8.14949989    450.23060028     0.00005838     0.27002805
    55        8.31249047    450.23512711     0.00006005     0.26951427
    56        8.47547531    450.23651773     0.00006207     0.27108835
    57        8.63847733    450.23350001     0.00006463     0.27030134
    58        8.80145645    450.22728152     0.00006833     0.26418198
    59        8.96444511    450.22044261     0.00007502     0.25336973
