29-1_DIL_179-18_AA6082_average.asc    T=350∞C    phi∞=10.0    Yield=0.13918147
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    349.79804993     0.00003828     0.13918147
     5        0.00131035    349.77085071     0.00005089     0.11803598
     6        0.00261879    349.74801559     0.00006182     0.12246400
     7        0.00392723    349.73135831     0.00007049     0.13995916
     8        0.00523758    349.72151946     0.00007673     0.15744411
     9        0.00654412    349.71798767     0.00008073     0.17204988
    10        0.00785828    349.71939950     0.00008291     0.18978483
    11        0.00916291    349.72405245     0.00008381     0.21510269
    12        0.01047706    349.73039983     0.00008396     0.24098933
    13        0.01179504    349.73730806     0.00008376     0.25965132
    14        0.01309777    349.74410830     0.00008347     0.27441511
    15        0.01440812    349.75060745     0.00008331     0.28922712
    16        0.01571464    349.75701101     0.00008340     0.29745598
    17        0.01703453    349.76356718     0.00008398     0.29328668
    18        0.01834107    349.77006100     0.00008534     0.28376483
    19        0.01965142    349.77562497     0.00008780     0.27739128
    20        0.02095604    349.77907088     0.00009143     0.27323072
    21        0.02226257    349.77938693     0.00009599     0.26513176
    22        0.02357292    349.77598523     0.00010106     0.25211702
    23        0.02488518    349.76875173     0.00010625     0.24078615
    24        0.02619553    349.75819038     0.00011138     0.23763239
    25        0.02751160    349.74563620     0.00011636     0.24604931
    26        0.02881241    349.73318687     0.00012112     0.26200403
    27        0.03013039    349.72316645     0.00012553     0.27598082
    28        0.03143120    349.71734406     0.00012943     0.28325102
    29        0.03275681    349.71631521     0.00013264     0.28276549
    30        0.03405571    349.71934615     0.00013506     0.27608963
    31        0.03536606    349.72475054     0.00013665     0.26716581
    32        0.03668404    349.73059025     0.00013742     0.25879706
    33        0.03798867    349.73529287     0.00013745     0.25360717
    34        0.03929901    349.73787661     0.00013697     0.25103922
    35        0.04060555    349.73782841     0.00013643     0.25005814
    36        0.04191971    349.73493896     0.00013648     0.25459879
    37        0.04323387    349.72935519     0.00013780     0.26448738
    38        0.04453660    349.72185189     0.00014076     0.27573589
    39        0.04584694    349.71402192     0.00014519     0.28701485
    40        0.04715729    349.70800334     0.00015042     0.29225506
    41        0.04846764    349.70570298     0.00015557     0.28602920
    42        0.04977798    349.70794214     0.00015993     0.27506080
    43        0.05108834    349.71404761     0.00016317     0.26750681
    44        0.05239678    349.72215283     0.00016538     0.26103056
    45        0.05371476    349.73012997     0.00016681     0.25199970
    46        0.05501747    349.73667401     0.00016759     0.24153464
    47        0.05632591    349.74181599     0.00016763     0.22869334
    48        0.05763626    349.74653843     0.00016677     0.21533975
    49        0.05894661    349.75196748     0.00016510     0.21195363
    50        0.06025695    349.75887590     0.00016296     0.22633631
    51        0.06156731    349.76769583     0.00016081     0.25108015
    52        0.06288147    349.77868547     0.00015900     0.27170959
    53        0.06418992    349.79190093     0.00015775     0.28137051
    54        0.06550026    349.80697880     0.00015719     0.28159968
    55        0.06680488    349.82298807     0.00015741     0.27958761
    56        0.06811333    349.83857578     0.00015840     0.28015449
    57        0.06943131    349.85240080     0.00016001     0.27946054
    58        0.07073594    349.86361575     0.00016194     0.27285252
    59        0.07205200    349.87207622     0.00016387     0.25946606
    60        0.07335281    349.87813692     0.00016564     0.24023703
    61        0.07467079    349.88224519     0.00016731     0.22151784
    62        0.07597733    349.88468910     0.00016918     0.21457595
    63        0.07728195    349.88562551     0.00017164     0.22240519
    64        0.07859611    349.88526846     0.00017493     0.23561201
    65        0.07991219    349.88414056     0.00017908     0.24610314
    66        0.08121491    349.88328587     0.00018377     0.25117890
    67        0.08252717    349.88414760     0.00018841     0.24362068
    68        0.08383561    349.88788682     0.00019235     0.21899039
    69        0.08514786    349.89450301     0.00019517     0.19395042
    70        0.08646774    349.90256361     0.00019680     0.19166323
    71        0.08776283    349.90995252     0.00019753     0.20896921
    72        0.08908272    349.91512795     0.00019776     0.22154686
    73        0.09038734    349.91789912     0.00019789     0.21563578
    74        0.09170342    349.91914242     0.00019819     0.19852006
    75        0.09301186    349.91976508     0.00019882     0.18530097
    76        0.09432220    349.91983051     0.00019989     0.18466962
    77        0.09562493    349.91858248     0.00020142     0.19620873
    78        0.09694290    349.91530588     0.00020334     0.21434837
    79        0.09824562    349.91025918     0.00020547     0.22839929
    80        0.09955787    349.90487998     0.00020785     0.22929505
    81        0.10086441    349.90106293     0.00021199     0.22090953
    82        0.10218430    349.90005197     0.00022520     0.21425014
    83        0.10348893    349.90174324     0.00027107     0.21837518
    84        0.10479927    349.90474425     0.00040818     0.23085212
    85        0.10610390    349.90699234     0.00075455     0.23885657
    86        0.10741616    349.90667644     0.00150910     0.44244374
    87        0.10873604    349.90324686     0.00295592     2.12142817
    88        0.11003876    349.89799284     0.00543599     7.84555849
    89        0.11126137    349.89357674     0.00928058     19.07555865
    90        0.11256409    349.89264904     0.01472525     34.01087850
    91        0.11388016    349.89662755     0.02184707     49.11312098
    92        0.11519433    349.90573558     0.03056022     61.78692448
    93        0.11649323    349.92025923     0.04066556     71.21478994
    94        0.11781311    349.94181477     0.05191661     77.76916495
    95        0.11911774    349.97345196     0.06406852     82.18976450
    96        0.12042999    350.01860140     0.07690269     85.12864642
    97        0.12174225    350.07988148     0.09023413     87.09208867
    98        0.12305260    350.15866771     0.10390833     88.46185881
    99        0.12435341    350.25553119     0.11779260     89.45649584
   100        0.12567520    350.37103029     0.13176900     90.16671813
   101        0.12697792    350.50614993     0.14573421     90.66054718
   102        0.12829781    350.66195451     0.15960627     91.00774061
   103        0.12960434    350.83875942     0.17333218     91.25603118
   104        0.13091278    351.03572578     0.18689050     91.43849664
   105        0.13221359    351.25142051     0.20028635     91.57709022
   106        0.13353539    351.48484925     0.21354207     91.67486821
   107        0.13484192    351.73598748     0.22668795     91.72362154
   108        0.13614464    352.00538093     0.23975625     91.72445779
   109        0.13745880    352.29320521     0.25277792     91.69415161
   110        0.13877106    352.59848696     0.26578000     91.64866596
   111        0.14008141    352.91895013     0.27878274     91.59110545
   112        0.14138985    353.25149002     0.29179739     91.51341768
   113        0.14270019    353.59292117     0.30482628     91.40331410
   114        0.14401627    353.94059483     0.31786516     91.25794580
   115        0.14532280    354.29268090     0.33090663     91.08532058
   116        0.14662743    354.64811780     0.34394298     90.89053845
   117        0.14794350    355.00634061     0.35696797     90.67354892
   118        0.14924812    355.36695708     0.36997810     90.43727017
   119        0.15056229    355.72955300     0.38297380     90.18792291
   120        0.15186501    356.09369133     0.39595999     89.92923177
