18-1_DIL_179-18_AA6082_average.asc    T=425∞C    phi∞=0.1    Yield=0.25415519
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    425.04103088     0.00005777     0.25415519
     5        0.01899719    425.08121834     0.00007940     0.27393116
     6        0.03799247    425.11851271     0.00009784     0.28699256
     7        0.05698776    425.15070184     0.00011237     0.29460310
     8        0.07598877    425.17587022     0.00012331     0.30125656
     9        0.09499359    425.19319572     0.00013156     0.30832165
    10        0.11399841    425.20334592     0.00013811     0.30844068
    11        0.13300133    425.20826458     0.00014374     0.29937808
    12        0.15198517    425.21076411     0.00014885     0.29141399
    13        0.17098999    425.21410390     0.00015341     0.28754711
    14        0.18999099    425.22119383     0.00015715     0.27758561
    15        0.20899582    425.23338636     0.00015986     0.26472641
    16        0.22799873    425.24967577     0.00016163     0.26688360
    17        0.24699211    425.26714364     0.00016278     0.28455461
    18        0.26598739    425.28244806     0.00016361     0.30131056
    19        0.28498840    425.29327499     0.00016418     0.30769952
    20        0.30398941    425.29885994     0.00016442     0.30651801
    21        0.32300186    425.29954409     0.00016430     0.30509695
    22        0.34199334    425.29596944     0.00016405     0.30730671
    23        0.36099052    425.28856386     0.00016408     0.31224817
    24        0.37999153    425.27759997     0.00016483     0.31746647
    25        0.39899826    425.26367303     0.00016648     0.31853208
    26        0.41799545    425.24816118     0.00016888     0.31195594
    27        0.43700027    425.23321365     0.00017169     0.30152208
    28        0.45599747    425.22111358     0.00017446     0.29190762
    29        0.47499275    425.21334824     0.00017681     0.28372370
    30        0.49399757    425.20998147     0.00017854     0.27897505
    31        0.51298905    425.20968370     0.00017968     0.27927316
    32        0.53199387    425.21029427     0.00018046     0.28239714
    33        0.55099296    425.20954620     0.00018119     0.28563704
    34        0.56999016    425.20568068     0.00018216     0.28813143
    35        0.58899307    425.19785504     0.00018354     0.28800754
    36        0.60799598    425.18630854     0.00018533     0.28451834
    37        0.62700271    425.17223720     0.00018732     0.28017263
    38        0.64599800    425.15736968     0.00018915     0.27563386
    39        0.66499329    425.14337601     0.00019037     0.27082508
    40        0.68399620    425.13136674     0.00019074     0.26764428
    41        0.70299530    425.12169659     0.00019033     0.27029772
    42        0.72199630    425.11408773     0.00018949     0.28064140
    43        0.74099540    425.10792018     0.00018871     0.29003132
    44        0.75998879    425.10252497     0.00018844     0.29114568
    45        0.77899933    425.09740540     0.00018896     0.28910294
    46        0.79799652    425.09238755     0.00019044     0.28710786
    47        0.81699753    425.08772235     0.00019335     0.28174924
    48        0.83599472    425.08416654     0.00019947     0.26958111
    49        0.85498619    425.08303747     0.00021342     0.25087290
    50        0.87399292    425.08610702     0.00024397     0.23647450
    51        0.89298821    425.09512466     0.00030428     0.23721693
    52        0.91199685    425.11099699     0.00041008     0.27891934
    53        0.93099403    425.13307263     0.00057643     0.44786119
    54        0.94999504    425.15911134     0.00081459     0.88677815
    55        0.96900177    425.18612547     0.00113088     1.77710985
    56        0.98798942    425.21161529     0.00152877     3.37012940
    57        1.00698853    425.23430941     0.00201356     5.98913410
    58        1.02506066    425.25382997     0.00259710     9.88462057
    59        1.04405975    425.26955658     0.00329924     15.04458983
