22-1_DIL_179-18_AA6082_average.asc    T=350∞C    phi∞=1.0    Yield=0.14971951
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    349.68124389    -0.00004117     0.14971951
     5        0.00279236    349.67030130    -0.00002969     0.17952653
     6        0.00557899    349.66103757    -0.00002000     0.20764929
     7        0.00837517    349.65377598    -0.00001276     0.22868354
     8        0.01116180    349.64826449    -0.00000809     0.23862129
     9        0.01395416    349.64392830    -0.00000558     0.24180315
    10        0.01674271    349.64025348    -0.00000452     0.24751006
    11        0.01953888    349.63722496    -0.00000422     0.25557713
    12        0.02232933    349.63553771    -0.00000433     0.25989652
    13        0.02511787    349.63633890    -0.00000490     0.25845772
    14        0.02790642    349.64061281    -0.00000607     0.25627317
    15        0.03069115    349.64860208    -0.00000787     0.26023012
    16        0.03348159    349.65960446    -0.00001004     0.27085038
    17        0.03628349    349.67224360    -0.00001221     0.28223358
    18        0.03906250    349.68506595    -0.00001405     0.28747607
    19        0.04185676    349.69708755    -0.00001543     0.28635186
    20        0.04464340    349.70788987    -0.00001638     0.28391093
    21        0.04743004    349.71725090    -0.00001687     0.28129434
    22        0.05022240    349.72474001    -0.00001680     0.28016607
    23        0.05302048    349.72961074    -0.00001599     0.28503009
    24        0.05580902    349.73087385    -0.00001428     0.29267387
    25        0.05859947    349.72737109    -0.00001158     0.29369850
    26        0.06138992    349.71805047    -0.00000780     0.28823642
    27        0.06417847    349.70271413    -0.00000302     0.27938060
    28        0.06696129    349.68291322     0.00000228     0.26127103
    29        0.06974983    349.66207484     0.00000716     0.23836956
    30        0.07254219    349.64429956     0.00001059     0.22201426
    31        0.07532882    349.63247674     0.00001210     0.21533664
    32        0.07812309    349.62712855     0.00001234     0.22334669
    33        0.08091163    349.62676854     0.00001407     0.24281337
    34        0.08370208    349.62925863     0.00002375     0.25671943
    35        0.08649063    349.63305828     0.00005355     0.25679425
    36        0.08927726    349.63768542     0.00012204     0.25209977
    37        0.09207535    349.64338650     0.00025207     0.28494637
    38        0.09486389    349.65040890     0.00046672     0.48296691
    39        0.09765434    349.65843683     0.00078656     1.11545394
    40        0.10044288    349.66667817     0.00123122     2.67322152
    41        0.10323143    349.67460716     0.00182407     5.85834034
    42        0.10584069    349.68277449     0.00259524     11.28364081
    43        0.10863304    349.69301082     0.00357873     19.01418312
    44        0.11142158    349.70787010     0.00480402     28.24378984
    45        0.11421204    349.72972148     0.00628694     37.51828381
    46        0.11700249    349.76001757     0.00802477     45.56913960
    47        0.11978721    349.79900489     0.00999737     51.90164955
    48        0.12257576    349.84585239     0.01217274     56.64450429
    49        0.12536239    349.89901668     0.01451388     60.15875606
    50        0.12815857    349.95660897     0.01698460     62.80237384
    51        0.13095093    350.01664133     0.01955303     64.84146169
    52        0.13374329    350.07728397     0.02219323     66.45561235
    53        0.13652610    350.13729394     0.02488489     67.77205565
    54        0.13931846    350.19642118     0.02761220     68.87205960
    55        0.14211464    350.25537615     0.03036235     69.79625044
    56        0.14490700    350.31527192     0.03312468     70.57570697
    57        0.14768791    350.37693453     0.03589041     71.24722264
    58        0.15047645    350.44052761     0.03865285     71.83417374
    59        0.15326500    350.50558048     0.04140768     72.34539810
    60        0.15605545    350.57119171     0.04415285     72.79171473
    61        0.15884781    350.63622119     0.04688818     73.18080358
    62        0.16163826    350.69952033     0.04961454     73.51864132
    63        0.16443253    350.76023426     0.05233319     73.81932227
    64        0.16721534    350.81793500     0.05504535     74.09332479
    65        0.17000961    350.87237772     0.05775214     74.34388696
