09-1_DIL_179-18_AA6082_average.asc    T=375∞C    phi∞=0.01    Yield=0.23773212
                Zeit   /    Temperatur   /    Phi   /    Flieﬂspannung kf
                  s              ∞C              -              MPa
     4        0.00000000    375.08990479     0.00004272     0.23773212
     5        0.16299247    375.09575543     0.00004227     0.23172668
     6        0.32597733    375.10310309     0.00004167     0.21787188
     7        0.48897171    375.11112739     0.00004099     0.21087836
     8        0.65195655    375.11812402     0.00004039     0.20810471
     9        0.81496047    375.12300518     0.00003988     0.19914082
    10        0.97794342    375.12645217     0.00003916     0.18818435
    11        1.14093780    375.13068358     0.00003781     0.18617335
    12        1.30392646    375.13797280     0.00003555     0.19903022
    13        1.46691513    375.14909345     0.00003240     0.22256689
    14        1.62990189    375.16285735     0.00002866     0.24304715
    15        1.79289054    375.17695879     0.00002473     0.25301493
    16        1.95588684    375.18929702     0.00002105     0.25824371
    17        2.11887932    375.19872042     0.00001803     0.26440820
    18        2.28186797    375.20487260     0.00001606     0.27113284
    19        2.44485282    375.20766406     0.00001533     0.27710360
    20        2.60785103    375.20701178     0.00001574     0.27929525
    21        2.77083397    375.20301284     0.00001698     0.27479213
    22        2.93382263    375.19623333     0.00001867     0.26817413
    23        3.09681319    375.18767133     0.00002062     0.26555724
    24        3.25980949    375.17832243     0.00002291     0.26443139
    25        3.42279433    375.16881100     0.00002580     0.26163857
    26        3.58578873    375.15951751     0.00002939     0.26212884
    27        3.74877166    375.15096006     0.00003344     0.26287093
    28        3.91176032    375.14383087     0.00003747     0.25131341
    29        4.07475280    375.13859026     0.00004109     0.23286998
    30        4.23775291    375.13512682     0.00004419     0.22493551
    31        4.40073204    375.13289029     0.00004683     0.22502947
    32        4.56372451    375.13136949     0.00004896     0.21587226
    33        4.72671318    375.13048120     0.00005034     0.19702928
    34        4.88970566    375.13052531     0.00005068     0.18575712
    35        5.05269432    375.13176258     0.00004995     0.19099623
    36        5.21568679    375.13412437     0.00004844     0.20795865
    37        5.37867355    375.13745441     0.00004657     0.22706113
    38        5.54166030    375.14194279     0.00004464     0.23690396
    39        5.70465278    375.14805426     0.00004265     0.23416912
    40        5.86765289    375.15590581     0.00004042     0.22931059
    41        6.03063202    375.16480729     0.00003782     0.23139628
    42        6.19362449    375.17346367     0.00003487     0.23917469
    43        6.35660934    375.18052693     0.00003182     0.24835206
    44        6.51960372    375.18495748     0.00002912     0.25677759
    45        6.68259811    375.18620308     0.00002731     0.25964631
    46        6.84558105    375.18450024     0.00002687     0.25176658
    47        7.00857734    375.18110245     0.00002797     0.24031822
    48        7.17156219    375.17787527     0.00003032     0.23455177
    49        7.33455276    375.17632625     0.00003324     0.23126281
    50        7.49754905    375.17691597     0.00003582     0.22599822
    51        7.66052818    375.17920454     0.00003734     0.22438457
    52        7.82352829    375.18247628     0.00003747     0.23139588
    53        7.98650932    375.18621650     0.00003635     0.24256474
    54        8.14950179    375.19022457     0.00003446     0.25358715
    55        8.31249999    375.19444958     0.00003237     0.26175137
    56        8.47547912    375.19870301     0.00003058     0.26447211
    57        8.63847732    375.20246777     0.00002938     0.26411231
    58        8.80146408    375.20492612     0.00002898     0.26339737
    59        8.96445083    375.20512004     0.00002953     0.26160543
    60        9.12744140    375.20226061     0.00003145     0.25883197
    61        9.29043578    375.19637456     0.00003564     0.25577093
    62        9.45342636    375.18901951     0.00004402     0.25112525
    63        9.61641693    375.18311076     0.00006039     0.24912212
    64        9.77939987    375.18125329     0.00009182     0.29588544
    65        9.94239998    375.18346180     0.00014990     0.53286466
    66        10.10538482    375.18620611     0.00025128     1.19284488
    67        10.26836967    375.18401362     0.00041706     2.56026232
    68        10.42865562    375.17287309     0.00067145     4.98204879
    69        10.58774947    375.15315343     0.00103996     8.81366151
    70        10.75074577    375.12998768     0.00154656     14.15374331
